sep=;
"Location";"Date";"NO2 (ppb)";"VOCs (ppb)";"PM2.5 (µg/m³)"
"Farmwell Station MS";"Aug 10, 2026, 23:00:00";"6.23";"54.81";"9.09"
"Farmwell Station MS";"Aug 10, 2026, 22:00:00";"6.07";"56.01";"7.48"
"Farmwell Station MS";"Aug 10, 2026, 21:00:00";"6.07";"47.27";"8.4"
"Farmwell Station MS";"Aug 10, 2026, 20:00:00";"7.91";"38.85";"7.83"
"Farmwell Station MS";"Aug 10, 2026, 19:00:00";"9.66";"37.65";"8.65"
"Farmwell Station MS";"Aug 10, 2026, 18:00:00";"9.45";"28.93";"8.15"
"Farmwell Station MS";"Aug 10, 2026, 17:00:00";"11.92";"2.63";"7.29"
"Farmwell Station MS";"Aug 10, 2026, 16:00:00";"4.24";"0";"12.98"
"Farmwell Station MS";"Aug 10, 2026, 15:00:00";"1.72";"0";"15.3"
"Farmwell Station MS";"Aug 10, 2026, 14:00:00";"1.02";"0";"17.2"
"Farmwell Station MS";"Aug 10, 2026, 13:00:00";"2.3";"0";"18.56"
"Farmwell Station MS";"Aug 10, 2026, 12:00:00";"0.01";"0";"14.97"
"Farmwell Station MS";"Aug 10, 2026, 11:00:00";"0";"0";"21.45"
"Farmwell Station MS";"Aug 10, 2026, 10:00:00";"0";"0";"22.49"
"Farmwell Station MS";"Aug 10, 2026, 09:00:00";"0.73";"0";"16.63"
"Farmwell Station MS";"Aug 10, 2026, 08:00:00";"4.01";"39.86";"13.74"
"Farmwell Station MS";"Aug 10, 2026, 07:00:00";"3.59";"63.53";"14.29"
"Farmwell Station MS";"Aug 10, 2026, 06:00:00";"1.52";"59.66";"15.66"
"Farmwell Station MS";"Aug 10, 2026, 05:00:00";"2.23";"56.04";"15.5"
"Farmwell Station MS";"Aug 10, 2026, 04:00:00";"1.77";"45.45";"15.57"
"Farmwell Station MS";"Aug 10, 2026, 03:00:00";"2.05";"31";"16.06"
"Farmwell Station MS";"Aug 10, 2026, 02:00:00";"2.35";"2.93";"15.36"
"Farmwell Station MS";"Aug 10, 2026, 01:00:00";"2.5";"0";"14.98"
"Farmwell Station MS";"Aug 10, 2026, 00:00:00";"2.96";"0";"15.03"
"Farmwell Station MS";"Aug 9, 2026, 23:00:00";"3.63";"0";"14.98"
"Farmwell Station MS";"Aug 9, 2026, 22:00:00";"4.58";"0";"16.35"
"Farmwell Station MS";"Aug 9, 2026, 21:00:00";"5.29";"0";"16.63"
"Farmwell Station MS";"Aug 9, 2026, 20:00:00";"5.17";"0";"17.92"
"Farmwell Station MS";"Aug 9, 2026, 19:00:00";"3.4";"0";"18.01"
"Farmwell Station MS";"Aug 9, 2026, 18:00:00";"1.82";"0";"16.4"
"Farmwell Station MS";"Aug 9, 2026, 17:00:00";"3.65";"0";"15.36"
"Farmwell Station MS";"Aug 9, 2026, 16:00:00";"2.89";"0";"13.5"
"Farmwell Station MS";"Aug 9, 2026, 15:00:00";"2.16";"0";"14.77"
"Farmwell Station MS";"Aug 9, 2026, 14:00:00";"0.23";"0";"15.56"
"Farmwell Station MS";"Aug 9, 2026, 13:00:00";"1.02";"0";"16.78"
"Farmwell Station MS";"Aug 9, 2026, 12:00:00";"0";"0";"14.46"
"Farmwell Station MS";"Aug 9, 2026, 11:00:00";"0";"0";"13.78"
"Farmwell Station MS";"Aug 9, 2026, 10:00:00";"0";"0";"12.27"
"Farmwell Station MS";"Aug 9, 2026, 09:00:00";"0";"0";"9.5"
"Farmwell Station MS";"Aug 9, 2026, 08:00:00";"1.02";"24.95";"7.28"
"Farmwell Station MS";"Aug 9, 2026, 07:00:00";"1.6";"47.29";"8.41"
"Farmwell Station MS";"Aug 9, 2026, 06:00:00";"2.3";"51.19";"7.25"
"Farmwell Station MS";"Aug 9, 2026, 05:00:00";"0";"0";"6.99"
"Farmwell Station MS";"Aug 9, 2026, 04:00:00";"1.49";"33.26";"7.66"
"Farmwell Station MS";"Aug 9, 2026, 03:00:00";"2.75";"16.7";"7.02"
"Farmwell Station MS";"Aug 9, 2026, 02:00:00";"2.89";"0";"7.05"
"Farmwell Station MS";"Aug 9, 2026, 01:00:00";"3.6";"0";"7.41"
"Farmwell Station MS";"Aug 9, 2026, 00:00:00";"4.05";"0";"6.99"
"Farmwell Station MS";"Aug 8, 2026, 23:00:00";"4.38";"0";"7.34"
"Farmwell Station MS";"Aug 8, 2026, 22:00:00";"4.18";"0";"7.88"
"Farmwell Station MS";"Aug 8, 2026, 21:00:00";"4.54";"0";"8.17"
"Farmwell Station MS";"Aug 8, 2026, 20:00:00";"3.82";"0";"8.43"
"Farmwell Station MS";"Aug 8, 2026, 19:00:00";"2.09";"0";"10.73"
"Farmwell Station MS";"Aug 8, 2026, 18:00:00";"0.92";"0";"10.24"
"Farmwell Station MS";"Aug 8, 2026, 17:00:00";"4.91";"0";"11.78"
"Farmwell Station MS";"Aug 8, 2026, 16:00:00";"2.91";"0";"10.95"
"Farmwell Station MS";"Aug 8, 2026, 15:00:00";"0.02";"0";"9.18"
"Farmwell Station MS";"Aug 8, 2026, 14:00:00";"4.45";"0";"6.2"
"Farmwell Station MS";"Aug 8, 2026, 13:00:00";"2.93";"0";"6.67"
"Farmwell Station MS";"Aug 8, 2026, 12:00:00";"0.23";"0";"5.33"
"Farmwell Station MS";"Aug 8, 2026, 11:00:00";"0";"0";"5.22"
"Farmwell Station MS";"Aug 8, 2026, 10:00:00";"0";"0";"5.21"
"Farmwell Station MS";"Aug 8, 2026, 09:00:00";"0";"0";"3.76"
"Farmwell Station MS";"Aug 8, 2026, 08:00:00";"0.88";"51.07";"3.56"
"Farmwell Station MS";"Aug 8, 2026, 07:00:00";"1.52";"71.55";"5.35"
"Farmwell Station MS";"Aug 8, 2026, 06:00:00";"1.77";"64.07";"5.65"
"Farmwell Station MS";"Aug 8, 2026, 05:00:00";"1.63";"60.03";"5.1"
"Farmwell Station MS";"Aug 8, 2026, 04:00:00";"2.86";"53.46";"4.57"
"Farmwell Station MS";"Aug 8, 2026, 03:00:00";"2.71";"35.7";"4.3"
"Farmwell Station MS";"Aug 8, 2026, 02:00:00";"3.68";"16.78";"3.27"
"Farmwell Station MS";"Aug 8, 2026, 01:00:00";"3.7";"0";"2.91"
"Farmwell Station MS";"Aug 8, 2026, 00:00:00";"4.3";"0";"2.72"
"Farmwell Station MS";"Aug 7, 2026, 23:00:00";"4.31";"0";"2.27"
"Farmwell Station MS";"Aug 7, 2026, 22:00:00";"5.37";"0";"2.64"
"Farmwell Station MS";"Aug 7, 2026, 21:00:00";"5.54";"0";"2.75"
"Farmwell Station MS";"Aug 7, 2026, 20:00:00";"6.55";"0";"2.57"
"Farmwell Station MS";"Aug 7, 2026, 19:00:00";"9.33";"0";"2.43"
"Farmwell Station MS";"Aug 7, 2026, 18:00:00";"1.65";"0";"4.85"
"Farmwell Station MS";"Aug 7, 2026, 17:00:00";"4.05";"0";"4.7"
"Farmwell Station MS";"Aug 7, 2026, 16:00:00";"9.04";"0";"4.76"
"Farmwell Station MS";"Aug 7, 2026, 15:00:00";"7.33";"0";"4.33"
"Farmwell Station MS";"Aug 7, 2026, 14:00:00";"1.43";"0";"2.71"
"Farmwell Station MS";"Aug 7, 2026, 13:00:00";"0";"0";"3.41"
"Farmwell Station MS";"Aug 7, 2026, 12:00:00";"0";"0";"4.61"
"Farmwell Station MS";"Aug 7, 2026, 11:00:00";"0";"0";"5.91"
"Farmwell Station MS";"Aug 7, 2026, 10:00:00";"0";"0";"4.71"
"Farmwell Station MS";"Aug 7, 2026, 09:00:00";"0.73";"4.82";"3.97"
"Farmwell Station MS";"Aug 7, 2026, 08:00:00";"3.56";"68.62";"3.52"
"Farmwell Station MS";"Aug 7, 2026, 07:00:00";"2.73";"81.03";"0"
"Farmwell Station MS";"Aug 7, 2026, 06:00:00";"3.64";"77.21";"0"
"Farmwell Station MS";"Aug 7, 2026, 05:00:00";"5.2";"75.56";"4.85"
"Farmwell Station MS";"Aug 7, 2026, 04:00:00";"10.16";"72.77";"4.24"
"Farmwell Station MS";"Aug 7, 2026, 03:00:00";"7.88";"71.12";"4.12"
"Farmwell Station MS";"Aug 7, 2026, 02:00:00";"3.93";"63.6";"4.91"
"Farmwell Station MS";"Aug 7, 2026, 01:00:00";"3.54";"51.07";"4.21"
"Farmwell Station MS";"Aug 7, 2026, 00:00:00";"4.96";"42.58";"3.1"
"Farmwell Station MS";"Aug 6, 2026, 23:00:00";"5.05";"45.21";"3.89"
"Farmwell Station MS";"Aug 6, 2026, 22:00:00";"7.48";"42.19";"3.59"
"Farmwell Station MS";"Aug 6, 2026, 21:00:00";"8.29";"28.78";"3.65"
"Farmwell Station MS";"Aug 6, 2026, 20:00:00";"6.77";"0.63";"5.01"
"Farmwell Station MS";"Aug 6, 2026, 19:00:00";"5.95";"0";"3.49"
"Farmwell Station MS";"Aug 6, 2026, 18:00:00";"0.84";"0";"3.48"
"Farmwell Station MS";"Aug 6, 2026, 17:00:00";"7.63";"0";"4.61"
"Farmwell Station MS";"Aug 6, 2026, 16:00:00";"16.65";"0";"5.34"
"Farmwell Station MS";"Aug 6, 2026, 15:00:00";"6.72";"0";"8.81"
"Farmwell Station MS";"Aug 6, 2026, 14:00:00";"1.45";"0";"8.46"
"Farmwell Station MS";"Aug 6, 2026, 13:00:00";"0.26";"0";"9.36"
"Farmwell Station MS";"Aug 6, 2026, 12:00:00";"0";"0";"11.18"
"Farmwell Station MS";"Aug 6, 2026, 11:00:00";"0";"0";"14.42"
"Farmwell Station MS";"Aug 6, 2026, 10:00:00";"0";"0";"13.32"
"Farmwell Station MS";"Aug 6, 2026, 09:00:00";"0.03";"5.93";"12.87"
"Farmwell Station MS";"Aug 6, 2026, 08:00:00";"1.55";"55.12";"12.69"
"Farmwell Station MS";"Aug 6, 2026, 07:00:00";"2.82";"66.17";"12.69"
"Farmwell Station MS";"Aug 6, 2026, 06:00:00";"2.5";"61.23";"12.26"
"Farmwell Station MS";"Aug 6, 2026, 05:00:00";"2.3";"49.52";"12.32"
"Farmwell Station MS";"Aug 6, 2026, 04:00:00";"2.83";"37.33";"11.78"
"Farmwell Station MS";"Aug 6, 2026, 03:00:00";"4.6";"29.57";"11.02"
"Farmwell Station MS";"Aug 6, 2026, 02:00:00";"5.1";"3.59";"11.45"
"Farmwell Station MS";"Aug 6, 2026, 01:00:00";"5.24";"0";"11.09"
"Farmwell Station MS";"Aug 6, 2026, 00:00:00";"6.43";"0";"10.69"
"Farmwell Station MS";"Aug 5, 2026, 23:00:00";"6.41";"0";"10.81"
"Farmwell Station MS";"Aug 5, 2026, 22:00:00";"6.56";"0";"8.79"
"Farmwell Station MS";"Aug 5, 2026, 21:00:00";"5.62";"0";"3.57"
"Farmwell Station MS";"Aug 5, 2026, 20:00:00";"3.03";"0";"1.75"
"Farmwell Station MS";"Aug 5, 2026, 19:00:00";"6.61";"0";"1.63"
"Farmwell Station MS";"Aug 5, 2026, 18:00:00";"3.85";"0";"1.52"
"Farmwell Station MS";"Aug 5, 2026, 17:00:00";"0";"0";"1.22"
"Farmwell Station MS";"Aug 5, 2026, 16:00:00";"0.3";"0";"1.74"
"Farmwell Station MS";"Aug 5, 2026, 15:00:00";"3.8";"0";"1.71"
"Farmwell Station MS";"Aug 5, 2026, 14:00:00";"0";"0";"1.88"
"Farmwell Station MS";"Aug 5, 2026, 13:00:00";"0";"0";"2.22"
"Farmwell Station MS";"Aug 5, 2026, 12:00:00";"2.12";"3.01";"3.04"
"Farmwell Station MS";"Aug 5, 2026, 11:00:00";"3.51";"25.53";"2.52"
"Farmwell Station MS";"Aug 5, 2026, 10:00:00";"5.18";"50.59";"2.98"
"Farmwell Station MS";"Aug 5, 2026, 09:00:00";"6.14";"60.5";"3.66"
"Farmwell Station MS";"Aug 5, 2026, 08:00:00";"5.96";"67.43";"7.09"
"Farmwell Station MS";"Aug 5, 2026, 07:00:00";"6.54";"64.55";"8.66"
"Farmwell Station MS";"Aug 5, 2026, 06:00:00";"6.54";"56.28";"7.72"
"Farmwell Station MS";"Aug 5, 2026, 05:00:00";"7.85";"39.82";"6.13"
"Farmwell Station MS";"Aug 5, 2026, 04:00:00";"7.81";"9.37";"4.83"
"Farmwell Station MS";"Aug 5, 2026, 03:00:00";"7.58";"0";"3.42"
"Farmwell Station MS";"Aug 5, 2026, 02:00:00";"7.65";"0";"3.52"
"Farmwell Station MS";"Aug 5, 2026, 01:00:00";"7.58";"0";"4.44"
"Farmwell Station MS";"Aug 5, 2026, 00:00:00";"8.29";"0";"3.49"
"Farmwell Station MS";"Aug 4, 2026, 23:00:00";"8.88";"0";"3.4"
"Farmwell Station MS";"Aug 4, 2026, 22:00:00";"9.75";"0";"3.74"
"Farmwell Station MS";"Aug 4, 2026, 21:00:00";"10.52";"0";"4.14"
"Farmwell Station MS";"Aug 4, 2026, 20:00:00";"11.77";"0";"4.56"
"Farmwell Station MS";"Aug 4, 2026, 19:00:00";"10.12";"0";"4.61"
"Farmwell Station MS";"Aug 4, 2026, 18:00:00";"9.71";"0";"4.43"
"Farmwell Station MS";"Aug 4, 2026, 17:00:00";"12.82";"0";"4.71"
"Farmwell Station MS";"Aug 4, 2026, 16:00:00";"9.99";"0";"4.6"
"Farmwell Station MS";"Aug 4, 2026, 15:00:00";"7.93";"0";"4.21"
"Farmwell Station MS";"Aug 4, 2026, 14:00:00";"3.72";"0";"3.8"
"Farmwell Station MS";"Aug 4, 2026, 13:00:00";"2.07";"0";"3.8"
"Farmwell Station MS";"Aug 4, 2026, 12:00:00";"0.68";"0";"3.87"
"Farmwell Station MS";"Aug 4, 2026, 11:00:00";"1.56";"0";"4.17"
"Farmwell Station MS";"Aug 4, 2026, 10:00:00";"3.5";"0";"4.41"
"Farmwell Station MS";"Aug 4, 2026, 09:00:00";"6.36";"3.32";"3.98"
"Farmwell Station MS";"Aug 4, 2026, 08:00:00";"8.06";"30.52";"4.57"
"Farmwell Station MS";"Aug 4, 2026, 07:00:00";"7.87";"35.28";"4.86"
"Farmwell Station MS";"Aug 4, 2026, 06:00:00";"8.17";"32.42";"4.74"
"Farmwell Station MS";"Aug 4, 2026, 05:00:00";"7.39";"27.7";"4.84"
"Farmwell Station MS";"Aug 4, 2026, 04:00:00";"7.28";"20.19";"4.73"
"Farmwell Station MS";"Aug 4, 2026, 03:00:00";"7.46";"15.29";"4.68"
"Farmwell Station MS";"Aug 4, 2026, 02:00:00";"8.12";"5.61";"4.71"
"Farmwell Station MS";"Aug 4, 2026, 01:00:00";"8.14";"0";"4.68"
"Farmwell Station MS";"Aug 4, 2026, 00:00:00";"8.92";"0";"4.77"
"Farmwell Station MS";"Aug 3, 2026, 23:00:00";"9.73";"0";"4.93"
"Farmwell Station MS";"Aug 3, 2026, 22:00:00";"10.23";"0";"5.48"
"Farmwell Station MS";"Aug 3, 2026, 21:00:00";"10.46";"0";"6.31"
"Farmwell Station MS";"Aug 3, 2026, 20:00:00";"10.25";"0";"4.97"
"Farmwell Station MS";"Aug 3, 2026, 19:00:00";"9.29";"0";"4.38"
"Farmwell Station MS";"Aug 3, 2026, 18:00:00";"8.77";"0";"3.18"
"Farmwell Station MS";"Aug 3, 2026, 17:00:00";"7.18";"0";"1.5"
"Farmwell Station MS";"Aug 3, 2026, 16:00:00";"4.38";"0";"1.03"
"Farmwell Station MS";"Aug 3, 2026, 15:00:00";"2.26";"0";"1.97"
"Farmwell Station MS";"Aug 3, 2026, 14:00:00";"4.34";"0";"5.28"
"Farmwell Station MS";"Aug 3, 2026, 13:00:00";"4.29";"0";"6.69"
"Farmwell Station MS";"Aug 3, 2026, 12:00:00";"0.7";"0";"7.95"
"Farmwell Station MS";"Aug 3, 2026, 11:00:00";"0";"0";"9.4"
"Farmwell Station MS";"Aug 3, 2026, 10:00:00";"0.03";"0";"10.64"
"Farmwell Station MS";"Aug 3, 2026, 09:00:00";"2.72";"64.66";"11.7"
"Farmwell Station MS";"Aug 3, 2026, 08:00:00";"4.78";"90.77";"11.65"
"Farmwell Station MS";"Aug 3, 2026, 07:00:00";"4.28";"95.76";"12.68"
"Farmwell Station MS";"Aug 3, 2026, 06:00:00";"5.21";"100.56";"10.3"
"Farmwell Station MS";"Aug 3, 2026, 05:00:00";"5.74";"96.15";"8"
"Farmwell Station MS";"Aug 3, 2026, 04:00:00";"6.38";"93.94";"6.48"
"Farmwell Station MS";"Aug 3, 2026, 03:00:00";"7.19";"90.78";"5.81"
"Farmwell Station MS";"Aug 3, 2026, 02:00:00";"7.15";"89.38";"7.21"
"Farmwell Station MS";"Aug 3, 2026, 01:00:00";"8.31";"84.86";"6.15"
"Farmwell Station MS";"Aug 3, 2026, 00:00:00";"10.67";"81.64";"5.73"
"Farmwell Station MS";"Aug 2, 2026, 23:00:00";"10.34";"77.59";"5.81"
"Farmwell Station MS";"Aug 2, 2026, 22:00:00";"10.68";"67.54";"5.19"
"Farmwell Station MS";"Aug 2, 2026, 21:00:00";"10.59";"53.68";"8.85"
"Farmwell Station MS";"Aug 2, 2026, 20:00:00";"7.35";"6.29";"8.69"
"Farmwell Station MS";"Aug 2, 2026, 19:00:00";"9.48";"0.45";"5.84"
"Farmwell Station MS";"Aug 2, 2026, 18:00:00";"13.74";"0";"6.35"
"Farmwell Station MS";"Aug 2, 2026, 17:00:00";"7.96";"0";"8.35"
"Farmwell Station MS";"Aug 2, 2026, 16:00:00";"6.15";"0";"6.96"
"Farmwell Station MS";"Aug 2, 2026, 15:00:00";"8.97";"0.07";"8.4"
"Farmwell Station MS";"Aug 2, 2026, 14:00:00";"8.57";"22.86";"8.07"
"Farmwell Station MS";"Aug 2, 2026, 13:00:00";"7.97";"36.37";"12.55"
"Farmwell Station MS";"Aug 2, 2026, 12:00:00";"8.83";"24.54";"10.14"
"Farmwell Station MS";"Aug 2, 2026, 11:00:00";"9.49";"25.95";"9.5"
"Farmwell Station MS";"Aug 2, 2026, 10:00:00";"10.26";"5.08";"8.22"
"Farmwell Station MS";"Aug 2, 2026, 09:00:00";"8.69";"0";"7.09"
"Farmwell Station MS";"Aug 2, 2026, 08:00:00";"9.4";"0.1";"6.23"
"Farmwell Station MS";"Aug 2, 2026, 07:00:00";"8.21";"0";"6.15"
"Farmwell Station MS";"Aug 2, 2026, 06:00:00";"8.09";"0";"5.83"
"Farmwell Station MS";"Aug 2, 2026, 05:00:00";"8.27";"0";"6.28"
"Farmwell Station MS";"Aug 2, 2026, 04:00:00";"8.37";"0";"5.89"
"Farmwell Station MS";"Aug 2, 2026, 03:00:00";"9.66";"0";"6.1"
"Farmwell Station MS";"Aug 2, 2026, 02:00:00";"8.65";"0";"6.63"
"Farmwell Station MS";"Aug 2, 2026, 01:00:00";"7.67";"0";"8.01"
"Farmwell Station MS";"Aug 2, 2026, 00:00:00";"9.13";"0";"10.32"
"Farmwell Station MS";"Aug 1, 2026, 23:00:00";"8.62";"0";"12.94"
"Farmwell Station MS";"Aug 1, 2026, 22:00:00";"8.59";"0";"14.21"
"Farmwell Station MS";"Aug 1, 2026, 21:00:00";"9.3";"0";"15.36"
"Farmwell Station MS";"Aug 1, 2026, 20:00:00";"9.48";"0";"17.64"
"Farmwell Station MS";"Aug 1, 2026, 19:00:00";"10.27";"0";"17.11"
"Farmwell Station MS";"Aug 1, 2026, 18:00:00";"10.75";"0";"13.29"
"Farmwell Station MS";"Aug 1, 2026, 17:00:00";"10.67";"0";"9.7"
"Farmwell Station MS";"Aug 1, 2026, 16:00:00";"10.15";"0";"8.41"
"Farmwell Station MS";"Aug 1, 2026, 15:00:00";"6.65";"0";"7.58"
"Farmwell Station MS";"Aug 1, 2026, 14:00:00";"5.61";"0";"7.08"
"Farmwell Station MS";"Aug 1, 2026, 13:00:00";"3.05";"0";"7.59"
"Farmwell Station MS";"Aug 1, 2026, 12:00:00";"3.77";"0";"8.49"
"Farmwell Station MS";"Aug 1, 2026, 11:00:00";"0.98";"0";"8.67"
"Farmwell Station MS";"Aug 1, 2026, 10:00:00";"3.57";"0";"8.23"
"Farmwell Station MS";"Aug 1, 2026, 09:00:00";"5.88";"3.55";"6.85"
"Farmwell Station MS";"Aug 1, 2026, 08:00:00";"5.9";"35.26";"6.34"
"Farmwell Station MS";"Aug 1, 2026, 07:00:00";"6.19";"49.86";"7.47"
"Farmwell Station MS";"Aug 1, 2026, 06:00:00";"7.07";"47.4";"7.82"
"Farmwell Station MS";"Aug 1, 2026, 05:00:00";"7.87";"45.84";"7.97"
"Farmwell Station MS";"Aug 1, 2026, 04:00:00";"9.62";"41.43";"8.06"
"Farmwell Station MS";"Aug 1, 2026, 03:00:00";"12.17";"35.14";"7.7"
"Farmwell Station MS";"Aug 1, 2026, 02:00:00";"9.64";"23.78";"8.4"
"Farmwell Station MS";"Aug 1, 2026, 01:00:00";"12.83";"10.08";"8.64"
"Farmwell Station MS";"Aug 1, 2026, 00:00:00";"12.1";"0.77";"8.38"
"Farmwell Station MS";"Jul 31, 2026, 23:00:00";"10.49";"0";"8.11"
"Farmwell Station MS";"Jul 31, 2026, 22:00:00";"9";"0";"8.62"
"Farmwell Station MS";"Jul 31, 2026, 21:00:00";"9.46";"0.75";"9.81"
"Farmwell Station MS";"Jul 31, 2026, 20:00:00";"7.95";"0";"9.38"
"Farmwell Station MS";"Jul 31, 2026, 19:00:00";"9.74";"0";"9.43"
"Farmwell Station MS";"Jul 31, 2026, 18:00:00";"7.89";"0";"9.83"
"Farmwell Station MS";"Jul 31, 2026, 17:00:00";"4.9";"0";"9.72"
"Farmwell Station MS";"Jul 31, 2026, 16:00:00";"3.67";"0";"9.62"
"Farmwell Station MS";"Jul 31, 2026, 15:00:00";"5.99";"0";"9.35"
"Farmwell Station MS";"Jul 31, 2026, 14:00:00";"2.42";"0";"9.14"
"Farmwell Station MS";"Jul 31, 2026, 13:00:00";"3.04";"0";"8.86"
"Farmwell Station MS";"Jul 31, 2026, 12:00:00";"1.27";"0";"7.28"
"Farmwell Station MS";"Jul 31, 2026, 11:00:00";"2.24";"0.2";"7.39"
"Farmwell Station MS";"Jul 31, 2026, 10:00:00";"2.59";"0";"6.41"
"Farmwell Station MS";"Jul 31, 2026, 09:00:00";"7.4";"0";"5.31"
"Farmwell Station MS";"Jul 31, 2026, 08:00:00";"9.66";"9.27";"4.07"
"Farmwell Station MS";"Jul 31, 2026, 07:00:00";"8.17";"21.36";"3.86"
"Farmwell Station MS";"Jul 31, 2026, 06:00:00";"7.6";"21.22";"4.18"
"Farmwell Station MS";"Jul 31, 2026, 05:00:00";"6.38";"14.22";"5.1"
"Farmwell Station MS";"Jul 31, 2026, 04:00:00";"6.02";"4.44";"4.03"
"Farmwell Station MS";"Jul 31, 2026, 03:00:00";"6.19";"0.08";"3.62"
"Farmwell Station MS";"Jul 31, 2026, 02:00:00";"7.44";"0";"5.14"
"Farmwell Station MS";"Jul 31, 2026, 01:00:00";"6.51";"0";"3.5"
"Farmwell Station MS";"Jul 31, 2026, 00:00:00";"6.36";"0";"3.32"
"Farmwell Station MS";"Jul 30, 2026, 23:00:00";"6.27";"0";"3.41"
"Farmwell Station MS";"Jul 30, 2026, 22:00:00";"6.12";"0";"3.42"
"Farmwell Station MS";"Jul 30, 2026, 21:00:00";"6.28";"0";"4.32"
"Farmwell Station MS";"Jul 30, 2026, 20:00:00";"6.14";"0.08";"3.97"
"Farmwell Station MS";"Jul 30, 2026, 19:00:00";"6.39";"1.14";"3.95"
"Farmwell Station MS";"Jul 30, 2026, 18:00:00";"6.34";"0.84";"3.5"
"Farmwell Station MS";"Jul 30, 2026, 17:00:00";"6.26";"0";"3.57"
"Farmwell Station MS";"Jul 30, 2026, 16:00:00";"4.71";"0";"3.49"
"Farmwell Station MS";"Jul 30, 2026, 15:00:00";"3.99";"0";"3.69"
"Farmwell Station MS";"Jul 30, 2026, 14:00:00";"4.05";"0";"3.68"
"Farmwell Station MS";"Jul 30, 2026, 13:00:00";"2.49";"0";"3.9"
"Farmwell Station MS";"Jul 30, 2026, 12:00:00";"1.94";"1.58";"4.5"
"Farmwell Station MS";"Jul 30, 2026, 11:00:00";"2.68";"3.57";"4.55"
"Farmwell Station MS";"Jul 30, 2026, 10:00:00";"4.39";"0.47";"4.62"
"Farmwell Station MS";"Jul 30, 2026, 09:00:00";"6.34";"0.25";"4.09"
"Farmwell Station MS";"Jul 30, 2026, 08:00:00";"7.95";"7.83";"4.44"
"Farmwell Station MS";"Jul 30, 2026, 07:00:00";"6.44";"12.53";"3.57"
"Farmwell Station MS";"Jul 30, 2026, 06:00:00";"6.03";"6.87";"3.92"
"Farmwell Station MS";"Jul 30, 2026, 04:00:00";"7.73";"5.41";"5.27"
"Farmwell Station MS";"Jul 30, 2026, 03:00:00";"8.52";"1.27";"5.69"
"Farmwell Station MS";"Jul 30, 2026, 02:00:00";"7.47";"0";"6.34"
"Farmwell Station MS";"Jul 30, 2026, 01:00:00";"8.19";"0";"7.62"
"Farmwell Station MS";"Jul 30, 2026, 00:00:00";"8.51";"0";"7.73"
"Farmwell Station MS";"Jul 29, 2026, 23:00:00";"8.45";"0";"7.49"
"Farmwell Station MS";"Jul 29, 2026, 22:00:00";"8.14";"0";"7.57"
"Farmwell Station MS";"Jul 29, 2026, 21:00:00";"8.14";"0";"10.33"
"Farmwell Station MS";"Jul 29, 2026, 20:00:00";"8.44";"0";"9.66"
"Farmwell Station MS";"Jul 29, 2026, 19:00:00";"8.95";"0";"10.45"
"Farmwell Station MS";"Jul 29, 2026, 18:00:00";"8.51";"0.31";"11.12"
"Farmwell Station MS";"Jul 29, 2026, 17:00:00";"5.86";"0.59";"11.55"
"Farmwell Station MS";"Jul 29, 2026, 16:00:00";"4.24";"0.34";"11.68"
"Farmwell Station MS";"Jul 29, 2026, 15:00:00";"5.49";"2.83";"12.95"
"Farmwell Station MS";"Jul 29, 2026, 14:00:00";"5.38";"4.32";"11.21"
"Farmwell Station MS";"Jul 29, 2026, 13:00:00";"3.78";"4.96";"11.81"
"Farmwell Station MS";"Jul 29, 2026, 12:00:00";"2.29";"4.71";"14.61"
"Farmwell Station MS";"Jul 29, 2026, 11:00:00";"1.65";"1.44";"16.71"
"Farmwell Station MS";"Jul 29, 2026, 10:00:00";"2.83";"0";"15.31"
"Farmwell Station MS";"Jul 29, 2026, 09:00:00";"5.46";"1.12";"15.39"
"Farmwell Station MS";"Jul 29, 2026, 08:00:00";"8.65";"42.89";"13.73"
"Farmwell Station MS";"Jul 29, 2026, 07:00:00";"7.7";"58.74";"12.77"
"Farmwell Station MS";"Jul 29, 2026, 06:00:00";"8.15";"60.47";"10.27"
"Farmwell Station MS";"Jul 29, 2026, 05:00:00";"7.45";"62.27";"9.26"
"Farmwell Station MS";"Jul 29, 2026, 04:00:00";"6.76";"62.41";"7.54"
"Farmwell Station MS";"Jul 29, 2026, 03:00:00";"6.65";"64.75";"5.85"
"Farmwell Station MS";"Jul 29, 2026, 02:00:00";"6.21";"64.49";"6.23"
"Farmwell Station MS";"Jul 29, 2026, 01:00:00";"6.82";"62.93";"6.86"
"Farmwell Station MS";"Jul 29, 2026, 00:00:00";"7.17";"57.87";"7.3"
"Farmwell Station MS";"Jul 28, 2026, 23:00:00";"8.59";"49.82";"5.83"
"Farmwell Station MS";"Jul 28, 2026, 22:00:00";"10.01";"46.34";"5.55"
"Farmwell Station MS";"Jul 28, 2026, 21:00:00";"9.18";"24.63";"5.44"
"Farmwell Station MS";"Jul 28, 2026, 20:00:00";"11.86";"2.78";"5.24"
"Farmwell Station MS";"Jul 28, 2026, 19:00:00";"12.86";"2.83";"7.24"
"Farmwell Station MS";"Jul 28, 2026, 18:00:00";"10.21";"0";"9.79"
"Farmwell Station MS";"Jul 28, 2026, 17:00:00";"9.08";"0";"17.29"
"Farmwell Station MS";"Jul 28, 2026, 16:00:00";"9.53";"0";"20.1"
