sep=;
"Location";"Date";"AQI";"NO2 (ppb)";"CO (ppm)";"VOCs (ppb)";"PM2.5 (µg/m³)"
"Newberry Condo Assoc";"Apr 4, 2026, 04:00:00";"51";"1.24";"0";"97.84";"9.01"
"Newberry Condo Assoc";"Apr 4, 2026, 03:00:00";"51";"0.82";"0";"93.68";"9.31"
"Newberry Condo Assoc";"Apr 4, 2026, 02:00:00";"52";"1.77";"0";"92.7";"9.42"
"Newberry Condo Assoc";"Apr 4, 2026, 01:00:00";"52";"2.13";"0";"91.5";"9.68"
"Newberry Condo Assoc";"Apr 4, 2026, 00:00:00";"52";"7.7";"0";"90.55";"9.14"
"Newberry Condo Assoc";"Apr 3, 2026, 23:00:00";"53";"5.58";"0";"91.76";"8.77"
"Newberry Condo Assoc";"Apr 3, 2026, 22:00:00";"54";"0.86";"0";"92.34";"8.55"
"Newberry Condo Assoc";"Apr 3, 2026, 21:00:00";"55";"0.27";"0";"93.55";"9.69"
"Newberry Condo Assoc";"Apr 3, 2026, 20:00:00";"55";"4.32";"0";"93.37";"9.76"
"Newberry Condo Assoc";"Apr 3, 2026, 19:00:00";"56";"0.78";"0";"96.3";"7.87"
"Newberry Condo Assoc";"Apr 3, 2026, 18:00:00";"56";"0";"0";"102.16";"7.9"
"Newberry Condo Assoc";"Apr 3, 2026, 17:00:00";"56";"0";"0";"107.78";"8.21"
"Newberry Condo Assoc";"Apr 3, 2026, 16:00:00";"57";"0";"0";"121.7";"9.29"
"Newberry Condo Assoc";"Apr 3, 2026, 15:00:00";"57";"0";"0";"141.19";"10.58"
"Newberry Condo Assoc";"Apr 3, 2026, 14:00:00";"58";"1.2";"0";"152.84";"11.16"
"Newberry Condo Assoc";"Apr 3, 2026, 13:00:00";"59";"3.23";"0";"146.54";"10.94"
"Newberry Condo Assoc";"Apr 3, 2026, 12:00:00";"61";"2.09";"0";"133.33";"9.56"
"Newberry Condo Assoc";"Apr 3, 2026, 11:00:00";"62";"3.57";"0";"123.74";"8.91"
"Newberry Condo Assoc";"Apr 3, 2026, 10:00:00";"63";"3.68";"0";"114.26";"15.19"
"Newberry Condo Assoc";"Apr 3, 2026, 09:00:00";"65";"3.18";"0";"102";"16.63"
"Newberry Condo Assoc";"Apr 3, 2026, 08:00:00";"67";"3.69";"0";"93.6";"23.97"
"Newberry Condo Assoc";"Apr 3, 2026, 07:00:00";"66";"2.94";"0";"89.62";"25.44"
"Newberry Condo Assoc";"Apr 3, 2026, 06:00:00";"66";"2.15";"0";"86.27";"20.43"
"Newberry Condo Assoc";"Apr 3, 2026, 05:00:00";"65";"1.53";"0";"83.36";"19.15"
"Newberry Condo Assoc";"Apr 3, 2026, 04:00:00";"65";"1.08";"0";"82";"14.94"
"Newberry Condo Assoc";"Apr 3, 2026, 03:00:00";"65";"1.26";"0";"84.03";"16.33"
"Newberry Condo Assoc";"Apr 3, 2026, 02:00:00";"65";"1.49";"0";"77.13";"13.09"
"Newberry Condo Assoc";"Apr 3, 2026, 01:00:00";"64";"1.91";"0";"78.36";"13.03"
"Newberry Condo Assoc";"Apr 3, 2026, 00:00:00";"64";"2.25";"0";"77.73";"16.23"
"Newberry Condo Assoc";"Apr 2, 2026, 23:00:00";"63";"2.77";"0";"78.09";"18.01"
"Newberry Condo Assoc";"Apr 2, 2026, 22:00:00";"62";"2.66";"0";"80.56";"16.96"
"Newberry Condo Assoc";"Apr 2, 2026, 21:00:00";"61";"2.4";"0";"82.17";"16.44"
"Newberry Condo Assoc";"Apr 2, 2026, 20:00:00";"61";"2.88";"0";"82.36";"14.46"
"Newberry Condo Assoc";"Apr 2, 2026, 19:00:00";"61";"2.36";"0";"82.5";"13.38"
"Newberry Condo Assoc";"Apr 2, 2026, 18:00:00";"60";"1.95";"0";"84.84";"12.45"
"Newberry Condo Assoc";"Apr 2, 2026, 17:00:00";"60";"1.83";"0";"87.58";"12.22"
"Newberry Condo Assoc";"Apr 2, 2026, 16:00:00";"59";"1.96";"0";"89.93";"13.11"
"Newberry Condo Assoc";"Apr 2, 2026, 15:00:00";"59";"2.11";"0";"93.19";"17.09"
"Newberry Condo Assoc";"Apr 2, 2026, 14:00:00";"58";"2.58";"0";"97.28";"28.99"
"Newberry Condo Assoc";"Apr 2, 2026, 13:00:00";"56";"1.57";"0";"105.07";"29.25"
"Newberry Condo Assoc";"Apr 2, 2026, 12:00:00";"54";"1.02";"0";"115.81";"23.05"
"Newberry Condo Assoc";"Apr 2, 2026, 11:00:00";"53";"0.94";"0";"132.71";"22.83"
"Newberry Condo Assoc";"Apr 2, 2026, 10:00:00";"52";"2.24";"0";"152.6";"35.32"
"Newberry Condo Assoc";"Apr 2, 2026, 09:00:00";"50";"1.92";"0";"158.15";"32.85"
"Newberry Condo Assoc";"Apr 2, 2026, 08:00:00";"46";"0";"0";"147.15";"18.59"
"Newberry Condo Assoc";"Apr 2, 2026, 07:00:00";"45";"0";"0";"167.2";"18.46"
"Newberry Condo Assoc";"Apr 2, 2026, 06:00:00";"44";"0.62";"0";"190.28";"19.31"
"Newberry Condo Assoc";"Apr 2, 2026, 05:00:00";"43";"0.37";"0";"192.79";"18.98"
"Newberry Condo Assoc";"Apr 2, 2026, 04:00:00";"42";"0.33";"0";"192.21";"12.63"
"Newberry Condo Assoc";"Apr 2, 2026, 03:00:00";"41";"0.54";"0";"187.74";"8.84"
"Newberry Condo Assoc";"Apr 2, 2026, 02:00:00";"41";"0.47";"0";"184.37";"9.3"
"Newberry Condo Assoc";"Apr 2, 2026, 01:00:00";"41";"1.36";"0";"170.2";"8.47"
"Newberry Condo Assoc";"Apr 2, 2026, 00:00:00";"42";"1.92";"0";"165.7";"7.63"
"Newberry Condo Assoc";"Apr 1, 2026, 23:00:00";"42";"2.01";"0";"177.93";"8.12"
"Newberry Condo Assoc";"Apr 1, 2026, 22:00:00";"43";"2.74";"0";"172.66";"9.54"
"Newberry Condo Assoc";"Apr 1, 2026, 21:00:00";"43";"7.77";"0";"154.83";"14.07"
"Newberry Condo Assoc";"Apr 1, 2026, 20:00:00";"43";"10.23";"0";"123.47";"7.56"
"Newberry Condo Assoc";"Apr 1, 2026, 19:00:00";"43";"3.81";"0";"98.53";"9.34"
"Newberry Condo Assoc";"Apr 1, 2026, 18:00:00";"44";"0.31";"0";"73.33";"7.45"
"Newberry Condo Assoc";"Apr 1, 2026, 17:00:00";"44";"0";"0";"63.86";"7.43"
"Newberry Condo Assoc";"Apr 1, 2026, 16:00:00";"44";"0";"0";"59.19";"7.96"
"Newberry Condo Assoc";"Apr 1, 2026, 15:00:00";"45";"0";"0";"60.85";"7.15"
"Newberry Condo Assoc";"Apr 1, 2026, 14:00:00";"45";"0";"0";"68.06";"7.23"
"Newberry Condo Assoc";"Apr 1, 2026, 13:00:00";"46";"0";"0";"73.19";"8.48"
"Newberry Condo Assoc";"Apr 1, 2026, 12:00:00";"46";"0";"0";"0";"8.91"
"Newberry Condo Assoc";"Apr 1, 2026, 11:00:00";"46";"0.84";"0";"87.65";"11.57"
"Newberry Condo Assoc";"Apr 1, 2026, 10:00:00";"46";"6.01";"0";"90.45";"13.72"
"Newberry Condo Assoc";"Apr 1, 2026, 09:00:00";"45";"7.94";"0";"101.46";"12.52"
"Newberry Condo Assoc";"Apr 1, 2026, 08:00:00";"44";"9.68";"0";"94.57";"11.85"
"Newberry Condo Assoc";"Apr 1, 2026, 07:00:00";"44";"10.86";"0";"95.25";"13"
"Newberry Condo Assoc";"Apr 1, 2026, 06:00:00";"43";"6.13";"0";"86.06";"11.79"
"Newberry Condo Assoc";"Apr 1, 2026, 05:00:00";"42";"4";"0";"78.98";"11.92"
"Newberry Condo Assoc";"Apr 1, 2026, 04:00:00";"42";"3.8";"0";"73.65";"10.57"
"Newberry Condo Assoc";"Apr 1, 2026, 03:00:00";"41";"3.77";"0";"70.1";"9.21"
"Newberry Condo Assoc";"Apr 1, 2026, 02:00:00";"41";"2.05";"0";"68.55";"9.82"
"Newberry Condo Assoc";"Apr 1, 2026, 01:00:00";"41";"2.61";"0";"67.44";"10.09"
"Newberry Condo Assoc";"Apr 1, 2026, 00:00:00";"40";"4.08";"0";"65.55";"10.71"
"Newberry Condo Assoc";"Mar 31, 2026, 23:00:00";"40";"0.78";"0";"61.93";"11.06"
"Newberry Condo Assoc";"Mar 31, 2026, 22:00:00";"39";"1.12";"0";"60.52";"11.81"
"Newberry Condo Assoc";"Mar 31, 2026, 21:00:00";"39";"1.84";"0";"61.16";"12.31"
"Newberry Condo Assoc";"Mar 31, 2026, 20:00:00";"38";"2.87";"0";"60.88";"11.19"
"Newberry Condo Assoc";"Mar 31, 2026, 19:00:00";"38";"0.98";"0";"61.71";"10.21"
"Newberry Condo Assoc";"Mar 31, 2026, 18:00:00";"37";"0.18";"0";"61.86";"9.76"
"Newberry Condo Assoc";"Mar 31, 2026, 17:00:00";"37";"0";"0";"64.06";"9.71"
"Newberry Condo Assoc";"Mar 31, 2026, 16:00:00";"36";"0";"0";"66.04";"10.06"
"Newberry Condo Assoc";"Mar 31, 2026, 15:00:00";"36";"0";"0";"67.73";"10.38"
"Newberry Condo Assoc";"Mar 31, 2026, 14:00:00";"36";"0";"0";"66.97";"9.94"
"Newberry Condo Assoc";"Mar 31, 2026, 13:00:00";"35";"0";"0";"65.4";"10.12"
"Newberry Condo Assoc";"Mar 31, 2026, 12:00:00";"35";"0.61";"0";"66.31";"10.4"
"Newberry Condo Assoc";"Mar 31, 2026, 11:00:00";"34";"3.7";"0";"74.31";"9.67"
"Newberry Condo Assoc";"Mar 31, 2026, 10:00:00";"34";"8.6";"0";"72.57";"8.82"
"Newberry Condo Assoc";"Mar 31, 2026, 09:00:00";"33";"10.28";"0";"68.01";"8.6"
"Newberry Condo Assoc";"Mar 31, 2026, 08:00:00";"33";"10.47";"0";"63.6";"8.07"
"Newberry Condo Assoc";"Mar 31, 2026, 07:00:00";"33";"8.72";"0";"62.91";"8.25"
"Newberry Condo Assoc";"Mar 31, 2026, 06:00:00";"32";"6.95";"0";"63.19";"8.27"
"Newberry Condo Assoc";"Mar 31, 2026, 05:00:00";"32";"6.65";"0";"63.69";"7.81"
"Newberry Condo Assoc";"Mar 31, 2026, 04:00:00";"31";"5.39";"0";"63.85";"7.82"
"Newberry Condo Assoc";"Mar 31, 2026, 03:00:00";"31";"6.03";"0";"63.85";"8.01"
"Newberry Condo Assoc";"Mar 31, 2026, 02:00:00";"30";"6.94";"0";"63.22";"7.97"
"Newberry Condo Assoc";"Mar 31, 2026, 01:00:00";"29";"6.43";"0";"63.16";"7.91"
"Newberry Condo Assoc";"Mar 31, 2026, 00:00:00";"28";"7.69";"0";"64.77";"8.67"
"Newberry Condo Assoc";"Mar 30, 2026, 23:00:00";"28";"7.15";"0";"65.19";"8.63"
"Newberry Condo Assoc";"Mar 30, 2026, 22:00:00";"26";"8.2";"0";"64.18";"8.13"
"Newberry Condo Assoc";"Mar 30, 2026, 21:00:00";"26";"7.86";"0";"64.42";"7.98"
"Newberry Condo Assoc";"Mar 30, 2026, 20:00:00";"26";"7.63";"0";"64.9";"8"
"Newberry Condo Assoc";"Mar 30, 2026, 19:00:00";"25";"7.91";"0";"64.78";"7.96"
"Newberry Condo Assoc";"Mar 30, 2026, 18:00:00";"24";"5.61";"0";"63.3";"7.79"
"Newberry Condo Assoc";"Mar 30, 2026, 17:00:00";"23";"4.66";"0";"62.56";"7.51"
"Newberry Condo Assoc";"Mar 30, 2026, 16:00:00";"22";"4.69";"0";"64.38";"8.38"
"Newberry Condo Assoc";"Mar 30, 2026, 15:00:00";"21";"5.51";"0";"64.82";"7.99"
"Newberry Condo Assoc";"Mar 30, 2026, 14:00:00";"20";"7.91";"0";"62.72";"7.64"
"Newberry Condo Assoc";"Mar 30, 2026, 13:00:00";"20";"8.32";"0";"58.12";"7.03"
"Newberry Condo Assoc";"Mar 30, 2026, 12:00:00";"19";"10.13";"0";"53.11";"7.26"
"Newberry Condo Assoc";"Mar 30, 2026, 11:00:00";"19";"10.59";"0";"43.43";"7.21"
"Newberry Condo Assoc";"Mar 30, 2026, 10:00:00";"19";"18.94";"0";"37.89";"7.02"
"Newberry Condo Assoc";"Mar 30, 2026, 09:00:00";"18";"14.7";"0";"32.88";"6.81"
"Newberry Condo Assoc";"Mar 30, 2026, 08:00:00";"19";"10.18";"0";"30.24";"6.09"
"Newberry Condo Assoc";"Mar 30, 2026, 07:00:00";"19";"8.68";"0";"26.84";"5.84"
"Newberry Condo Assoc";"Mar 30, 2026, 06:00:00";"19";"7.79";"0";"24.52";"5.36"
"Newberry Condo Assoc";"Mar 30, 2026, 05:00:00";"19";"6.21";"0";"22.25";"4.67"
"Newberry Condo Assoc";"Mar 30, 2026, 04:00:00";"20";"4.97";"0";"19.78";"4.01"
"Newberry Condo Assoc";"Mar 30, 2026, 03:00:00";"21";"4.81";"0";"17.32";"3.08"
"Newberry Condo Assoc";"Mar 30, 2026, 02:00:00";"22";"3.75";"0";"16.25";"2.28"
"Newberry Condo Assoc";"Mar 30, 2026, 01:00:00";"23";"3.56";"0";"16.91";"4.66"
"Newberry Condo Assoc";"Mar 30, 2026, 00:00:00";"24";"3.7";"0";"17.97";"4.25"
"Newberry Condo Assoc";"Mar 29, 2026, 23:00:00";"25";"4.2";"0";"18.89";"2.68"
"Newberry Condo Assoc";"Mar 29, 2026, 22:00:00";"25";"4.55";"0";"19.93";"3.23"
"Newberry Condo Assoc";"Mar 29, 2026, 21:00:00";"26";"4.55";"0";"20.92";"7.28"
"Newberry Condo Assoc";"Mar 29, 2026, 20:00:00";"27";"4.72";"0";"21.47";"3.39"
"Newberry Condo Assoc";"Mar 29, 2026, 19:00:00";"27";"8.55";"0";"22.12";"2.81"
"Newberry Condo Assoc";"Mar 29, 2026, 18:00:00";"27";"4.14";"0";"22.73";"3.06"
"Newberry Condo Assoc";"Mar 29, 2026, 17:00:00";"27";"2.65";"0";"23.56";"2.9"
"Newberry Condo Assoc";"Mar 29, 2026, 16:00:00";"27";"1.86";"0";"23.82";"3.02"
"Newberry Condo Assoc";"Mar 29, 2026, 15:00:00";"27";"1.27";"0";"23.66";"3.38"
"Newberry Condo Assoc";"Mar 29, 2026, 14:00:00";"27";"2.38";"0";"23.05";"3.5"
"Newberry Condo Assoc";"Mar 29, 2026, 13:00:00";"27";"2.07";"0";"22.77";"3.94"
"Newberry Condo Assoc";"Mar 29, 2026, 12:00:00";"27";"2.58";"0";"22.58";"3.77"
"Newberry Condo Assoc";"Mar 29, 2026, 11:00:00";"28";"4.33";"0";"22.68";"4.57"
"Newberry Condo Assoc";"Mar 29, 2026, 10:00:00";"28";"11.38";"0";"23.54";"7.43"
"Newberry Condo Assoc";"Mar 29, 2026, 09:00:00";"27";"11.47";"0";"22.51";"8.61"
"Newberry Condo Assoc";"Mar 29, 2026, 08:00:00";"27";"9.15";"0";"21.72";"7.09"
"Newberry Condo Assoc";"Mar 29, 2026, 07:00:00";"26";"9.68";"0";"23.69";"8.22"
"Newberry Condo Assoc";"Mar 29, 2026, 06:00:00";"25";"11.07";"0";"25.46";"7.59"
"Newberry Condo Assoc";"Mar 29, 2026, 05:00:00";"25";"11.93";"0";"25.98";"7.64"
"Newberry Condo Assoc";"Mar 29, 2026, 04:00:00";"24";"16.1";"0";"28.16";"8.33"
"Newberry Condo Assoc";"Mar 29, 2026, 03:00:00";"24";"18.64";"0";"25.05";"9.32"
"Newberry Condo Assoc";"Mar 29, 2026, 02:00:00";"23";"13.42";"0";"24.15";"8.26"
"Newberry Condo Assoc";"Mar 29, 2026, 01:00:00";"22";"14.59";"0";"23.62";"11.87"
"Newberry Condo Assoc";"Mar 29, 2026, 00:00:00";"20";"16.07";"0";"23.55";"8.36"
"Newberry Condo Assoc";"Mar 28, 2026, 23:00:00";"19";"9.68";"0";"19.45";"6.2"
"Newberry Condo Assoc";"Mar 28, 2026, 22:00:00";"19";"12.03";"0";"21";"8.77"
"Newberry Condo Assoc";"Mar 28, 2026, 21:00:00";"18";"6.26";"0";"19.62";"7.83"
"Newberry Condo Assoc";"Mar 28, 2026, 20:00:00";"17";"5.06";"0";"19.86";"4.07"
"Newberry Condo Assoc";"Mar 28, 2026, 19:00:00";"17";"5.05";"0";"20.21";"4.07"
"Newberry Condo Assoc";"Mar 28, 2026, 18:00:00";"17";"4.23";"0";"20.44";"4.04"
"Newberry Condo Assoc";"Mar 28, 2026, 17:00:00";"16";"3.3";"0";"21.97";"2.68"
"Newberry Condo Assoc";"Mar 28, 2026, 16:00:00";"16";"2.71";"0";"24.44";"3.26"
"Newberry Condo Assoc";"Mar 28, 2026, 15:00:00";"16";"3.34";"0";"25.6";"3.78"
"Newberry Condo Assoc";"Mar 28, 2026, 14:00:00";"16";"3.69";"0";"25.31";"4.14"
"Newberry Condo Assoc";"Mar 28, 2026, 13:00:00";"16";"4.4";"0";"26.2";"4.85"
"Newberry Condo Assoc";"Mar 28, 2026, 12:00:00";"15";"3.9";"0";"27.73";"4.68"
"Newberry Condo Assoc";"Mar 28, 2026, 11:00:00";"15";"4.66";"0";"29.15";"5.1"
"Newberry Condo Assoc";"Mar 28, 2026, 10:00:00";"14";"4.98";"0";"30.41";"5.22"
"Newberry Condo Assoc";"Mar 28, 2026, 09:00:00";"14";"5.66";"0";"31.21";"4.69"
"Newberry Condo Assoc";"Mar 28, 2026, 08:00:00";"13";"6.01";"0";"31.77";"4.58"
"Newberry Condo Assoc";"Mar 28, 2026, 07:00:00";"13";"4.73";"0";"33.78";"4.18"
"Newberry Condo Assoc";"Mar 28, 2026, 06:00:00";"13";"3.96";"0";"36.65";"4.13"
"Newberry Condo Assoc";"Mar 28, 2026, 05:00:00";"13";"3.91";"0";"38.3";"4.5"
"Newberry Condo Assoc";"Mar 28, 2026, 04:00:00";"14";"3.32";"0";"38.46";"4.23"
"Newberry Condo Assoc";"Mar 28, 2026, 03:00:00";"16";"5";"0";"38.85";"3.73"
"Newberry Condo Assoc";"Mar 28, 2026, 02:00:00";"19";"3.85";"0";"40.25";"4.78"
"Newberry Condo Assoc";"Mar 28, 2026, 01:00:00";"21";"2.19";"0";"40.74";"2.8"
"Newberry Condo Assoc";"Mar 28, 2026, 00:00:00";"24";"3.04";"0";"41.83";"2.27"
"Newberry Condo Assoc";"Mar 27, 2026, 23:00:00";"27";"3.68";"0";"43.73";"2.46"
"Newberry Condo Assoc";"Mar 27, 2026, 22:00:00";"29";"5.1";"0";"44.24";"5.15"
"Newberry Condo Assoc";"Mar 27, 2026, 21:00:00";"32";"5.03";"0";"44.5";"2.98"
"Newberry Condo Assoc";"Mar 27, 2026, 20:00:00";"34";"5.16";"0";"44.03";"2.34"
"Newberry Condo Assoc";"Mar 27, 2026, 19:00:00";"36";"4.13";"0";"43.64";"2.16"
"Newberry Condo Assoc";"Mar 27, 2026, 18:00:00";"39";"1.82";"0";"45";"1.89"
"Newberry Condo Assoc";"Mar 27, 2026, 17:00:00";"41";"1.31";"0";"48.48";"2.27"
"Newberry Condo Assoc";"Mar 27, 2026, 16:00:00";"43";"1.38";"0";"50.66";"2.94"
"Newberry Condo Assoc";"Mar 27, 2026, 15:00:00";"45";"1.57";"0";"54.81";"3.1"
"Newberry Condo Assoc";"Mar 27, 2026, 14:00:00";"47";"2.58";"0";"61.39";"3.17"
"Newberry Condo Assoc";"Mar 27, 2026, 13:00:00";"49";"4.19";"0";"79.8";"2.34"
"Newberry Condo Assoc";"Mar 27, 2026, 12:00:00";"51";"6.46";"0";"92.55";"2.07"
"Newberry Condo Assoc";"Mar 27, 2026, 11:00:00";"52";"8.07";"0";"100.18";"1.75"
"Newberry Condo Assoc";"Mar 27, 2026, 10:00:00";"54";"8.22";"0";"100.06";"1.79"
"Newberry Condo Assoc";"Mar 27, 2026, 09:00:00";"55";"5.81";"0";"120.69";"2.15"
"Newberry Condo Assoc";"Mar 27, 2026, 08:00:00";"56";"6.63";"0";"121.06";"2.69"
"Newberry Condo Assoc";"Mar 27, 2026, 07:00:00";"57";"5.61";"0";"98.69";"2.29"
"Newberry Condo Assoc";"Mar 27, 2026, 06:00:00";"59";"5.19";"0";"80.52";"3.91"
"Newberry Condo Assoc";"Mar 27, 2026, 05:00:00";"59";"3.66";"0";"70.31";"11.84"
"Newberry Condo Assoc";"Mar 27, 2026, 04:00:00";"59";"1.57";"0";"68.09";"16.58"
"Newberry Condo Assoc";"Mar 27, 2026, 03:00:00";"59";"2.91";"0";"65.52";"18.09"
"Newberry Condo Assoc";"Mar 27, 2026, 02:00:00";"58";"2";"0";"63.9";"18.4"
"Newberry Condo Assoc";"Mar 27, 2026, 01:00:00";"58";"3.01";"0";"62.4";"18.94"
"Newberry Condo Assoc";"Mar 27, 2026, 00:00:00";"57";"6.61";"0";"61.51";"18.62"
"Newberry Condo Assoc";"Mar 26, 2026, 23:00:00";"56";"5.65";"0";"59.5";"18.9"
"Newberry Condo Assoc";"Mar 26, 2026, 22:00:00";"55";"4.34";"0";"56.09";"18.3"
"Newberry Condo Assoc";"Mar 26, 2026, 21:00:00";"54";"4.84";"0";"53.27";"16.45"
"Newberry Condo Assoc";"Mar 26, 2026, 20:00:00";"53";"5.63";"0";"52.44";"15.75"
"Newberry Condo Assoc";"Mar 26, 2026, 19:00:00";"52";"1.8";"0";"51.88";"15.85"
"Newberry Condo Assoc";"Mar 26, 2026, 18:00:00";"51";"2.07";"0";"50.13";"15.56"
"Newberry Condo Assoc";"Mar 26, 2026, 17:00:00";"50";"1.45";"0";"47.5";"15.16"
"Newberry Condo Assoc";"Mar 26, 2026, 16:00:00";"48";"0";"0";"46.15";"15.39"
"Newberry Condo Assoc";"Mar 26, 2026, 15:00:00";"47";"0";"0";"44.74";"14.61"
"Newberry Condo Assoc";"Mar 26, 2026, 14:00:00";"45";"0";"0";"41.65";"14.79"
"Newberry Condo Assoc";"Mar 26, 2026, 13:00:00";"44";"2.07";"0";"40.23";"16.98"
"Newberry Condo Assoc";"Mar 26, 2026, 12:00:00";"42";"4.22";"0";"47.99";"14.29"
"Newberry Condo Assoc";"Mar 26, 2026, 11:00:00";"41";"7.97";"0";"41.77";"14.42"
"Newberry Condo Assoc";"Mar 26, 2026, 10:00:00";"40";"12.55";"0";"36.45";"15.65"
"Newberry Condo Assoc";"Mar 26, 2026, 09:00:00";"39";"15.89";"0";"34.52";"17.86"
"Newberry Condo Assoc";"Mar 26, 2026, 08:00:00";"37";"15.82";"0";"32.54";"16.17"
"Newberry Condo Assoc";"Mar 26, 2026, 07:00:00";"35";"13.03";"0";"32.41";"15.72"
"Newberry Condo Assoc";"Mar 26, 2026, 06:00:00";"33";"10.27";"0";"32.28";"13.94"
"Newberry Condo Assoc";"Mar 26, 2026, 05:00:00";"32";"8.1";"0";"31.53";"11.95"
"Newberry Condo Assoc";"Mar 26, 2026, 04:00:00";"30";"7.56";"0";"30.79";"11.88"
"Newberry Condo Assoc";"Mar 26, 2026, 03:00:00";"29";"7.38";"0";"30.82";"11.19"
"Newberry Condo Assoc";"Mar 26, 2026, 02:00:00";"28";"7.16";"0";"29.31";"8.62"
"Newberry Condo Assoc";"Mar 26, 2026, 01:00:00";"27";"7.07";"0";"29.35";"8.37"
"Newberry Condo Assoc";"Mar 26, 2026, 00:00:00";"27";"7.26";"0";"29.13";"8.55"
"Newberry Condo Assoc";"Mar 25, 2026, 23:00:00";"26";"7.98";"0";"28.18";"7.51"
"Newberry Condo Assoc";"Mar 25, 2026, 22:00:00";"26";"9.98";"0";"27.55";"7.38"
"Newberry Condo Assoc";"Mar 25, 2026, 21:00:00";"26";"9.26";"0";"26.4";"7.34"
"Newberry Condo Assoc";"Mar 25, 2026, 20:00:00";"25";"8.57";"0";"25.79";"7.57"
"Newberry Condo Assoc";"Mar 25, 2026, 19:00:00";"24";"6.92";"0";"26.39";"4.9"
"Newberry Condo Assoc";"Mar 25, 2026, 18:00:00";"25";"6.08";"0";"26.31";"5.49"
"Newberry Condo Assoc";"Mar 25, 2026, 17:00:00";"25";"4.79";"0";"26.49";"5.85"
"Newberry Condo Assoc";"Mar 25, 2026, 16:00:00";"24";"3.11";"0";"28.61";"6.62"
"Newberry Condo Assoc";"Mar 25, 2026, 15:00:00";"24";"2.5";"0";"30.43";"5.87"
"Newberry Condo Assoc";"Mar 25, 2026, 14:00:00";"24";"4.21";"0";"30.13";"5.64"
"Newberry Condo Assoc";"Mar 25, 2026, 13:00:00";"23";"4.48";"0";"30.09";"7.51"
"Newberry Condo Assoc";"Mar 25, 2026, 12:00:00";"23";"5.62";"0";"30.82";"9.1"
"Newberry Condo Assoc";"Mar 25, 2026, 11:00:00";"22";"6.24";"0";"32.07";"8.68"
"Newberry Condo Assoc";"Mar 25, 2026, 10:00:00";"21";"7.89";"0";"29.59";"7.62"
"Newberry Condo Assoc";"Mar 25, 2026, 09:00:00";"20";"12.13";"0";"27.71";"6.75"
"Newberry Condo Assoc";"Mar 25, 2026, 08:00:00";"19";"11.94";"0";"26.47";"5.8"
"Newberry Condo Assoc";"Mar 25, 2026, 07:00:00";"18";"8.8";"0";"26.09";"5.12"
"Newberry Condo Assoc";"Mar 25, 2026, 06:00:00";"18";"7.69";"0";"24.89";"4.25"
"Newberry Condo Assoc";"Mar 25, 2026, 05:00:00";"17";"6.72";"0";"24.04";"4.21"
"Newberry Condo Assoc";"Mar 25, 2026, 04:00:00";"17";"6.76";"0";"23.61";"4.28"
"Newberry Condo Assoc";"Mar 25, 2026, 03:00:00";"17";"6.53";"0";"22.98";"4.12"
"Newberry Condo Assoc";"Mar 25, 2026, 02:00:00";"16";"7.07";"0";"22.32";"4.25"
"Newberry Condo Assoc";"Mar 25, 2026, 01:00:00";"16";"7.48";"0";"21.25";"5.4"
"Newberry Condo Assoc";"Mar 25, 2026, 00:00:00";"15";"7.54";"0";"19.51";"8.01"
"Newberry Condo Assoc";"Mar 24, 2026, 23:00:00";"14";"8.05";"0";"18.59";"5.5"
"Newberry Condo Assoc";"Mar 24, 2026, 22:00:00";"13";"9.26";"0";"18.41";"4.37"
"Newberry Condo Assoc";"Mar 24, 2026, 21:00:00";"13";"12.21";"0";"20.36";"5.31"
"Newberry Condo Assoc";"Mar 24, 2026, 20:00:00";"12";"7.21";"0";"19.02";"3"
"Newberry Condo Assoc";"Mar 24, 2026, 19:00:00";"12";"6.03";"0";"17.71";"5.82"
"Newberry Condo Assoc";"Mar 24, 2026, 18:00:00";"11";"6.14";"0";"18.09";"6.1"
"Newberry Condo Assoc";"Mar 24, 2026, 17:00:00";"11";"3.94";"0";"19.9";"3.87"
"Newberry Condo Assoc";"Mar 24, 2026, 16:00:00";"10";"3.29";"0";"20.82";"4.21"
"Newberry Condo Assoc";"Mar 24, 2026, 15:00:00";"10";"3.31";"0";"21.43";"4.14"
"Newberry Condo Assoc";"Mar 24, 2026, 14:00:00";"9";"3.19";"0";"22.79";"4.59"
"Newberry Condo Assoc";"Mar 24, 2026, 13:00:00";"9";"2.27";"0";"22.7";"3.62"
"Newberry Condo Assoc";"Mar 24, 2026, 12:00:00";"8";"1.86";"0";"24.24";"3.23"
"Newberry Condo Assoc";"Mar 24, 2026, 11:00:00";"8";"3.84";"0";"24.79";"3.12"
"Newberry Condo Assoc";"Mar 24, 2026, 10:00:00";"8";"5.06";"0";"25.38";"2.66"
"Newberry Condo Assoc";"Mar 24, 2026, 09:00:00";"8";"6.92";"0";"25.18";"2.04"
"Newberry Condo Assoc";"Mar 24, 2026, 08:00:00";"9";"8.4";"0";"25.05";"2.05"
"Newberry Condo Assoc";"Mar 24, 2026, 07:00:00";"11";"7.11";"0";"25.3";"1.85"
"Newberry Condo Assoc";"Mar 24, 2026, 06:00:00";"12";"7.09";"0";"25.89";"1.88"
"Newberry Condo Assoc";"Mar 24, 2026, 05:00:00";"14";"5.63";"0";"25.59";"1.62"
