sep=;
"Location";"Date";"AQI";"NO2 (ppb)";"CO (ppm)";"VOCs (ppb)";"PM2.5 (µg/m³)"
"Newberry Condo Assoc";"Mar 13, 2026, 04:00:00";"14";"14.37";"0";"32.83";"2.61"
"Newberry Condo Assoc";"Mar 13, 2026, 03:00:00";"12";"8.36";"0";"29.27";"2.63"
"Newberry Condo Assoc";"Mar 13, 2026, 02:00:00";"12";"5.57";"0";"29.59";"3.05"
"Newberry Condo Assoc";"Mar 13, 2026, 01:00:00";"13";"5.61";"0";"28.58";"4.18"
"Newberry Condo Assoc";"Mar 13, 2026, 00:00:00";"13";"3.21";"0";"28.36";"4.48"
"Newberry Condo Assoc";"Mar 12, 2026, 23:00:00";"14";"2.02";"0";"29.18";"3.32"
"Newberry Condo Assoc";"Mar 12, 2026, 22:00:00";"15";"0.89";"0";"30.17";"2.32"
"Newberry Condo Assoc";"Mar 12, 2026, 21:00:00";"16";"0.24";"0";"31.57";"2.08"
"Newberry Condo Assoc";"Mar 12, 2026, 20:00:00";"17";"0.19";"0";"33.71";"2.23"
"Newberry Condo Assoc";"Mar 12, 2026, 19:00:00";"18";"0";"0";"37.2";"1.93"
"Newberry Condo Assoc";"Mar 12, 2026, 18:00:00";"19";"0.06";"0";"40.43";"2.18"
"Newberry Condo Assoc";"Mar 12, 2026, 17:00:00";"20";"0.52";"0";"44.08";"1.88"
"Newberry Condo Assoc";"Mar 12, 2026, 16:00:00";"21";"1.59";"0";"39.68";"1.74"
"Newberry Condo Assoc";"Mar 12, 2026, 15:00:00";"22";"6.86";"0";"39.2";"3.35"
"Newberry Condo Assoc";"Mar 12, 2026, 14:00:00";"24";"6.38";"0";"36.74";"9.49"
"Newberry Condo Assoc";"Mar 12, 2026, 13:00:00";"24";"3.78";"0";"35.31";"0"
"Newberry Condo Assoc";"Mar 12, 2026, 12:00:00";"25";"3.89";"0";"36.3";"0"
"Newberry Condo Assoc";"Mar 12, 2026, 11:00:00";"26";"2.05";"0";"39.23";"1.85"
"Newberry Condo Assoc";"Mar 12, 2026, 10:00:00";"27";"0.38";"0";"41.64";"0.6"
"Newberry Condo Assoc";"Mar 12, 2026, 09:00:00";"29";"0";"0";"42.94";"0.39"
"Newberry Condo Assoc";"Mar 12, 2026, 08:00:00";"30";"0";"0";"43.9";"0.67"
"Newberry Condo Assoc";"Mar 12, 2026, 07:00:00";"31";"0";"0";"50.81";"0.29"
"Newberry Condo Assoc";"Mar 12, 2026, 06:00:00";"32";"0";"0";"65.97";"0.36"
"Newberry Condo Assoc";"Mar 12, 2026, 05:00:00";"34";"0";"0";"68.28";"3.88"
"Newberry Condo Assoc";"Mar 12, 2026, 04:00:00";"34";"0.16";"0";"71.38";"5.48"
"Newberry Condo Assoc";"Mar 12, 2026, 03:00:00";"35";"0";"0";"72.22";"5.25"
"Newberry Condo Assoc";"Mar 12, 2026, 02:00:00";"36";"0";"0";"68.18";"5.75"
"Newberry Condo Assoc";"Mar 12, 2026, 01:00:00";"36";"0";"0";"68.77";"6.64"
"Newberry Condo Assoc";"Mar 12, 2026, 00:00:00";"37";"0";"0";"76.83";"8.19"
"Newberry Condo Assoc";"Mar 11, 2026, 23:00:00";"37";"1.05";"0";"98.89";"7.83"
"Newberry Condo Assoc";"Mar 11, 2026, 22:00:00";"37";"0.29";"0";"136.4";"7.26"
"Newberry Condo Assoc";"Mar 11, 2026, 21:00:00";"37";"1.7";"0";"128.68";"8.42"
"Newberry Condo Assoc";"Mar 11, 2026, 20:00:00";"37";"0.22";"0";"99.45";"9.19"
"Newberry Condo Assoc";"Mar 11, 2026, 19:00:00";"36";"0";"0";"74.76";"7.1"
"Newberry Condo Assoc";"Mar 11, 2026, 18:00:00";"36";"0";"0";"75.92";"7.45"
"Newberry Condo Assoc";"Mar 11, 2026, 17:00:00";"35";"0";"0";"77.93";"7.83"
"Newberry Condo Assoc";"Mar 11, 2026, 16:00:00";"34";"0";"0";"83.87";"8.68"
"Newberry Condo Assoc";"Mar 11, 2026, 15:00:00";"34";"0";"0";"83.79";"9.97"
"Newberry Condo Assoc";"Mar 11, 2026, 14:00:00";"34";"0.16";"0";"78.39";"10.32"
"Newberry Condo Assoc";"Mar 11, 2026, 13:00:00";"33";"0";"0";"80.37";"10.7"
"Newberry Condo Assoc";"Mar 11, 2026, 12:00:00";"32";"3.97";"0";"82.27";"10.3"
"Newberry Condo Assoc";"Mar 11, 2026, 11:00:00";"31";"9.94";"0";"84.25";"10.36"
"Newberry Condo Assoc";"Mar 11, 2026, 10:00:00";"30";"14.99";"0";"82.58";"9.85"
"Newberry Condo Assoc";"Mar 11, 2026, 09:00:00";"30";"9.72";"0";"73.16";"8.17"
"Newberry Condo Assoc";"Mar 11, 2026, 08:00:00";"30";"7.4";"0";"66.09";"7.14"
"Newberry Condo Assoc";"Mar 11, 2026, 07:00:00";"30";"4.55";"0";"64.82";"7.16"
"Newberry Condo Assoc";"Mar 11, 2026, 06:00:00";"30";"0.2";"0";"64.69";"7.41"
"Newberry Condo Assoc";"Mar 11, 2026, 05:00:00";"30";"0";"0";"64.46";"9.21"
"Newberry Condo Assoc";"Mar 11, 2026, 04:00:00";"29";"0";"0";"62.69";"9.75"
"Newberry Condo Assoc";"Mar 11, 2026, 03:00:00";"28";"0.14";"0";"59.87";"9.07"
"Newberry Condo Assoc";"Mar 11, 2026, 02:00:00";"27";"0";"0";"59.77";"8.16"
"Newberry Condo Assoc";"Mar 11, 2026, 01:00:00";"26";"0.25";"0";"58.71";"8.8"
"Newberry Condo Assoc";"Mar 11, 2026, 00:00:00";"26";"0.45";"0";"54.94";"9.28"
"Newberry Condo Assoc";"Mar 10, 2026, 23:00:00";"25";"0";"0";"51.06";"10.68"
"Newberry Condo Assoc";"Mar 10, 2026, 22:00:00";"23";"0";"0";"49.62";"7.76"
"Newberry Condo Assoc";"Mar 10, 2026, 21:00:00";"23";"0";"0";"48.33";"5.01"
"Newberry Condo Assoc";"Mar 10, 2026, 20:00:00";"22";"2.56";"0";"45.58";"4.31"
"Newberry Condo Assoc";"Mar 10, 2026, 19:00:00";"22";"0";"0";"41.47";"4.55"
"Newberry Condo Assoc";"Mar 10, 2026, 18:00:00";"21";"0";"0";"39.51";"4.37"
"Newberry Condo Assoc";"Mar 10, 2026, 17:00:00";"21";"0";"0";"39.69";"4.55"
"Newberry Condo Assoc";"Mar 10, 2026, 16:00:00";"21";"0";"0";"44.23";"7.27"
"Newberry Condo Assoc";"Mar 10, 2026, 15:00:00";"20";"0";"0";"50.22";"5.94"
"Newberry Condo Assoc";"Mar 10, 2026, 14:00:00";"19";"0";"0";"52.91";"5.83"
"Newberry Condo Assoc";"Mar 10, 2026, 13:00:00";"19";"0";"0";"50.31";"4.69"
"Newberry Condo Assoc";"Mar 10, 2026, 12:00:00";"18";"1.59";"0";"61.85";"5.07"
"Newberry Condo Assoc";"Mar 10, 2026, 11:00:00";"18";"15.43";"0";"77.52";"7.95"
"Newberry Condo Assoc";"Mar 10, 2026, 10:00:00";"21";"21.09";"0";"68.13";"8.75"
"Newberry Condo Assoc";"Mar 10, 2026, 09:00:00";"21";"10.13";"0";"60.57";"5.87"
"Newberry Condo Assoc";"Mar 10, 2026, 08:00:00";"21";"16.39";"0";"65.44";"7.14"
"Newberry Condo Assoc";"Mar 10, 2026, 07:00:00";"21";"17.33";"0";"69.5";"7.41"
"Newberry Condo Assoc";"Mar 10, 2026, 06:00:00";"21";"16.04";"0";"67.53";"6.07"
"Newberry Condo Assoc";"Mar 10, 2026, 05:00:00";"20";"7.47";"0";"50.07";"4.69"
"Newberry Condo Assoc";"Mar 10, 2026, 04:00:00";"20";"1.59";"0";"48.08";"4.46"
"Newberry Condo Assoc";"Mar 10, 2026, 03:00:00";"20";"0.87";"0";"48.41";"4.15"
"Newberry Condo Assoc";"Mar 10, 2026, 02:00:00";"19";"5.1";"0";"55.04";"4.53"
"Newberry Condo Assoc";"Mar 10, 2026, 01:00:00";"19";"5.01";"0";"55.96";"4.13"
"Newberry Condo Assoc";"Mar 10, 2026, 00:00:00";"19";"0.8";"0";"53.72";"3.74"
"Newberry Condo Assoc";"Mar 9, 2026, 23:00:00";"19";"0.48";"0";"52.28";"3.18"
"Newberry Condo Assoc";"Mar 9, 2026, 22:00:00";"19";"0.43";"0";"52.67";"3.13"
"Newberry Condo Assoc";"Mar 9, 2026, 21:00:00";"20";"1.91";"0";"51.95";"3.16"
"Newberry Condo Assoc";"Mar 9, 2026, 20:00:00";"20";"2.55";"0";"48.06";"2.14"
"Newberry Condo Assoc";"Mar 9, 2026, 19:00:00";"20";"0";"0";"45.95";"2.35"
"Newberry Condo Assoc";"Mar 9, 2026, 18:00:00";"20";"0";"0";"41.5";"2.14"
"Newberry Condo Assoc";"Mar 9, 2026, 17:00:00";"20";"0";"0";"39.14";"2.19"
"Newberry Condo Assoc";"Mar 9, 2026, 16:00:00";"20";"0";"0";"42.52";"2.27"
"Newberry Condo Assoc";"Mar 9, 2026, 15:00:00";"20";"0";"0";"45.15";"2.48"
"Newberry Condo Assoc";"Mar 9, 2026, 14:00:00";"20";"0";"0";"43.14";"2.51"
"Newberry Condo Assoc";"Mar 9, 2026, 13:00:00";"20";"0";"0";"44.78";"2.57"
"Newberry Condo Assoc";"Mar 9, 2026, 12:00:00";"20";"0";"0";"56.97";"3.23"
"Newberry Condo Assoc";"Mar 9, 2026, 11:00:00";"20";"3.99";"0";"69.88";"14.9"
"Newberry Condo Assoc";"Mar 9, 2026, 10:00:00";"18";"18.19";"0";"69.97";"19.92"
"Newberry Condo Assoc";"Mar 9, 2026, 09:00:00";"24";"24.3";"0";"76.46";"7.08"
"Newberry Condo Assoc";"Mar 9, 2026, 08:00:00";"21";"21.36";"0";"74.6";"6.44"
"Newberry Condo Assoc";"Mar 9, 2026, 07:00:00";"19";"19.45";"0";"51.61";"4.25"
"Newberry Condo Assoc";"Mar 9, 2026, 06:00:00";"17";"17.61";"0";"50.51";"3.66"
"Newberry Condo Assoc";"Mar 9, 2026, 05:00:00";"17";"11.53";"0";"46.46";"3.34"
"Newberry Condo Assoc";"Mar 9, 2026, 04:00:00";"18";"4.71";"0";"43.65";"2.94"
"Newberry Condo Assoc";"Mar 9, 2026, 03:00:00";"19";"4.29";"0";"46.72";"3.01"
"Newberry Condo Assoc";"Mar 9, 2026, 02:00:00";"19";"1.68";"0";"47.55";"3.39"
"Newberry Condo Assoc";"Mar 9, 2026, 01:00:00";"20";"1.3";"0";"47.31";"3.92"
"Newberry Condo Assoc";"Mar 9, 2026, 00:00:00";"23";"2.41";"0";"51.61";"3.58"
"Newberry Condo Assoc";"Mar 8, 2026, 23:00:00";"24";"4.1";"0";"55.76";"3.78"
"Newberry Condo Assoc";"Mar 8, 2026, 22:00:00";"25";"2.27";"0";"61.32";"4.59"
"Newberry Condo Assoc";"Mar 8, 2026, 21:00:00";"26";"1.74";"0";"64.65";"3.83"
"Newberry Condo Assoc";"Mar 8, 2026, 20:00:00";"27";"0";"0";"70.05";"3.74"
"Newberry Condo Assoc";"Mar 8, 2026, 19:00:00";"28";"0";"0";"70.19";"2.95"
"Newberry Condo Assoc";"Mar 8, 2026, 18:00:00";"29";"0";"0";"68.73";"2.61"
"Newberry Condo Assoc";"Mar 8, 2026, 17:00:00";"30";"0";"0";"74.41";"1.88"
"Newberry Condo Assoc";"Mar 8, 2026, 16:00:00";"33";"0";"0";"85.9";"1.65"
"Newberry Condo Assoc";"Mar 8, 2026, 15:00:00";"35";"0";"0";"91.39";"1.47"
"Newberry Condo Assoc";"Mar 8, 2026, 14:00:00";"37";"0";"0";"101.54";"1.53"
"Newberry Condo Assoc";"Mar 8, 2026, 13:00:00";"40";"0";"0";"119.82";"3.13"
"Newberry Condo Assoc";"Mar 8, 2026, 12:00:00";"41";"0";"0";"129.56";"4.44"
"Newberry Condo Assoc";"Mar 8, 2026, 11:00:00";"42";"0";"0";"150.98";"4.62"
"Newberry Condo Assoc";"Mar 8, 2026, 10:00:00";"42";"0";"0";"157.14";"4.53"
"Newberry Condo Assoc";"Mar 8, 2026, 09:00:00";"44";"0";"0";"164.87";"6.92"
"Newberry Condo Assoc";"Mar 8, 2026, 08:00:00";"47";"0";"0";"170.23";"7.76"
"Newberry Condo Assoc";"Mar 8, 2026, 07:00:00";"49";"0";"0";"171.69";"7.75"
"Newberry Condo Assoc";"Mar 8, 2026, 06:00:00";"51";"0";"0";"173.43";"7.53"
"Newberry Condo Assoc";"Mar 8, 2026, 05:00:00";"52";"0";"0";"172.73";"7.69"
"Newberry Condo Assoc";"Mar 8, 2026, 04:00:00";"54";"0";"0";"172.17";"7.8"
"Newberry Condo Assoc";"Mar 8, 2026, 03:00:00";"56";"0";"0";"169.62";"7.07"
"Newberry Condo Assoc";"Mar 8, 2026, 01:00:00";"57";"0.26";"0";"115.08";"7.86"
"Newberry Condo Assoc";"Mar 8, 2026, 00:00:00";"59";"0";"0";"117.67";"18.93"
"Newberry Condo Assoc";"Mar 7, 2026, 23:00:00";"59";"0";"0";"136.51";"11.61"
"Newberry Condo Assoc";"Mar 7, 2026, 22:00:00";"60";"0";"0";"145.99";"10.67"
"Newberry Condo Assoc";"Mar 7, 2026, 21:00:00";"63";"0";"0";"140.65";"9.23"
"Newberry Condo Assoc";"Mar 7, 2026, 20:00:00";"65";"0";"0";"125.01";"9.66"
"Newberry Condo Assoc";"Mar 7, 2026, 19:00:00";"67";"0.39";"0";"120.65";"9.77"
"Newberry Condo Assoc";"Mar 7, 2026, 18:00:00";"69";"0";"0";"128.74";"9.78"
"Newberry Condo Assoc";"Mar 7, 2026, 17:00:00";"71";"0";"0";"100.08";"9.33"
"Newberry Condo Assoc";"Mar 7, 2026, 16:00:00";"73";"0";"0";"89.14";"13.66"
"Newberry Condo Assoc";"Mar 7, 2026, 15:00:00";"75";"0";"0";"81.66";"16.1"
"Newberry Condo Assoc";"Mar 7, 2026, 14:00:00";"76";"0";"0";"77.33";"15.31"
"Newberry Condo Assoc";"Mar 7, 2026, 13:00:00";"77";"0";"0";"72.38";"14.1"
"Newberry Condo Assoc";"Mar 7, 2026, 12:00:00";"79";"0.32";"0";"65.97";"10.68"
"Newberry Condo Assoc";"Mar 7, 2026, 11:00:00";"80";"0.8";"0";"61.02";"8.49"
"Newberry Condo Assoc";"Mar 7, 2026, 10:00:00";"82";"1.49";"0";"51.09";"9.15"
"Newberry Condo Assoc";"Mar 7, 2026, 09:00:00";"84";"1.61";"0";"46.6";"16.12"
"Newberry Condo Assoc";"Mar 7, 2026, 08:00:00";"85";"2.08";"0";"46.35";"22.19"
"Newberry Condo Assoc";"Mar 7, 2026, 07:00:00";"85";"1.75";"0";"46.1";"18.47"
"Newberry Condo Assoc";"Mar 7, 2026, 06:00:00";"86";"1.44";"0";"46.12";"22.02"
"Newberry Condo Assoc";"Mar 7, 2026, 05:00:00";"87";"1.96";"0";"43.79";"19.73"
"Newberry Condo Assoc";"Mar 7, 2026, 04:00:00";"88";"1.8";"0";"46.27";"27.51"
"Newberry Condo Assoc";"Mar 7, 2026, 03:00:00";"3";"2.12";"0";"47.85";"31.26"
"Newberry Condo Assoc";"Mar 7, 2026, 02:00:00";"3";"1.85";"0";"50.73";"24.4"
"Newberry Condo Assoc";"Mar 7, 2026, 01:00:00";"3";"1.28";"0";"53.9";"20.21"
"Newberry Condo Assoc";"Mar 7, 2026, 00:00:00";"4";"0.9";"0";"54.77";"21.55"
"Newberry Condo Assoc";"Mar 6, 2026, 23:00:00";"4";"0.81";"0";"55.29";"30.72"
"Newberry Condo Assoc";"Mar 6, 2026, 22:00:00";"4";"0.45";"0";"56.8";"34.61"
"Newberry Condo Assoc";"Mar 6, 2026, 21:00:00";"4";"0.69";"0";"57.05";"34.9"
"Newberry Condo Assoc";"Mar 6, 2026, 20:00:00";"4";"1.73";"0";"57.8";"32.49"
"Newberry Condo Assoc";"Mar 6, 2026, 19:00:00";"4";"2.41";"0";"60.31";"32.07"
"Newberry Condo Assoc";"Mar 6, 2026, 18:00:00";"4";"2.84";"0";"63.09";"30.97"
"Newberry Condo Assoc";"Mar 6, 2026, 17:00:00";"4";"2.34";"0";"64.94";"34.81"
"Newberry Condo Assoc";"Mar 6, 2026, 16:00:00";"4";"1";"0";"67.12";"32.75"
"Newberry Condo Assoc";"Mar 6, 2026, 15:00:00";"5";"0.04";"0";"70.01";"30.5"
"Newberry Condo Assoc";"Mar 6, 2026, 14:00:00";"5";"0.01";"0";"69.44";"31.03"
"Newberry Condo Assoc";"Mar 6, 2026, 13:00:00";"5";"0.05";"0";"71.67";"26.81"
"Newberry Condo Assoc";"Mar 6, 2026, 12:00:00";"5";"0.17";"0";"72.52";"22.45"
"Newberry Condo Assoc";"Mar 6, 2026, 11:00:00";"4";"0.69";"0";"68.97";"35.03"
"Newberry Condo Assoc";"Mar 6, 2026, 10:00:00";"4";"0.2";"0";"70.08";"0"
"Newberry Condo Assoc";"Mar 6, 2026, 09:00:00";"4";"1.27";"0";"68.09";"0"
"Newberry Condo Assoc";"Mar 6, 2026, 08:00:00";"4";"2.79";"0";"68.73";"0"
"Newberry Condo Assoc";"Mar 6, 2026, 07:00:00";"5";"4.73";"0";"70.6";"0"
"Newberry Condo Assoc";"Mar 6, 2026, 06:00:00";"5";"1.15";"0";"71.51";"0"
"Newberry Condo Assoc";"Mar 6, 2026, 05:00:00";"5";"0.73";"0";"75.55";"0"
"Newberry Condo Assoc";"Mar 6, 2026, 04:00:00";"5";"1.06";"0";"78.53";"0"
"Newberry Condo Assoc";"Mar 6, 2026, 03:00:00";"5";"1.92";"0";"75.86";"0"
"Newberry Condo Assoc";"Mar 6, 2026, 02:00:00";"5";"3.73";"0";"77.13";"0"
"Newberry Condo Assoc";"Mar 6, 2026, 01:00:00";"5";"3.71";"0";"80.44";"0"
"Newberry Condo Assoc";"Mar 6, 2026, 00:00:00";"6";"4.12";"0";"75.45";"0"
"Newberry Condo Assoc";"Mar 5, 2026, 23:00:00";"8";"7.77";"0";"69.04";"0"
"Newberry Condo Assoc";"Mar 5, 2026, 22:00:00";"7";"7.05";"0";"66.07";"0"
"Newberry Condo Assoc";"Mar 5, 2026, 21:00:00";"6";"4.56";"0";"72.69";"45.81"
"Newberry Condo Assoc";"Mar 5, 2026, 20:00:00";"8";"8.03";"0";"78.86";"37.86"
"Newberry Condo Assoc";"Mar 5, 2026, 19:00:00";"13";"12.5";"0";"84.26";"43.11"
"Newberry Condo Assoc";"Mar 5, 2026, 18:00:00";"11";"11.35";"0";"87.5";"42.02"
"Newberry Condo Assoc";"Mar 5, 2026, 17:00:00";"6";"3.87";"0";"90.92";"34.04"
"Newberry Condo Assoc";"Mar 5, 2026, 16:00:00";"5";"0";"0";"92.79";"28.39"
"Newberry Condo Assoc";"Mar 5, 2026, 15:00:00";"5";"0.1";"0";"91.75";"35.73"
"Newberry Condo Assoc";"Mar 5, 2026, 14:00:00";"5";"1.27";"0";"90.5";"42.9"
"Newberry Condo Assoc";"Mar 5, 2026, 13:00:00";"5";"1.88";"0";"85.96";"45.21"
"Newberry Condo Assoc";"Mar 5, 2026, 12:00:00";"5";"4.55";"0";"82.96";"60.49"
"Newberry Condo Assoc";"Mar 5, 2026, 11:00:00";"6";"5.77";"0";"75.45";"0"
"Newberry Condo Assoc";"Mar 5, 2026, 10:00:00";"5";"3.63";"0";"62.6";"0"
"Newberry Condo Assoc";"Mar 5, 2026, 09:00:00";"5";"3.17";"0";"58.65";"0"
"Newberry Condo Assoc";"Mar 5, 2026, 08:00:00";"5";"4.36";"0";"61.5";"0"
"Newberry Condo Assoc";"Mar 5, 2026, 07:00:00";"5";"4.78";"0";"62.42";"0"
"Newberry Condo Assoc";"Mar 5, 2026, 06:00:00";"6";"5.36";"0";"56.3";"0"
"Newberry Condo Assoc";"Mar 5, 2026, 05:00:00";"6";"5.38";"0";"56.08";"0"
"Newberry Condo Assoc";"Mar 5, 2026, 04:00:00";"6";"5.72";"0";"57.54";"0"
"Newberry Condo Assoc";"Mar 5, 2026, 03:00:00";"8";"8.03";"0";"60.74";"0"
"Newberry Condo Assoc";"Mar 5, 2026, 02:00:00";"10";"9.46";"0";"66.53";"0"
"Newberry Condo Assoc";"Mar 5, 2026, 01:00:00";"10";"9.98";"0";"67.57";"0"
"Newberry Condo Assoc";"Mar 5, 2026, 00:00:00";"10";"10.36";"0";"67.86";"0"
"Newberry Condo Assoc";"Mar 4, 2026, 23:00:00";"12";"11.84";"0";"64.71";"0"
"Newberry Condo Assoc";"Mar 4, 2026, 22:00:00";"4";"3.07";"0";"67.54";"0"
"Newberry Condo Assoc";"Mar 4, 2026, 21:00:00";"4";"1.2";"0";"65.68";"0"
"Newberry Condo Assoc";"Mar 4, 2026, 20:00:00";"4";"2";"0";"64.44";"0"
"Newberry Condo Assoc";"Mar 4, 2026, 19:00:00";"4";"1.82";"0";"63.38";"0"
"Newberry Condo Assoc";"Mar 4, 2026, 18:00:00";"70";"0.63";"0";"61.6";"0"
"Newberry Condo Assoc";"Mar 4, 2026, 17:00:00";"70";"0.09";"0";"60.4";"0"
"Newberry Condo Assoc";"Mar 4, 2026, 16:00:00";"69";"2.53";"0";"59.86";"38.39"
"Newberry Condo Assoc";"Mar 4, 2026, 15:00:00";"66";"2.39";"0";"66.55";"0"
"Newberry Condo Assoc";"Mar 4, 2026, 14:00:00";"66";"1.06";"0";"57.68";"0"
"Newberry Condo Assoc";"Mar 4, 2026, 13:00:00";"66";"0.88";"0";"54.1";"0"
"Newberry Condo Assoc";"Mar 4, 2026, 12:00:00";"67";"0.12";"0";"62.69";"0"
"Newberry Condo Assoc";"Mar 4, 2026, 11:00:00";"67";"0";"0";"62.57";"17.72"
"Newberry Condo Assoc";"Mar 4, 2026, 10:00:00";"67";"0.26";"0";"64.04";"17.14"
"Newberry Condo Assoc";"Mar 4, 2026, 09:00:00";"67";"5.59";"0";"58.41";"21.22"
"Newberry Condo Assoc";"Mar 4, 2026, 08:00:00";"67";"9.91";"0";"65.07";"26.25"
"Newberry Condo Assoc";"Mar 4, 2026, 07:00:00";"66";"9.95";"0";"55.8";"25.45"
"Newberry Condo Assoc";"Mar 4, 2026, 06:00:00";"66";"8.13";"0";"51.19";"23.18"
"Newberry Condo Assoc";"Mar 4, 2026, 05:00:00";"67";"1.84";"0";"50.41";"23.21"
"Newberry Condo Assoc";"Mar 4, 2026, 04:00:00";"69";"0.64";"0";"47.63";"18.12"
"Newberry Condo Assoc";"Mar 4, 2026, 03:00:00";"73";"0.39";"0";"45.05";"18.3"
"Newberry Condo Assoc";"Mar 4, 2026, 02:00:00";"77";"0.63";"0";"42.92";"18.64"
"Newberry Condo Assoc";"Mar 4, 2026, 01:00:00";"80";"0.6";"0";"38.23";"17.61"
"Newberry Condo Assoc";"Mar 4, 2026, 00:00:00";"84";"3.51";"0";"36.13";"18.98"
"Newberry Condo Assoc";"Mar 3, 2026, 23:00:00";"87";"3.6";"0";"34.9";"21.67"
"Newberry Condo Assoc";"Mar 3, 2026, 22:00:00";"89";"3.39";"0";"32.8";"25.51"
"Newberry Condo Assoc";"Mar 3, 2026, 21:00:00";"91";"4.45";"0";"31.99";"20.33"
"Newberry Condo Assoc";"Mar 3, 2026, 20:00:00";"93";"5.12";"0";"33.44";"15.46"
"Newberry Condo Assoc";"Mar 3, 2026, 19:00:00";"95";"9.54";"0";"32.86";"15.16"
"Newberry Condo Assoc";"Mar 3, 2026, 18:00:00";"96";"7.12";"0";"32.36";"15.92"
"Newberry Condo Assoc";"Mar 3, 2026, 17:00:00";"96";"5.81";"0";"30.93";"14.58"
"Newberry Condo Assoc";"Mar 3, 2026, 16:00:00";"97";"6.66";"0";"31.11";"14.14"
"Newberry Condo Assoc";"Mar 3, 2026, 15:00:00";"97";"6.9";"0";"30.02";"15.04"
"Newberry Condo Assoc";"Mar 3, 2026, 14:00:00";"96";"7.22";"0";"30.05";"21.15"
"Newberry Condo Assoc";"Mar 3, 2026, 13:00:00";"95";"7.41";"0";"29.46";"26.32"
"Newberry Condo Assoc";"Mar 3, 2026, 12:00:00";"93";"9.15";"0";"29.35";"0"
"Newberry Condo Assoc";"Mar 3, 2026, 11:00:00";"90";"9.13";"0";"28.33";"0"
"Newberry Condo Assoc";"Mar 3, 2026, 10:00:00";"88";"11.74";"0";"29.69";"0"
"Newberry Condo Assoc";"Mar 3, 2026, 09:00:00";"85";"11.05";"0";"29.17";"0"
"Newberry Condo Assoc";"Mar 3, 2026, 08:00:00";"83";"7.54";"0";"28.07";"0"
"Newberry Condo Assoc";"Mar 3, 2026, 07:00:00";"81";"4.52";"0";"28.28";"0"
"Newberry Condo Assoc";"Mar 3, 2026, 06:00:00";"79";"4.1";"0";"27.78";"33.82"
"Newberry Condo Assoc";"Mar 3, 2026, 05:00:00";"76";"4.95";"0";"27.92";"39.28"
"Newberry Condo Assoc";"Mar 3, 2026, 04:00:00";"73";"5.49";"0";"27.36";"50.14"
"Newberry Condo Assoc";"Mar 3, 2026, 03:00:00";"69";"5.58";"0";"26.35";"52.44"
"Newberry Condo Assoc";"Mar 3, 2026, 02:00:00";"65";"5.75";"0";"25.83";"50.52"
"Newberry Condo Assoc";"Mar 3, 2026, 01:00:00";"61";"5.7";"0";"26.26";"49.07"
"Newberry Condo Assoc";"Mar 3, 2026, 00:00:00";"57";"5.97";"0";"25.74";"40.65"
