sep=;
"Location";"Date";"NO2 (ppb)";"VOCs (ppb)";"PM2.5 (µg/m³)"
"Belfort Park Dr";"Jun 24, 2026, 17:00:00";"0.43";"37.6";"1.54"
"Belfort Park Dr";"Jun 24, 2026, 16:00:00";"0.05";"39.1";"1.42"
"Belfort Park Dr";"Jun 24, 2026, 15:00:00";"0.14";"39.86";"1.5"
"Belfort Park Dr";"Jun 24, 2026, 14:00:00";"0.41";"41.79";"1.41"
"Belfort Park Dr";"Jun 24, 2026, 13:00:00";"0";"44.18";"1.62"
"Belfort Park Dr";"Jun 24, 2026, 12:00:00";"0";"44.44";"1.75"
"Belfort Park Dr";"Jun 24, 2026, 11:00:00";"0.2";"41.37";"2.19"
"Belfort Park Dr";"Jun 24, 2026, 10:00:00";"3.43";"39.03";"2.13"
"Belfort Park Dr";"Jun 24, 2026, 09:00:00";"5.49";"43.43";"1.89"
"Belfort Park Dr";"Jun 24, 2026, 08:00:00";"7.75";"42.7";"1.86"
"Belfort Park Dr";"Jun 24, 2026, 07:00:00";"6.96";"38.88";"2.19"
"Belfort Park Dr";"Jun 24, 2026, 06:00:00";"5.22";"37.81";"1.84"
"Belfort Park Dr";"Jun 24, 2026, 05:00:00";"2.73";"38.09";"1.7"
"Belfort Park Dr";"Jun 24, 2026, 04:00:00";"1.78";"41.84";"1.75"
"Belfort Park Dr";"Jun 24, 2026, 03:00:00";"1.54";"45.45";"1.48"
"Belfort Park Dr";"Jun 24, 2026, 02:00:00";"2.56";"48.47";"1.55"
"Belfort Park Dr";"Jun 24, 2026, 01:00:00";"3.48";"52.28";"1.49"
"Belfort Park Dr";"Jun 24, 2026, 00:00:00";"5.38";"61.16";"1.88"
"Belfort Park Dr";"Jun 23, 2026, 23:00:00";"7.93";"69.44";"3.04"
"Belfort Park Dr";"Jun 23, 2026, 22:00:00";"8.33";"64.46";"3.66"
"Belfort Park Dr";"Jun 23, 2026, 21:00:00";"5.81";"58.44";"1.3"
"Belfort Park Dr";"Jun 23, 2026, 20:00:00";"2.14";"57.44";"0.99"
"Belfort Park Dr";"Jun 23, 2026, 19:00:00";"2.86";"57.47";"0.91"
"Belfort Park Dr";"Jun 23, 2026, 18:00:00";"2.67";"61.88";"1.06"
"Belfort Park Dr";"Jun 23, 2026, 17:00:00";"3.53";"69.34";"1.04"
"Belfort Park Dr";"Jun 23, 2026, 16:00:00";"5.32";"71.68";"2.36"
"Belfort Park Dr";"Jun 23, 2026, 15:00:00";"4.44";"67.18";"4.28"
"Belfort Park Dr";"Jun 23, 2026, 14:00:00";"4.15";"69.7";"3.69"
"Belfort Park Dr";"Jun 23, 2026, 13:00:00";"4.09";"74.65";"2.78"
"Belfort Park Dr";"Jun 23, 2026, 12:00:00";"4.3";"76.4";"5.55"
"Belfort Park Dr";"Jun 23, 2026, 11:00:00";"4.61";"79.48";"13.44"
"Belfort Park Dr";"Jun 23, 2026, 10:00:00";"5.29";"77.25";"13.23"
"Belfort Park Dr";"Jun 23, 2026, 09:00:00";"5.82";"75.11";"7.44"
"Belfort Park Dr";"Jun 23, 2026, 08:00:00";"7.36";"76.75";"4.34"
"Belfort Park Dr";"Jun 23, 2026, 07:00:00";"4.67";"76.12";"3.93"
"Belfort Park Dr";"Jun 23, 2026, 06:00:00";"3.79";"80.27";"4.65"
"Belfort Park Dr";"Jun 23, 2026, 05:00:00";"3.03";"80.05";"4.68"
"Belfort Park Dr";"Jun 23, 2026, 04:00:00";"2.83";"75.85";"4.02"
"Belfort Park Dr";"Jun 23, 2026, 03:00:00";"3.83";"73.44";"2.74"
"Belfort Park Dr";"Jun 23, 2026, 02:00:00";"4.41";"66.95";"3"
"Belfort Park Dr";"Jun 23, 2026, 01:00:00";"4.3";"64.46";"2.85"
"Belfort Park Dr";"Jun 23, 2026, 00:00:00";"4.06";"62.86";"2.5"
"Belfort Park Dr";"Jun 22, 2026, 23:00:00";"5.44";"61.86";"3.37"
"Belfort Park Dr";"Jun 22, 2026, 22:00:00";"11.43";"64.8";"4.26"
"Belfort Park Dr";"Jun 22, 2026, 21:00:00";"10.45";"61.11";"4.85"
"Belfort Park Dr";"Jun 22, 2026, 20:00:00";"12.65";"60.03";"10.04"
"Belfort Park Dr";"Jun 22, 2026, 19:00:00";"2.54";"52.21";"9.58"
"Belfort Park Dr";"Jun 22, 2026, 18:00:00";"0.81";"62.25";"7.54"
"Belfort Park Dr";"Jun 22, 2026, 17:00:00";"1.02";"60.11";"7.38"
"Belfort Park Dr";"Jun 22, 2026, 16:00:00";"0.2";"54.22";"7.17"
"Belfort Park Dr";"Jun 22, 2026, 15:00:00";"0";"54.63";"6.24"
"Belfort Park Dr";"Jun 22, 2026, 14:00:00";"0.33";"52.42";"6.95"
"Belfort Park Dr";"Jun 22, 2026, 13:00:00";"2.32";"42.76";"7.47"
"Belfort Park Dr";"Jun 22, 2026, 12:00:00";"2.62";"41.45";"7.17"
"Belfort Park Dr";"Jun 22, 2026, 11:00:00";"2.82";"43.14";"6.97"
"Belfort Park Dr";"Jun 22, 2026, 10:00:00";"4.54";"42.55";"5.74"
"Belfort Park Dr";"Jun 22, 2026, 09:00:00";"8.97";"33.06";"4.27"
"Belfort Park Dr";"Jun 22, 2026, 08:00:00";"11.76";"36.64";"4.47"
"Belfort Park Dr";"Jun 22, 2026, 07:00:00";"8.16";"34.12";"4.01"
"Belfort Park Dr";"Jun 22, 2026, 06:00:00";"5.19";"31.65";"4.06"
"Belfort Park Dr";"Jun 22, 2026, 05:00:00";"4.17";"30.32";"4.87"
"Belfort Park Dr";"Jun 22, 2026, 04:00:00";"3.84";"25.49";"4.01"
"Belfort Park Dr";"Jun 22, 2026, 03:00:00";"3.27";"16.7";"3.45"
"Belfort Park Dr";"Jun 22, 2026, 02:00:00";"4";"15.73";"3.44"
"Belfort Park Dr";"Jun 22, 2026, 01:00:00";"2.9";"18.09";"3.13"
"Belfort Park Dr";"Jun 22, 2026, 00:00:00";"3.87";"22.69";"4.4"
"Belfort Park Dr";"Jun 21, 2026, 23:00:00";"5.08";"21.11";"5.08"
"Belfort Park Dr";"Jun 21, 2026, 22:00:00";"3.4";"15.21";"3.61"
"Belfort Park Dr";"Jun 21, 2026, 21:00:00";"2.06";"13.37";"2.41"
"Belfort Park Dr";"Jun 21, 2026, 20:00:00";"0.68";"12.74";"2.17"
"Belfort Park Dr";"Jun 21, 2026, 19:00:00";"0.39";"15.38";"2.02"
"Belfort Park Dr";"Jun 21, 2026, 18:00:00";"1.22";"19.04";"1.93"
"Belfort Park Dr";"Jun 21, 2026, 17:00:00";"0.07";"20.75";"1.97"
"Belfort Park Dr";"Jun 21, 2026, 16:00:00";"0";"22.69";"2.04"
"Belfort Park Dr";"Jun 21, 2026, 15:00:00";"0";"19.29";"2.1"
"Belfort Park Dr";"Jun 21, 2026, 14:00:00";"0.18";"20.74";"1.95"
"Belfort Park Dr";"Jun 21, 2026, 13:00:00";"0.06";"25.56";"1.86"
"Belfort Park Dr";"Jun 21, 2026, 12:00:00";"0.01";"26.81";"2.31"
"Belfort Park Dr";"Jun 21, 2026, 11:00:00";"0.21";"25.57";"4.01"
"Belfort Park Dr";"Jun 21, 2026, 10:00:00";"0.51";"25.54";"3.19"
"Belfort Park Dr";"Jun 21, 2026, 09:00:00";"2.03";"19.44";"1.8"
"Belfort Park Dr";"Jun 21, 2026, 08:00:00";"2.57";"20.18";"1.56"
"Belfort Park Dr";"Jun 21, 2026, 07:00:00";"2.49";"21.18";"1.79"
"Belfort Park Dr";"Jun 21, 2026, 06:00:00";"1.9";"18.13";"1.88"
"Belfort Park Dr";"Jun 21, 2026, 05:00:00";"1.32";"15.13";"1.63"
"Belfort Park Dr";"Jun 21, 2026, 04:00:00";"1.84";"12.57";"1.68"
"Belfort Park Dr";"Jun 21, 2026, 03:00:00";"1.88";"10.21";"1.5"
"Belfort Park Dr";"Jun 21, 2026, 02:00:00";"3.22";"10.05";"1.6"
"Belfort Park Dr";"Jun 21, 2026, 01:00:00";"4.67";"9.21";"1.51"
"Belfort Park Dr";"Jun 21, 2026, 00:00:00";"0.93";"9.14";"1.65"
"Belfort Park Dr";"Jun 20, 2026, 23:00:00";"1.22";"9.66";"1.6"
"Belfort Park Dr";"Jun 20, 2026, 22:00:00";"0.18";"9.11";"1.28"
"Belfort Park Dr";"Jun 20, 2026, 21:00:00";"0.64";"10.29";"1.31"
"Belfort Park Dr";"Jun 20, 2026, 20:00:00";"0.17";"12.27";"1.04"
"Belfort Park Dr";"Jun 20, 2026, 19:00:00";"1.29";"14.37";"0.98"
"Belfort Park Dr";"Jun 20, 2026, 18:00:00";"1.19";"16.95";"1.05"
"Belfort Park Dr";"Jun 20, 2026, 17:00:00";"0.47";"19.91";"1.1"
"Belfort Park Dr";"Jun 20, 2026, 16:00:00";"0.05";"23.84";"1.37"
"Belfort Park Dr";"Jun 20, 2026, 15:00:00";"0.27";"23.79";"0.92"
"Belfort Park Dr";"Jun 20, 2026, 14:00:00";"0.1";"23.54";"1.34"
"Belfort Park Dr";"Jun 20, 2026, 13:00:00";"0.17";"24.85";"1.12"
"Belfort Park Dr";"Jun 20, 2026, 12:00:00";"0.07";"24.78";"1.14"
"Belfort Park Dr";"Jun 20, 2026, 11:00:00";"0.59";"23.31";"1.42"
"Belfort Park Dr";"Jun 20, 2026, 10:00:00";"0.68";"18.6";"1.5"
"Belfort Park Dr";"Jun 20, 2026, 09:00:00";"2.96";"15.34";"1.58"
"Belfort Park Dr";"Jun 20, 2026, 08:00:00";"5.22";"19.01";"1.76"
"Belfort Park Dr";"Jun 20, 2026, 05:00:00";"2.73";"17.7";"1.69"
"Belfort Park Dr";"Jun 20, 2026, 04:00:00";"2.46";"17.54";"1.61"
"Belfort Park Dr";"Jun 20, 2026, 03:00:00";"2.47";"16.21";"1.59"
"Belfort Park Dr";"Jun 20, 2026, 02:00:00";"4.29";"15.03";"1.78"
"Belfort Park Dr";"Jun 20, 2026, 01:00:00";"5.34";"14.05";"1.79"
"Belfort Park Dr";"Jun 20, 2026, 00:00:00";"2.86";"12.85";"1.69"
"Belfort Park Dr";"Jun 19, 2026, 23:00:00";"1.93";"11.12";"1.44"
"Belfort Park Dr";"Jun 19, 2026, 22:00:00";"6.69";"10.01";"1.27"
"Belfort Park Dr";"Jun 19, 2026, 21:00:00";"3.05";"10.02";"1.4"
"Belfort Park Dr";"Jun 19, 2026, 20:00:00";"1.83";"11.97";"1.53"
"Belfort Park Dr";"Jun 19, 2026, 19:00:00";"1.8";"18.07";"1.39"
"Belfort Park Dr";"Jun 19, 2026, 18:00:00";"1.93";"22.01";"1.29"
"Belfort Park Dr";"Jun 19, 2026, 17:00:00";"0.39";"26.79";"1.36"
"Belfort Park Dr";"Jun 19, 2026, 16:00:00";"1.29";"26.57";"1.71"
"Belfort Park Dr";"Jun 19, 2026, 15:00:00";"0.87";"30.17";"1.38"
"Belfort Park Dr";"Jun 19, 2026, 14:00:00";"0.2";"30.79";"1.43"
"Belfort Park Dr";"Jun 19, 2026, 13:00:00";"0.21";"30.09";"2.8"
"Belfort Park Dr";"Jun 19, 2026, 12:00:00";"1.1";"23.74";"1.94"
"Belfort Park Dr";"Jun 19, 2026, 11:00:00";"4.71";"20.25";"1.12"
"Belfort Park Dr";"Jun 19, 2026, 10:00:00";"5.21";"19.99";"1.42"
"Belfort Park Dr";"Jun 19, 2026, 09:00:00";"6.54";"23.05";"1.63"
"Belfort Park Dr";"Jun 19, 2026, 08:00:00";"6.15";"23.94";"2.08"
"Belfort Park Dr";"Jun 19, 2026, 07:00:00";"9.73";"22.76";"2.48"
"Belfort Park Dr";"Jun 19, 2026, 06:00:00";"3.97";"20.59";"2.45"
"Belfort Park Dr";"Jun 19, 2026, 05:00:00";"2.46";"18.69";"2.32"
"Belfort Park Dr";"Jun 19, 2026, 04:00:00";"1.3";"18.2";"1.89"
"Belfort Park Dr";"Jun 19, 2026, 03:00:00";"1.08";"17.38";"1.84"
"Belfort Park Dr";"Jun 19, 2026, 02:00:00";"1.73";"16.48";"1.6"
"Belfort Park Dr";"Jun 19, 2026, 01:00:00";"0.99";"17.47";"1.55"
"Belfort Park Dr";"Jun 19, 2026, 00:00:00";"1.26";"20.31";"1.62"
"Belfort Park Dr";"Jun 18, 2026, 23:00:00";"5.75";"22.11";"1.81"
"Belfort Park Dr";"Jun 18, 2026, 22:00:00";"3.3";"28.44";"2.25"
"Belfort Park Dr";"Jun 18, 2026, 21:00:00";"1.46";"32.08";"2.4"
"Belfort Park Dr";"Jun 18, 2026, 20:00:00";"2.16";"37.46";"2.29"
"Belfort Park Dr";"Jun 18, 2026, 19:00:00";"20";"42.5";"2.72"
"Belfort Park Dr";"Jun 18, 2026, 18:00:00";"0.01";"45.65";"2.68"
"Belfort Park Dr";"Jun 18, 2026, 17:00:00";"0.61";"49.4";"3.09"
"Belfort Park Dr";"Jun 18, 2026, 16:00:00";"1.83";"50.24";"3.53"
"Belfort Park Dr";"Jun 18, 2026, 15:00:00";"3.19";"54.56";"5.16"
"Belfort Park Dr";"Jun 18, 2026, 14:00:00";"0.84";"65.78";"6.57"
"Belfort Park Dr";"Jun 18, 2026, 13:00:00";"4.85";"60.3";"7.01"
"Belfort Park Dr";"Jun 18, 2026, 12:00:00";"10.44";"48.29";"6.07"
"Belfort Park Dr";"Jun 18, 2026, 11:00:00";"11.06";"44.93";"5.43"
"Belfort Park Dr";"Jun 18, 2026, 10:00:00";"13.22";"40.47";"4.99"
"Belfort Park Dr";"Jun 18, 2026, 09:00:00";"11.27";"39.27";"4.72"
"Belfort Park Dr";"Jun 18, 2026, 08:00:00";"12.16";"38.75";"6.48"
"Belfort Park Dr";"Jun 18, 2026, 07:00:00";"10.49";"35.94";"6.19"
"Belfort Park Dr";"Jun 18, 2026, 06:00:00";"7.87";"38.65";"7.53"
"Belfort Park Dr";"Jun 18, 2026, 05:00:00";"5.44";"38.66";"8.45"
"Belfort Park Dr";"Jun 18, 2026, 04:00:00";"3.98";"38.04";"9.21"
"Belfort Park Dr";"Jun 18, 2026, 03:00:00";"3.68";"34.92";"8.41"
"Belfort Park Dr";"Jun 18, 2026, 02:00:00";"3.6";"30.32";"7.88"
"Belfort Park Dr";"Jun 18, 2026, 01:00:00";"2.87";"30.45";"6.09"
"Belfort Park Dr";"Jun 18, 2026, 00:00:00";"2.61";"30.02";"4.88"
"Belfort Park Dr";"Jun 17, 2026, 23:00:00";"2.52";"26.86";"4.22"
"Belfort Park Dr";"Jun 17, 2026, 22:00:00";"1.94";"26.34";"3.65"
"Belfort Park Dr";"Jun 17, 2026, 21:00:00";"0.88";"26.09";"2.62"
"Belfort Park Dr";"Jun 17, 2026, 20:00:00";"2";"26.76";"2.41"
"Belfort Park Dr";"Jun 17, 2026, 19:00:00";"1.72";"27.19";"2.32"
"Belfort Park Dr";"Jun 17, 2026, 18:00:00";"3.16";"30.86";"2.71"
"Belfort Park Dr";"Jun 17, 2026, 17:00:00";"1.3";"31.43";"2.16"
"Belfort Park Dr";"Jun 17, 2026, 16:00:00";"0.4";"35.22";"2.66"
"Belfort Park Dr";"Jun 17, 2026, 15:00:00";"0.67";"35.99";"2.75"
"Belfort Park Dr";"Jun 17, 2026, 14:00:00";"0.26";"39.33";"2.14"
"Belfort Park Dr";"Jun 17, 2026, 13:00:00";"0.2";"41.31";"2.54"
"Belfort Park Dr";"Jun 17, 2026, 12:00:00";"0.01";"41.96";"2.88"
"Belfort Park Dr";"Jun 17, 2026, 11:00:00";"1.41";"43.02";"3.97"
"Belfort Park Dr";"Jun 17, 2026, 10:00:00";"7.46";"43.62";"4.38"
"Belfort Park Dr";"Jun 17, 2026, 09:00:00";"8.17";"43.51";"4.76"
"Belfort Park Dr";"Jun 17, 2026, 08:00:00";"12.66";"45.02";"4.19"
"Belfort Park Dr";"Jun 17, 2026, 07:00:00";"10.89";"43.09";"4.77"
"Belfort Park Dr";"Jun 17, 2026, 06:00:00";"9.43";"39.57";"4.43"
"Belfort Park Dr";"Jun 17, 2026, 05:00:00";"5.62";"36.83";"2.89"
"Belfort Park Dr";"Jun 17, 2026, 04:00:00";"5.31";"33.77";"2.55"
"Belfort Park Dr";"Jun 17, 2026, 03:00:00";"4.93";"28.95";"2.31"
"Belfort Park Dr";"Jun 17, 2026, 02:00:00";"3.86";"26.21";"1.72"
"Belfort Park Dr";"Jun 17, 2026, 01:00:00";"3.62";"21.86";"1.58"
"Belfort Park Dr";"Jun 17, 2026, 00:00:00";"3.6";"19.4";"1.88"
"Belfort Park Dr";"Jun 16, 2026, 23:00:00";"3.84";"17.41";"1.93"
"Belfort Park Dr";"Jun 16, 2026, 22:00:00";"3.62";"14.7";"1.6"
"Belfort Park Dr";"Jun 16, 2026, 21:00:00";"2.37";"11.83";"1.57"
"Belfort Park Dr";"Jun 16, 2026, 20:00:00";"2.95";"10.54";"1.22"
"Belfort Park Dr";"Jun 16, 2026, 19:00:00";"2.45";"9.2";"1.44"
"Belfort Park Dr";"Jun 16, 2026, 18:00:00";"1.78";"10.36";"1.61"
"Belfort Park Dr";"Jun 16, 2026, 17:00:00";"0.65";"11.79";"1.12"
"Belfort Park Dr";"Jun 16, 2026, 16:00:00";"0.24";"12.35";"1.57"
"Belfort Park Dr";"Jun 16, 2026, 15:00:00";"1.6";"11.2";"1.52"
"Belfort Park Dr";"Jun 16, 2026, 14:00:00";"0.47";"17.18";"1.34"
"Belfort Park Dr";"Jun 16, 2026, 13:00:00";"0.08";"18.58";"1.01"
"Belfort Park Dr";"Jun 16, 2026, 12:00:00";"0.09";"19.3";"0.97"
"Belfort Park Dr";"Jun 16, 2026, 11:00:00";"0.41";"17.39";"0.93"
"Belfort Park Dr";"Jun 16, 2026, 10:00:00";"1.83";"16.08";"1.31"
"Belfort Park Dr";"Jun 16, 2026, 09:00:00";"5.63";"24.52";"1.16"
"Belfort Park Dr";"Jun 16, 2026, 08:00:00";"10.46";"22.99";"1.35"
"Belfort Park Dr";"Jun 16, 2026, 07:00:00";"12.29";"20.44";"1.78"
"Belfort Park Dr";"Jun 16, 2026, 06:00:00";"8.03";"18.17";"1.44"
"Belfort Park Dr";"Jun 16, 2026, 05:00:00";"4.83";"16.79";"0.83"
"Belfort Park Dr";"Jun 16, 2026, 04:00:00";"3.36";"16.65";"0.9"
"Belfort Park Dr";"Jun 16, 2026, 03:00:00";"2.66";"16.62";"0.83"
"Belfort Park Dr";"Jun 16, 2026, 02:00:00";"2.67";"18.26";"1.11"
"Belfort Park Dr";"Jun 16, 2026, 01:00:00";"3.02";"20.1";"1.51"
"Belfort Park Dr";"Jun 16, 2026, 00:00:00";"2.68";"22.07";"2.12"
"Belfort Park Dr";"Jun 15, 2026, 23:00:00";"3.58";"21.63";"1.58"
"Belfort Park Dr";"Jun 15, 2026, 22:00:00";"3.39";"20.96";"2.33"
"Belfort Park Dr";"Jun 15, 2026, 21:00:00";"2.55";"17.78";"3.05"
"Belfort Park Dr";"Jun 15, 2026, 20:00:00";"2.31";"15.91";"3.45"
"Belfort Park Dr";"Jun 15, 2026, 19:00:00";"1.39";"14.82";"2.85"
"Belfort Park Dr";"Jun 15, 2026, 18:00:00";"1.5";"18.41";"2.87"
"Belfort Park Dr";"Jun 15, 2026, 17:00:00";"1.49";"18.64";"2.37"
"Belfort Park Dr";"Jun 15, 2026, 16:00:00";"0.73";"21.76";"1.84"
"Belfort Park Dr";"Jun 15, 2026, 15:00:00";"0.45";"26.45";"1.68"
"Belfort Park Dr";"Jun 15, 2026, 14:00:00";"0.61";"27.69";"1.97"
"Belfort Park Dr";"Jun 15, 2026, 13:00:00";"1.04";"25.3";"3.55"
"Belfort Park Dr";"Jun 15, 2026, 12:00:00";"0.76";"26.49";"3.82"
"Belfort Park Dr";"Jun 15, 2026, 11:00:00";"0.19";"28.48";"3.44"
"Belfort Park Dr";"Jun 15, 2026, 10:00:00";"0.49";"24.75";"3.77"
"Belfort Park Dr";"Jun 15, 2026, 09:00:00";"2.86";"30.57";"3.77"
"Belfort Park Dr";"Jun 15, 2026, 08:00:00";"3.84";"35.66";"3.08"
"Belfort Park Dr";"Jun 15, 2026, 07:00:00";"4.54";"35.6";"1.96"
"Belfort Park Dr";"Jun 15, 2026, 06:00:00";"2.34";"36.28";"1.02"
"Belfort Park Dr";"Jun 15, 2026, 05:00:00";"1.86";"37.39";"1.22"
"Belfort Park Dr";"Jun 15, 2026, 04:00:00";"0.72";"36.89";"1.15"
"Belfort Park Dr";"Jun 15, 2026, 03:00:00";"0.64";"42.03";"0.91"
"Belfort Park Dr";"Jun 15, 2026, 02:00:00";"0.89";"43.56";"0.82"
"Belfort Park Dr";"Jun 15, 2026, 01:00:00";"1.07";"53.8";"2.72"
"Belfort Park Dr";"Jun 15, 2026, 00:00:00";"6.77";"62.99";"6.36"
"Belfort Park Dr";"Jun 14, 2026, 23:00:00";"5.73";"60.29";"6.41"
"Belfort Park Dr";"Jun 14, 2026, 22:00:00";"2.07";"63.13";"6.69"
"Belfort Park Dr";"Jun 14, 2026, 21:00:00";"1.69";"76.03";"9.55"
"Belfort Park Dr";"Jun 14, 2026, 20:00:00";"1.78";"77.6";"10.24"
"Belfort Park Dr";"Jun 14, 2026, 19:00:00";"0.2";"72.28";"10.52"
"Belfort Park Dr";"Jun 14, 2026, 18:00:00";"0.02";"66.98";"8.82"
"Belfort Park Dr";"Jun 14, 2026, 17:00:00";"0";"69.09";"7.37"
"Belfort Park Dr";"Jun 14, 2026, 16:00:00";"0";"67.13";"7.95"
"Belfort Park Dr";"Jun 14, 2026, 15:00:00";"0.14";"63.15";"6.89"
"Belfort Park Dr";"Jun 14, 2026, 14:00:00";"0";"65.6";"6.85"
"Belfort Park Dr";"Jun 14, 2026, 13:00:00";"0";"67.63";"6.14"
"Belfort Park Dr";"Jun 14, 2026, 12:00:00";"0";"65.32";"5.29"
"Belfort Park Dr";"Jun 14, 2026, 11:00:00";"0.06";"77.97";"6.05"
"Belfort Park Dr";"Jun 14, 2026, 10:00:00";"2.14";"75.56";"6.86"
"Belfort Park Dr";"Jun 14, 2026, 09:00:00";"5.56";"63.99";"6.5"
"Belfort Park Dr";"Jun 14, 2026, 08:00:00";"6.42";"61.32";"5.75"
"Belfort Park Dr";"Jun 14, 2026, 07:00:00";"6.01";"58.07";"5.28"
"Belfort Park Dr";"Jun 14, 2026, 06:00:00";"3.87";"57.52";"5.18"
"Belfort Park Dr";"Jun 14, 2026, 05:00:00";"4.41";"52.35";"4.16"
"Belfort Park Dr";"Jun 14, 2026, 04:00:00";"4.3";"54.54";"3.66"
"Belfort Park Dr";"Jun 14, 2026, 03:00:00";"4.12";"52.32";"3.98"
"Belfort Park Dr";"Jun 14, 2026, 02:00:00";"2.7";"47.5";"3.87"
"Belfort Park Dr";"Jun 14, 2026, 01:00:00";"7.88";"50.21";"4.01"
"Belfort Park Dr";"Jun 14, 2026, 00:00:00";"8.13";"47.82";"3.49"
"Belfort Park Dr";"Jun 13, 2026, 23:00:00";"13.42";"46.15";"3.16"
"Belfort Park Dr";"Jun 13, 2026, 22:00:00";"2.89";"44.91";"2.74"
"Belfort Park Dr";"Jun 13, 2026, 21:00:00";"2.26";"47.74";"3.32"
"Belfort Park Dr";"Jun 13, 2026, 20:00:00";"0.67";"46.52";"2.17"
"Belfort Park Dr";"Jun 13, 2026, 19:00:00";"0.13";"46.01";"2.07"
"Belfort Park Dr";"Jun 13, 2026, 18:00:00";"0.17";"51.62";"1.9"
"Belfort Park Dr";"Jun 13, 2026, 17:00:00";"0";"53.05";"1.82"
"Belfort Park Dr";"Jun 13, 2026, 16:00:00";"0.12";"58.61";"1.77"
"Belfort Park Dr";"Jun 13, 2026, 15:00:00";"0";"61.23";"3.83"
"Belfort Park Dr";"Jun 13, 2026, 14:00:00";"0.02";"67.17";"1.88"
"Belfort Park Dr";"Jun 13, 2026, 13:00:00";"0";"65.23";"1.74"
"Belfort Park Dr";"Jun 13, 2026, 12:00:00";"0";"66.54";"1.75"
"Belfort Park Dr";"Jun 13, 2026, 11:00:00";"0";"65.28";"1.81"
"Belfort Park Dr";"Jun 13, 2026, 10:00:00";"0.17";"66.44";"2.1"
"Belfort Park Dr";"Jun 13, 2026, 09:00:00";"0.85";"71.72";"2.84"
"Belfort Park Dr";"Jun 13, 2026, 08:00:00";"4.64";"72.68";"2.85"
"Belfort Park Dr";"Jun 13, 2026, 07:00:00";"3.4";"71.07";"3.92"
"Belfort Park Dr";"Jun 13, 2026, 06:00:00";"2.63";"69.87";"4.31"
"Belfort Park Dr";"Jun 13, 2026, 05:00:00";"0.4";"70.33";"3.81"
"Belfort Park Dr";"Jun 13, 2026, 04:00:00";"0.1";"74.23";"3.7"
"Belfort Park Dr";"Jun 13, 2026, 03:00:00";"0";"85.15";"4.1"
"Belfort Park Dr";"Jun 13, 2026, 02:00:00";"1.08";"102.62";"6.76"
"Belfort Park Dr";"Jun 13, 2026, 01:00:00";"1.96";"105.17";"6.26"
"Belfort Park Dr";"Jun 13, 2026, 00:00:00";"9.09";"102.73";"5.14"
"Belfort Park Dr";"Jun 12, 2026, 23:00:00";"22.35";"99.06";"5.24"
"Belfort Park Dr";"Jun 12, 2026, 22:00:00";"14.58";"86.9";"4.72"
"Belfort Park Dr";"Jun 12, 2026, 21:00:00";"12.63";"77.92";"4.69"
"Belfort Park Dr";"Jun 12, 2026, 20:00:00";"2.46";"75.78";"5.15"
"Belfort Park Dr";"Jun 12, 2026, 19:00:00";"0.89";"112.5";"5.02"
"Belfort Park Dr";"Jun 12, 2026, 18:00:00";"1.56";"115.27";"5.35"
"Belfort Park Dr";"Jun 12, 2026, 17:00:00";"1.6";"111.75";"5.19"
"Belfort Park Dr";"Jun 12, 2026, 16:00:00";"0";"110.65";"5.26"
"Belfort Park Dr";"Jun 12, 2026, 15:00:00";"0";"119.18";"5.98"
"Belfort Park Dr";"Jun 12, 2026, 14:00:00";"0";"118.17";"5.68"
"Belfort Park Dr";"Jun 12, 2026, 13:00:00";"0";"119.59";"6.47"
"Belfort Park Dr";"Jun 12, 2026, 12:00:00";"0";"135.16";"7.04"
"Belfort Park Dr";"Jun 12, 2026, 11:00:00";"0";"134.58";"8.4"
"Belfort Park Dr";"Jun 12, 2026, 10:00:00";"0.75";"125.72";"7.08"
"Belfort Park Dr";"Jun 12, 2026, 09:00:00";"7.29";"104.91";"5.87"
"Belfort Park Dr";"Jun 12, 2026, 08:00:00";"13.8";"90.05";"4.42"
"Belfort Park Dr";"Jun 12, 2026, 07:00:00";"16.44";"90.2";"4.23"
"Belfort Park Dr";"Jun 12, 2026, 06:00:00";"15.25";"87.53";"4.32"
"Belfort Park Dr";"Jun 12, 2026, 05:00:00";"10.79";"90.76";"4.62"
"Belfort Park Dr";"Jun 12, 2026, 04:00:00";"11.81";"86.5";"3.56"
"Belfort Park Dr";"Jun 12, 2026, 03:00:00";"12.71";"86.3";"3.93"
"Belfort Park Dr";"Jun 12, 2026, 02:00:00";"11.6";"88.79";"5.32"
"Belfort Park Dr";"Jun 12, 2026, 01:00:00";"13.01";"92.09";"7.08"
"Belfort Park Dr";"Jun 12, 2026, 00:00:00";"13.86";"86.29";"7.37"
"Belfort Park Dr";"Jun 11, 2026, 23:00:00";"4.11";"76.88";"5.86"
"Belfort Park Dr";"Jun 11, 2026, 22:00:00";"2.12";"74.14";"6.73"
"Belfort Park Dr";"Jun 11, 2026, 21:00:00";"3.81";"80.99";"5.9"
"Belfort Park Dr";"Jun 11, 2026, 20:00:00";"0";"100.32";"10.76"
"Belfort Park Dr";"Jun 11, 2026, 19:00:00";"0.59";"105.79";"9.89"
"Belfort Park Dr";"Jun 11, 2026, 18:00:00";"0";"116.31";"11.04"
"Belfort Park Dr";"Jun 11, 2026, 17:00:00";"0";"120.91";"10.5"
