sep=;
"Location";"Date";"NO2 (ppb)";"VOCs (ppb)";"PM2.5 (µg/m³)"
"Broad Run HS";"Aug 10, 2026, 23:00:00";"8.7";"424.33";"6.79"
"Broad Run HS";"Aug 10, 2026, 22:00:00";"8.09";"412.75";"4.93"
"Broad Run HS";"Aug 10, 2026, 21:00:00";"8.87";"366.9";"5.94"
"Broad Run HS";"Aug 10, 2026, 20:00:00";"10.99";"360.93";"5.5"
"Broad Run HS";"Aug 10, 2026, 19:00:00";"14.45";"339";"5.89"
"Broad Run HS";"Aug 10, 2026, 18:00:00";"14.95";"251.4";"7.13"
"Broad Run HS";"Aug 10, 2026, 17:00:00";"18.14";"109.89";"6.98"
"Broad Run HS";"Aug 10, 2026, 16:00:00";"0.8";"0";"16.86"
"Broad Run HS";"Aug 10, 2026, 15:00:00";"0";"0.36";"18.54"
"Broad Run HS";"Aug 10, 2026, 14:00:00";"0.06";"2.3";"19.9"
"Broad Run HS";"Aug 10, 2026, 13:00:00";"0";"11.82";"21.26"
"Broad Run HS";"Aug 10, 2026, 12:00:00";"0";"26.33";"17.78"
"Broad Run HS";"Aug 10, 2026, 11:00:00";"0";"72.6";"22.32"
"Broad Run HS";"Aug 10, 2026, 10:00:00";"0";"151.99";"18.17"
"Broad Run HS";"Aug 10, 2026, 09:00:00";"2.02";"258.99";"14.44"
"Broad Run HS";"Aug 10, 2026, 08:00:00";"4.69";"354.73";"11.36"
"Broad Run HS";"Aug 10, 2026, 07:00:00";"4.5";"354.81";"12.7"
"Broad Run HS";"Aug 10, 2026, 06:00:00";"2.04";"354.81";"15.44"
"Broad Run HS";"Aug 10, 2026, 05:00:00";"2.66";"358";"15.63"
"Broad Run HS";"Aug 10, 2026, 04:00:00";"3.44";"329.21";"16.24"
"Broad Run HS";"Aug 10, 2026, 03:00:00";"4.29";"268.47";"15.25"
"Broad Run HS";"Aug 10, 2026, 02:00:00";"4.39";"199.66";"14.54"
"Broad Run HS";"Aug 10, 2026, 01:00:00";"4.18";"137.11";"15.2"
"Broad Run HS";"Aug 10, 2026, 00:00:00";"3.73";"117.44";"14.98"
"Broad Run HS";"Aug 9, 2026, 23:00:00";"6.03";"75.5";"15.62"
"Broad Run HS";"Aug 9, 2026, 22:00:00";"5.74";"41.6";"16.26"
"Broad Run HS";"Aug 9, 2026, 21:00:00";"5.38";"16.41";"17.75"
"Broad Run HS";"Aug 9, 2026, 20:00:00";"3.75";"0";"19.65"
"Broad Run HS";"Aug 9, 2026, 19:00:00";"0.82";"0";"20.17"
"Broad Run HS";"Aug 9, 2026, 18:00:00";"0.01";"0";"19.89"
"Broad Run HS";"Aug 9, 2026, 17:00:00";"0.13";"0";"17.92"
"Broad Run HS";"Aug 9, 2026, 16:00:00";"0";"0";"16.64"
"Broad Run HS";"Aug 9, 2026, 15:00:00";"0";"0";"17.5"
"Broad Run HS";"Aug 9, 2026, 14:00:00";"0";"2.95";"18.12"
"Broad Run HS";"Aug 9, 2026, 13:00:00";"0";"24.4";"18.06"
"Broad Run HS";"Aug 9, 2026, 12:00:00";"0";"86.82";"13.79"
"Broad Run HS";"Aug 9, 2026, 11:00:00";"0";"117.81";"12.13"
"Broad Run HS";"Aug 9, 2026, 10:00:00";"0";"161.52";"11.35"
"Broad Run HS";"Aug 9, 2026, 09:00:00";"0.05";"271.51";"8.21"
"Broad Run HS";"Aug 9, 2026, 08:00:00";"1.56";"387.58";"5.95"
"Broad Run HS";"Aug 9, 2026, 07:00:00";"2.99";"406.94";"6.97"
"Broad Run HS";"Aug 9, 2026, 06:00:00";"3.04";"389.62";"6.58"
"Broad Run HS";"Aug 9, 2026, 05:00:00";"3.61";"359.39";"6.35"
"Broad Run HS";"Aug 9, 2026, 04:00:00";"4.29";"309.17";"6.74"
"Broad Run HS";"Aug 9, 2026, 03:00:00";"4.99";"248.77";"7.43"
"Broad Run HS";"Aug 9, 2026, 02:00:00";"4.6";"165.02";"7.7"
"Broad Run HS";"Aug 9, 2026, 01:00:00";"4.91";"126.97";"7.8"
"Broad Run HS";"Aug 9, 2026, 00:00:00";"5.91";"82.65";"7.56"
"Broad Run HS";"Aug 8, 2026, 23:00:00";"5.49";"55.83";"7.9"
"Broad Run HS";"Aug 8, 2026, 22:00:00";"5.29";"38.17";"7.93"
"Broad Run HS";"Aug 8, 2026, 21:00:00";"4.83";"31.29";"8.35"
"Broad Run HS";"Aug 8, 2026, 20:00:00";"3.32";"22.57";"8.9"
"Broad Run HS";"Aug 8, 2026, 19:00:00";"1.44";"7.75";"10.49"
"Broad Run HS";"Aug 8, 2026, 18:00:00";"0.52";"1.95";"11.61"
"Broad Run HS";"Aug 8, 2026, 17:00:00";"1.22";"5.42";"11.83"
"Broad Run HS";"Aug 8, 2026, 16:00:00";"0";"1.99";"12.53"
"Broad Run HS";"Aug 8, 2026, 15:00:00";"0";"6.61";"11.66"
"Broad Run HS";"Aug 8, 2026, 14:00:00";"0.66";"37.8";"7.04"
"Broad Run HS";"Aug 8, 2026, 13:00:00";"0";"52.03";"7.66"
"Broad Run HS";"Aug 8, 2026, 12:00:00";"0";"65";"6.16"
"Broad Run HS";"Aug 8, 2026, 11:00:00";"0";"119.93";"5.15"
"Broad Run HS";"Aug 8, 2026, 10:00:00";"0";"229.2";"4.66"
"Broad Run HS";"Aug 8, 2026, 09:00:00";"0.15";"398.17";"3.93"
"Broad Run HS";"Aug 8, 2026, 08:00:00";"1.82";"527.67";"3.03"
"Broad Run HS";"Aug 8, 2026, 07:00:00";"1.17";"472.03";"4.37"
"Broad Run HS";"Aug 8, 2026, 06:00:00";"1.46";"450.28";"4.95"
"Broad Run HS";"Aug 8, 2026, 05:00:00";"2.4";"451.2";"4.35"
"Broad Run HS";"Aug 8, 2026, 04:00:00";"3.4";"438.08";"4.58"
"Broad Run HS";"Aug 8, 2026, 03:00:00";"4.8";"400.49";"3.89"
"Broad Run HS";"Aug 8, 2026, 02:00:00";"5.36";"359.38";"3.26"
"Broad Run HS";"Aug 8, 2026, 01:00:00";"5.66";"284.72";"3.01"
"Broad Run HS";"Aug 8, 2026, 00:00:00";"6.44";"215.53";"3.02"
"Broad Run HS";"Aug 7, 2026, 23:00:00";"6.42";"156.51";"2.59"
"Broad Run HS";"Aug 7, 2026, 22:00:00";"6.42";"112.35";"2.77"
"Broad Run HS";"Aug 7, 2026, 21:00:00";"6.57";"77.7";"3.19"
"Broad Run HS";"Aug 7, 2026, 20:00:00";"7.37";"51.99";"2.62"
"Broad Run HS";"Aug 7, 2026, 19:00:00";"6.81";"55.28";"3.96"
"Broad Run HS";"Aug 7, 2026, 18:00:00";"2.26";"43.66";"5.93"
"Broad Run HS";"Aug 7, 2026, 17:00:00";"1.93";"44.26";"4.77"
"Broad Run HS";"Aug 7, 2026, 16:00:00";"3.04";"25.04";"5.35"
"Broad Run HS";"Aug 7, 2026, 15:00:00";"0.51";"5.65";"5.38"
"Broad Run HS";"Aug 7, 2026, 14:00:00";"0";"14.31";"4.04"
"Broad Run HS";"Aug 7, 2026, 13:00:00";"0";"63.54";"4.17"
"Broad Run HS";"Aug 7, 2026, 12:00:00";"0";"133.97";"4.25"
"Broad Run HS";"Aug 7, 2026, 11:00:00";"0";"225.26";"4.23"
"Broad Run HS";"Aug 7, 2026, 10:00:00";"1.28";"322.98";"4.22"
"Broad Run HS";"Aug 7, 2026, 09:00:00";"3.2";"436.98";"3.43"
"Broad Run HS";"Aug 7, 2026, 08:00:00";"3.73";"555.5";"2.25"
"Broad Run HS";"Aug 7, 2026, 07:00:00";"2.25";"495.82";"4.87"
"Broad Run HS";"Aug 7, 2026, 06:00:00";"3.11";"498.84";"4.86"
"Broad Run HS";"Aug 7, 2026, 05:00:00";"4.87";"518.05";"4.21"
"Broad Run HS";"Aug 7, 2026, 04:00:00";"9.46";"590.34";"3.16"
"Broad Run HS";"Aug 7, 2026, 03:00:00";"15.12";"510.63";"3.65"
"Broad Run HS";"Aug 7, 2026, 02:00:00";"6.82";"477.03";"4.13"
"Broad Run HS";"Aug 7, 2026, 01:00:00";"4.87";"469.83";"4.68"
"Broad Run HS";"Aug 7, 2026, 00:00:00";"6.04";"449.96";"3.37"
"Broad Run HS";"Aug 6, 2026, 23:00:00";"7.23";"457.46";"3.18"
"Broad Run HS";"Aug 6, 2026, 22:00:00";"10.46";"473.54";"2.99"
"Broad Run HS";"Aug 6, 2026, 21:00:00";"11.32";"455.26";"3.56"
"Broad Run HS";"Aug 6, 2026, 20:00:00";"10.58";"377.16";"4.76"
"Broad Run HS";"Aug 6, 2026, 19:00:00";"6.16";"202.27";"3.39"
"Broad Run HS";"Aug 6, 2026, 18:00:00";"1";"197.1";"3.06"
"Broad Run HS";"Aug 6, 2026, 17:00:00";"8.36";"343.01";"3.98"
"Broad Run HS";"Aug 6, 2026, 16:00:00";"17.62";"196.03";"5.5"
"Broad Run HS";"Aug 6, 2026, 15:00:00";"0.21";"62.01";"10.25"
"Broad Run HS";"Aug 6, 2026, 14:00:00";"0";"87.07";"9.74"
"Broad Run HS";"Aug 6, 2026, 13:00:00";"0";"131.45";"9.98"
"Broad Run HS";"Aug 6, 2026, 12:00:00";"0";"207.91";"10.53"
"Broad Run HS";"Aug 6, 2026, 11:00:00";"0";"296.6";"11.59"
"Broad Run HS";"Aug 6, 2026, 10:00:00";"0";"449.45";"11.31"
"Broad Run HS";"Aug 6, 2026, 09:00:00";"0.55";"646.9";"10.58"
"Broad Run HS";"Aug 6, 2026, 08:00:00";"3.13";"759.66";"9.74"
"Broad Run HS";"Aug 6, 2026, 07:00:00";"4.55";"740.33";"10.36"
"Broad Run HS";"Aug 6, 2026, 06:00:00";"3.38";"716.97";"10.19"
"Broad Run HS";"Aug 6, 2026, 05:00:00";"2.98";"647.48";"10.83"
"Broad Run HS";"Aug 6, 2026, 04:00:00";"3.58";"630.76";"10.38"
"Broad Run HS";"Aug 6, 2026, 03:00:00";"4.29";"566.16";"10.38"
"Broad Run HS";"Aug 6, 2026, 02:00:00";"3.77";"454.51";"10.64"
"Broad Run HS";"Aug 6, 2026, 01:00:00";"4.57";"397.28";"11.02"
"Broad Run HS";"Aug 6, 2026, 00:00:00";"5.08";"339.45";"11.33"
"Broad Run HS";"Aug 5, 2026, 23:00:00";"5.07";"265.11";"11.11"
"Broad Run HS";"Aug 5, 2026, 22:00:00";"5.73";"219.49";"9.39"
"Broad Run HS";"Aug 5, 2026, 21:00:00";"3.53";"205.3";"3.85"
"Broad Run HS";"Aug 5, 2026, 20:00:00";"0.87";"195.58";"2.17"
"Broad Run HS";"Aug 5, 2026, 19:00:00";"2.1";"228.16";"1.55"
"Broad Run HS";"Aug 5, 2026, 18:00:00";"0.5";"180.01";"1.5"
"Broad Run HS";"Aug 5, 2026, 17:00:00";"0";"195.61";"1.19"
"Broad Run HS";"Aug 5, 2026, 16:00:00";"0.04";"231.28";"1.36"
"Broad Run HS";"Aug 5, 2026, 15:00:00";"1.89";"283.86";"1.73"
"Broad Run HS";"Aug 5, 2026, 14:00:00";"0.24";"262.34";"1.79"
"Broad Run HS";"Aug 5, 2026, 13:00:00";"0";"291.95";"1.94"
"Broad Run HS";"Aug 5, 2026, 12:00:00";"0.38";"449.29";"2.3"
"Broad Run HS";"Aug 5, 2026, 11:00:00";"2.46";"597.4";"2.08"
"Broad Run HS";"Aug 5, 2026, 10:00:00";"4.03";"632.04";"2.55"
"Broad Run HS";"Aug 5, 2026, 09:00:00";"4.98";"593.6";"2.94"
"Broad Run HS";"Aug 5, 2026, 08:00:00";"5.21";"598.56";"4.43"
"Broad Run HS";"Aug 5, 2026, 07:00:00";"6.02";"557.22";"4.63"
"Broad Run HS";"Aug 5, 2026, 06:00:00";"5.37";"480.07";"6.04"
"Broad Run HS";"Aug 5, 2026, 05:00:00";"6.63";"414.14";"5.76"
"Broad Run HS";"Aug 5, 2026, 04:00:00";"8.36";"293.62";"5.23"
"Broad Run HS";"Aug 5, 2026, 03:00:00";"7.3";"158.69";"3.75"
"Broad Run HS";"Aug 5, 2026, 02:00:00";"6.6";"103.86";"4.7"
"Broad Run HS";"Aug 5, 2026, 01:00:00";"6.23";"84.13";"5.08"
"Broad Run HS";"Aug 5, 2026, 00:00:00";"6.71";"75.15";"3.95"
"Broad Run HS";"Aug 4, 2026, 23:00:00";"7.73";"61.25";"3.97"
"Broad Run HS";"Aug 4, 2026, 22:00:00";"9.29";"48.29";"4.09"
"Broad Run HS";"Aug 4, 2026, 21:00:00";"10.05";"31.54";"4.48"
"Broad Run HS";"Aug 4, 2026, 20:00:00";"9.62";"9.28";"4.82"
"Broad Run HS";"Aug 4, 2026, 19:00:00";"10.19";"0";"5.27"
"Broad Run HS";"Aug 4, 2026, 18:00:00";"6.96";"0";"5.41"
"Broad Run HS";"Aug 4, 2026, 17:00:00";"7.68";"0";"5.49"
"Broad Run HS";"Aug 4, 2026, 16:00:00";"4.37";"0";"5.9"
"Broad Run HS";"Aug 4, 2026, 15:00:00";"2.38";"0";"5.05"
"Broad Run HS";"Aug 4, 2026, 14:00:00";"1.73";"0";"5.07"
"Broad Run HS";"Aug 4, 2026, 13:00:00";"0.63";"1.64";"4.77"
"Broad Run HS";"Aug 4, 2026, 12:00:00";"1.04";"20.71";"4.47"
"Broad Run HS";"Aug 4, 2026, 11:00:00";"1.57";"46.51";"3.87"
"Broad Run HS";"Aug 4, 2026, 10:00:00";"2.43";"78.36";"3.77"
"Broad Run HS";"Aug 4, 2026, 09:00:00";"4.7";"145.41";"3.76"
"Broad Run HS";"Aug 4, 2026, 08:00:00";"6.14";"189.18";"4.13"
"Broad Run HS";"Aug 4, 2026, 07:00:00";"6.41";"178.78";"4.86"
"Broad Run HS";"Aug 4, 2026, 06:00:00";"6.46";"163.76";"5.02"
"Broad Run HS";"Aug 4, 2026, 05:00:00";"6.06";"131.21";"4.94"
"Broad Run HS";"Aug 4, 2026, 04:00:00";"6.07";"113.85";"5.02"
"Broad Run HS";"Aug 4, 2026, 03:00:00";"6.8";"89.27";"4.98"
"Broad Run HS";"Aug 4, 2026, 02:00:00";"7.16";"57.92";"4.91"
"Broad Run HS";"Aug 4, 2026, 01:00:00";"7.3";"36.95";"4.93"
"Broad Run HS";"Aug 4, 2026, 00:00:00";"7.29";"20.49";"4.78"
"Broad Run HS";"Aug 3, 2026, 23:00:00";"8.51";"8";"5.49"
"Broad Run HS";"Aug 3, 2026, 22:00:00";"9.63";"0.16";"6.12"
"Broad Run HS";"Aug 3, 2026, 21:00:00";"8.2";"0";"7.37"
"Broad Run HS";"Aug 3, 2026, 20:00:00";"6.69";"0";"6.01"
"Broad Run HS";"Aug 3, 2026, 19:00:00";"5.84";"0";"5.42"
"Broad Run HS";"Aug 3, 2026, 18:00:00";"2.11";"0";"4.67"
"Broad Run HS";"Aug 3, 2026, 17:00:00";"0.79";"0";"2.58"
"Broad Run HS";"Aug 3, 2026, 16:00:00";"0.16";"3.41";"1.17"
"Broad Run HS";"Aug 3, 2026, 15:00:00";"0.23";"28.37";"2.14"
"Broad Run HS";"Aug 3, 2026, 14:00:00";"0.91";"59.37";"5.56"
"Broad Run HS";"Aug 3, 2026, 13:00:00";"0.26";"72.93";"6.8"
"Broad Run HS";"Aug 3, 2026, 12:00:00";"0";"176.93";"7.81"
"Broad Run HS";"Aug 3, 2026, 11:00:00";"0";"368.24";"8.46"
"Broad Run HS";"Aug 3, 2026, 10:00:00";"0.01";"639.2";"8.45"
"Broad Run HS";"Aug 3, 2026, 09:00:00";"1.91";"844.42";"8.32"
"Broad Run HS";"Aug 3, 2026, 08:00:00";"3.94";"855.26";"8.3"
"Broad Run HS";"Aug 3, 2026, 07:00:00";"3.12";"826.49";"8.35"
"Broad Run HS";"Aug 3, 2026, 06:00:00";"4.17";"884.78";"6.85"
"Broad Run HS";"Aug 3, 2026, 05:00:00";"5.52";"878.97";"5.67"
"Broad Run HS";"Aug 3, 2026, 04:00:00";"5.64";"857.7";"4.93"
"Broad Run HS";"Aug 3, 2026, 03:00:00";"6.6";"857.35";"4.68"
"Broad Run HS";"Aug 3, 2026, 02:00:00";"6.54";"834.97";"5.16"
"Broad Run HS";"Aug 3, 2026, 01:00:00";"8.31";"843.04";"4.48"
"Broad Run HS";"Aug 3, 2026, 00:00:00";"9.92";"820.39";"4.17"
"Broad Run HS";"Aug 2, 2026, 23:00:00";"10.09";"813.17";"4.08"
"Broad Run HS";"Aug 2, 2026, 22:00:00";"11.02";"779.1";"4.12"
"Broad Run HS";"Aug 2, 2026, 21:00:00";"12.21";"742.47";"5.43"
"Broad Run HS";"Aug 2, 2026, 20:00:00";"11.77";"565.61";"7.61"
"Broad Run HS";"Aug 2, 2026, 19:00:00";"11.1";"533.05";"5.25"
"Broad Run HS";"Aug 2, 2026, 18:00:00";"7.65";"523.55";"5.11"
"Broad Run HS";"Aug 2, 2026, 17:00:00";"8.64";"569.26";"7.18"
"Broad Run HS";"Aug 2, 2026, 16:00:00";"5.96";"478.64";"6.56"
"Broad Run HS";"Aug 2, 2026, 15:00:00";"10.15";"544.01";"7.53"
"Broad Run HS";"Aug 2, 2026, 14:00:00";"8.87";"671.42";"6.21"
"Broad Run HS";"Aug 2, 2026, 13:00:00";"8.42";"709.4";"9.61"
"Broad Run HS";"Aug 2, 2026, 12:00:00";"10.25";"567.65";"8.34"
"Broad Run HS";"Aug 2, 2026, 11:00:00";"10.56";"476.41";"7.78"
"Broad Run HS";"Aug 2, 2026, 10:00:00";"12.04";"364.99";"7.6"
"Broad Run HS";"Aug 2, 2026, 09:00:00";"9.42";"273.72";"6.65"
"Broad Run HS";"Aug 2, 2026, 08:00:00";"10.13";"238.77";"6.03"
"Broad Run HS";"Aug 2, 2026, 07:00:00";"9.84";"194.98";"5.94"
"Broad Run HS";"Aug 2, 2026, 06:00:00";"8.46";"159.97";"5.97"
"Broad Run HS";"Aug 2, 2026, 05:00:00";"8.12";"139.42";"5.86"
"Broad Run HS";"Aug 2, 2026, 04:00:00";"7.28";"127.98";"5.96"
"Broad Run HS";"Aug 2, 2026, 03:00:00";"7.52";"110.95";"6.36"
"Broad Run HS";"Aug 2, 2026, 02:00:00";"7.48";"88.15";"6.96"
"Broad Run HS";"Aug 2, 2026, 01:00:00";"5.91";"64.98";"8.37"
"Broad Run HS";"Aug 2, 2026, 00:00:00";"9.12";"76.37";"11.45"
"Broad Run HS";"Aug 1, 2026, 23:00:00";"9.65";"84.13";"13.44"
"Broad Run HS";"Aug 1, 2026, 22:00:00";"8.92";"52.83";"14.7"
"Broad Run HS";"Aug 1, 2026, 21:00:00";"9.48";"40.82";"16.57"
"Broad Run HS";"Aug 1, 2026, 20:00:00";"10.99";"28.28";"17.9"
"Broad Run HS";"Aug 1, 2026, 19:00:00";"10.47";"11.39";"18.21"
"Broad Run HS";"Aug 1, 2026, 18:00:00";"9.23";"2.21";"14.41"
"Broad Run HS";"Aug 1, 2026, 17:00:00";"7.59";"0";"11.25"
"Broad Run HS";"Aug 1, 2026, 16:00:00";"5.53";"0";"10.09"
"Broad Run HS";"Aug 1, 2026, 15:00:00";"2.8";"0";"9.2"
"Broad Run HS";"Aug 1, 2026, 14:00:00";"2.44";"0";"8.6"
"Broad Run HS";"Aug 1, 2026, 13:00:00";"1.86";"6.92";"8.74"
"Broad Run HS";"Aug 1, 2026, 12:00:00";"3.31";"21.08";"8.15"
"Broad Run HS";"Aug 1, 2026, 11:00:00";"2.61";"44.96";"7.85"
"Broad Run HS";"Aug 1, 2026, 10:00:00";"5.8";"86.18";"6.87"
"Broad Run HS";"Aug 1, 2026, 09:00:00";"10.49";"126.82";"6.23"
"Broad Run HS";"Aug 1, 2026, 08:00:00";"9.54";"181.51";"5.1"
"Broad Run HS";"Aug 1, 2026, 07:00:00";"6.64";"165.94";"6.1"
"Broad Run HS";"Aug 1, 2026, 06:00:00";"5.62";"147.16";"6.34"
"Broad Run HS";"Aug 1, 2026, 05:00:00";"6.98";"129.76";"6.73"
"Broad Run HS";"Aug 1, 2026, 04:00:00";"6.86";"111.63";"7.64"
"Broad Run HS";"Aug 1, 2026, 03:00:00";"7.46";"91.23";"8.44"
"Broad Run HS";"Aug 1, 2026, 02:00:00";"8.32";"67.66";"8.87"
"Broad Run HS";"Aug 1, 2026, 01:00:00";"11.1";"38.92";"9.08"
"Broad Run HS";"Aug 1, 2026, 00:00:00";"14.11";"22.69";"9.46"
"Broad Run HS";"Jul 31, 2026, 23:00:00";"10.75";"8.86";"8.82"
"Broad Run HS";"Jul 31, 2026, 22:00:00";"10.32";"0";"9.5"
"Broad Run HS";"Jul 31, 2026, 21:00:00";"8.74";"0";"11.05"
"Broad Run HS";"Jul 31, 2026, 20:00:00";"5.4";"0";"10.49"
"Broad Run HS";"Jul 31, 2026, 19:00:00";"4.4";"0";"10.89"
"Broad Run HS";"Jul 31, 2026, 18:00:00";"2.84";"0";"11.82"
"Broad Run HS";"Jul 31, 2026, 17:00:00";"1.17";"0";"11.85"
"Broad Run HS";"Jul 31, 2026, 16:00:00";"2.13";"0";"11.16"
"Broad Run HS";"Jul 31, 2026, 15:00:00";"0.01";"0";"11.07"
"Broad Run HS";"Jul 31, 2026, 14:00:00";"1.62";"0";"10.86"
"Broad Run HS";"Jul 31, 2026, 13:00:00";"1.51";"0";"10.2"
"Broad Run HS";"Jul 31, 2026, 12:00:00";"0.54";"0";"8.56"
"Broad Run HS";"Jul 31, 2026, 11:00:00";"0.75";"0";"7.21"
"Broad Run HS";"Jul 31, 2026, 10:00:00";"2.13";"0.85";"6.09"
"Broad Run HS";"Jul 31, 2026, 09:00:00";"7.26";"16.5";"5.45"
"Broad Run HS";"Jul 31, 2026, 08:00:00";"7.83";"48.06";"4.07"
"Broad Run HS";"Jul 31, 2026, 07:00:00";"8.26";"56.6";"4.03"
"Broad Run HS";"Jul 31, 2026, 06:00:00";"7.44";"41.06";"4.38"
"Broad Run HS";"Jul 31, 2026, 05:00:00";"6.04";"24.93";"4.01"
"Broad Run HS";"Jul 31, 2026, 04:00:00";"5.11";"14.21";"3.91"
"Broad Run HS";"Jul 31, 2026, 03:00:00";"4.74";"8.57";"3.76"
"Broad Run HS";"Jul 31, 2026, 02:00:00";"4.61";"4.12";"3.53"
"Broad Run HS";"Jul 31, 2026, 01:00:00";"5.76";"0.69";"3.49"
"Broad Run HS";"Jul 31, 2026, 00:00:00";"5.64";"0";"3.78"
"Broad Run HS";"Jul 30, 2026, 23:00:00";"5.38";"0";"3.62"
"Broad Run HS";"Jul 30, 2026, 22:00:00";"4.7";"0";"3.65"
"Broad Run HS";"Jul 30, 2026, 21:00:00";"4.63";"0";"3.76"
"Broad Run HS";"Jul 30, 2026, 20:00:00";"4.34";"0";"3.86"
"Broad Run HS";"Jul 30, 2026, 19:00:00";"4";"0";"3.94"
"Broad Run HS";"Jul 30, 2026, 18:00:00";"3.98";"0";"3.95"
"Broad Run HS";"Jul 30, 2026, 17:00:00";"3.91";"0";"4.17"
"Broad Run HS";"Jul 30, 2026, 16:00:00";"2.35";"0";"4.5"
"Broad Run HS";"Jul 30, 2026, 15:00:00";"0.6";"0";"4.47"
"Broad Run HS";"Jul 30, 2026, 14:00:00";"0.73";"0";"4.71"
"Broad Run HS";"Jul 30, 2026, 13:00:00";"0.79";"0";"4.68"
"Broad Run HS";"Jul 30, 2026, 12:00:00";"0.43";"0";"4.41"
"Broad Run HS";"Jul 30, 2026, 11:00:00";"1.65";"0";"3.98"
"Broad Run HS";"Jul 30, 2026, 10:00:00";"2.94";"0";"3.56"
"Broad Run HS";"Jul 30, 2026, 09:00:00";"4.41";"8.11";"3.37"
"Broad Run HS";"Jul 30, 2026, 08:00:00";"6.74";"32.03";"3.79"
"Broad Run HS";"Jul 30, 2026, 07:00:00";"6.22";"27.95";"3.65"
"Broad Run HS";"Jul 30, 2026, 06:00:00";"5.72";"23.51";"3.69"
"Broad Run HS";"Jul 30, 2026, 05:00:00";"6.03";"23";"4.55"
"Broad Run HS";"Jul 30, 2026, 04:00:00";"6.44";"17.92";"5.19"
"Broad Run HS";"Jul 30, 2026, 03:00:00";"7.18";"11.08";"5.82"
"Broad Run HS";"Jul 30, 2026, 02:00:00";"8.85";"46.47";"6.65"
"Broad Run HS";"Jul 30, 2026, 01:00:00";"9.87";"44.61";"7.54"
"Broad Run HS";"Jul 30, 2026, 00:00:00";"10.44";"41.94";"8.17"
"Broad Run HS";"Jul 29, 2026, 23:00:00";"10.46";"40.97";"7.89"
"Broad Run HS";"Jul 29, 2026, 22:00:00";"9.85";"43.34";"7.87"
"Broad Run HS";"Jul 29, 2026, 21:00:00";"9.63";"41.4";"9.06"
"Broad Run HS";"Jul 29, 2026, 20:00:00";"9.77";"38.72";"9.63"
"Broad Run HS";"Jul 29, 2026, 19:00:00";"10.21";"37.19";"9.56"
"Broad Run HS";"Jul 29, 2026, 18:00:00";"9.33";"33.84";"11.7"
"Broad Run HS";"Jul 29, 2026, 17:00:00";"6.86";"33.52";"12.54"
"Broad Run HS";"Jul 29, 2026, 16:00:00";"6.19";"35.67";"13.21"
"Broad Run HS";"Jul 29, 2026, 15:00:00";"6.44";"37.2";"14.23"
"Broad Run HS";"Jul 29, 2026, 14:00:00";"5.19";"39.63";"12.22"
"Broad Run HS";"Jul 29, 2026, 13:00:00";"4.61";"47.21";"12.54"
"Broad Run HS";"Jul 29, 2026, 12:00:00";"4.66";"64.43";"14.4"
"Broad Run HS";"Jul 29, 2026, 11:00:00";"3.73";"94.64";"14.84"
"Broad Run HS";"Jul 29, 2026, 10:00:00";"4.87";"152.11";"13.62"
"Broad Run HS";"Jul 29, 2026, 09:00:00";"8.43";"263.97";"12.88"
"Broad Run HS";"Jul 29, 2026, 08:00:00";"11.28";"344.12";"11.29"
"Broad Run HS";"Jul 29, 2026, 07:00:00";"9.07";"350.97";"11.64"
"Broad Run HS";"Jul 29, 2026, 06:00:00";"9.22";"356.32";"10.37"
"Broad Run HS";"Jul 29, 2026, 05:00:00";"9.78";"364.22";"8.4"
"Broad Run HS";"Jul 29, 2026, 04:00:00";"9.27";"379.48";"6.58"
"Broad Run HS";"Jul 29, 2026, 03:00:00";"8.79";"402.84";"5.26"
"Broad Run HS";"Jul 29, 2026, 02:00:00";"8.08";"412.12";"6.04"
"Broad Run HS";"Jul 29, 2026, 01:00:00";"8.04";"412.52";"6.82"
"Broad Run HS";"Jul 29, 2026, 00:00:00";"10.12";"405.02";"5.99"
"Broad Run HS";"Jul 28, 2026, 23:00:00";"10.49";"385.1";"4.97"
"Broad Run HS";"Jul 28, 2026, 22:00:00";"12.66";"343.14";"5.17"
"Broad Run HS";"Jul 28, 2026, 21:00:00";"13.01";"286.21";"4.91"
"Broad Run HS";"Jul 28, 2026, 20:00:00";"15.49";"269.66";"4.89"
"Broad Run HS";"Jul 28, 2026, 19:00:00";"17.93";"196.64";"6.6"
"Broad Run HS";"Jul 28, 2026, 18:00:00";"12";"84.28";"11.4"
"Broad Run HS";"Jul 28, 2026, 17:00:00";"6.82";"67.96";"18.1"
"Broad Run HS";"Jul 28, 2026, 16:00:00";"2.59";"79.35";"20.67"
"Broad Run HS";"Jul 28, 2026, 15:00:00";"1.91";"95.85";"24.23"
"Broad Run HS";"Jul 28, 2026, 14:00:00";"0.75";"138.06";"23.66"
"Broad Run HS";"Jul 28, 2026, 13:00:00";"3.79";"206.89";"21.41"
"Broad Run HS";"Jul 28, 2026, 12:00:00";"7.05";"248.27";"18.9"
"Broad Run HS";"Jul 28, 2026, 11:00:00";"7.52";"265.76";"18.3"
"Broad Run HS";"Jul 28, 2026, 10:00:00";"7.79";"267.47";"18.23"
"Broad Run HS";"Jul 28, 2026, 09:00:00";"10.2";"283.4";"17.44"
"Broad Run HS";"Jul 28, 2026, 08:00:00";"14.23";"292.82";"15.68"
