report_date,data_cutoff,export_date,site,deq_mean,deq_sd,deq_median,deq_p98,reg_n,reg_mean,reg_delta_mean,reg_sd,reg_delta_sd,reg_median,reg_delta_median,reg_p98,reg_delta_p98,reg_p98_rank,reg_p98_lower_value,reg_p98_upper_value,reg_p98_lower_day,reg_p98_upper_day,reg_p98_gap,clock_n,clock_mean,clock_delta_mean,clock_sd,clock_delta_sd,clock_median,clock_delta_median,clock_p98,clock_delta_p98,clock_p98_rank,clock_p98_lower_value,clock_p98_upper_value,clock_p98_lower_day,clock_p98_upper_day,clock_p98_gap,regulatory_convention_column_set,binning_note
2026-08-28,2026-08-27,2026-08-28,1757 Golf Club,7.6,9.3,5.4,23.4,141,7.601,0.001,9.213,-0.087,5.545,0.145,24.594,1.194,138.2,24.44,25.2,2026-07-19,2026-07-16,0.76,141,7.602,0.002,9.315,0.015,5.469,0.069,23.439,0.039,138.2,23.24,24.24,2026-07-20,2026-07-19,1.0,reg_*,"reg_* bins hours into days by hour-beginning local standard time (ts_est), the pipeline default and the 40 CFR Part 50 Appendix N convention for daily averages. clock_* bins by hour-beginning local clock time (ts_raw minus one hour), which is what DEQ's published sensor tables use. The two are identical in EST and differ by one hour during EDT, which moves the last hour of each local day into the previous day. Neither is wrong; they answer different questions. reg_* is the regulatory-convention column set."
2026-08-28,2026-08-27,2026-08-28,Belfort Park Dr,9.3,10.3,7.3,25.9,104,9.347,0.047,10.245,-0.055,7.457,0.157,26.39,0.49,101.94,26.06,26.41,2026-07-16,2026-07-19,0.35,104,9.343,0.043,10.372,0.072,7.315,0.015,25.961,0.061,101.94,23.3,26.13,2026-07-20,2026-07-19,2.83,reg_*,"reg_* bins hours into days by hour-beginning local standard time (ts_est), the pipeline default and the 40 CFR Part 50 Appendix N convention for daily averages. clock_* bins by hour-beginning local clock time (ts_raw minus one hour), which is what DEQ's published sensor tables use. The two are identical in EST and differ by one hour during EDT, which moves the last hour of each local day into the previous day. Neither is wrong; they answer different questions. reg_* is the regulatory-convention column set."
2026-08-28,2026-08-27,2026-08-28,Broad Run HS,8.3,8.3,6.8,24.8,172,8.317,0.017,8.196,-0.104,6.814,0.014,25.22,0.42,168.58,24.31,25.88,2026-07-16,2026-07-19,1.56,172,8.316,0.016,8.269,-0.031,6.702,-0.098,24.851,0.051,168.58,23.96,25.5,2026-07-20,2026-07-19,1.54,reg_*,"reg_* bins hours into days by hour-beginning local standard time (ts_est), the pipeline default and the 40 CFR Part 50 Appendix N convention for daily averages. clock_* bins by hour-beginning local clock time (ts_raw minus one hour), which is what DEQ's published sensor tables use. The two are identical in EST and differ by one hour during EDT, which moves the last hour of each local day into the previous day. Neither is wrong; they answer different questions. reg_* is the regulatory-convention column set."
2026-08-28,2026-08-27,2026-08-28,Dulles Airport,5.8,7.0,4.1,17.8,169,5.845,0.045,6.895,-0.105,4.173,0.073,19.918,2.118,165.64,18.43,20.76,2026-07-20,2026-07-16,2.33,168,5.808,0.008,7.029,0.029,4.164,0.064,17.816,0.016,164.66,16.98,18.25,2026-07-16,2026-07-20,1.26,reg_*,"reg_* bins hours into days by hour-beginning local standard time (ts_est), the pipeline default and the 40 CFR Part 50 Appendix N convention for daily averages. clock_* bins by hour-beginning local clock time (ts_raw minus one hour), which is what DEQ's published sensor tables use. The two are identical in EST and differ by one hour during EDT, which moves the last hour of each local day into the previous day. Neither is wrong; they answer different questions. reg_* is the regulatory-convention column set."
2026-08-28,2026-08-27,2026-08-28,Farmwell Station MS,8.2,10.3,6.1,24.6,140,8.231,0.031,10.193,-0.107,6.066,-0.034,26.72,2.12,137.22,26.46,27.65,2026-07-16,2026-07-19,1.19,140,8.216,0.016,10.338,0.038,6.187,0.087,25.008,0.408,137.22,24.35,27.33,2026-07-20,2026-07-19,2.98,reg_*,"reg_* bins hours into days by hour-beginning local standard time (ts_est), the pipeline default and the 40 CFR Part 50 Appendix N convention for daily averages. clock_* bins by hour-beginning local clock time (ts_raw minus one hour), which is what DEQ's published sensor tables use. The two are identical in EST and differ by one hour during EDT, which moves the last hour of each local day into the previous day. Neither is wrong; they answer different questions. reg_* is the regulatory-convention column set."
2026-08-28,2026-08-27,2026-08-28,Sterling MS,10.5,12.0,8.4,33.8,71,10.569,0.069,11.911,-0.089,8.656,0.256,32.908,-0.892,69.6,24.95,38.21,2026-07-19,2026-07-18,13.27,71,10.569,0.069,12.062,0.062,8.597,0.197,34.146,0.346,69.6,24.7,40.44,2026-07-19,2026-07-18,15.74,reg_*,"reg_* bins hours into days by hour-beginning local standard time (ts_est), the pipeline default and the 40 CFR Part 50 Appendix N convention for daily averages. clock_* bins by hour-beginning local clock time (ts_raw minus one hour), which is what DEQ's published sensor tables use. The two are identical in EST and differ by one hour during EDT, which moves the last hour of each local day into the previous day. Neither is wrong; they answer different questions. reg_* is the regulatory-convention column set."
