sep=;
"Location";"Date";"AQI";"NO2 (ppb)";"CO (ppm)";"VOCs (ppb)";"PM2.5 (µg/m³)"
"Heritage Farm Museum";"May 10, 2026, 15:00:00";"29";"0";"0.2";"31.55";"2.44"
"Heritage Farm Museum";"May 10, 2026, 14:00:00";"30";"0";"0.19";"37.32";"2.35"
"Heritage Farm Museum";"May 10, 2026, 13:00:00";"30";"0";"0.22";"44.03";"2.23"
"Heritage Farm Museum";"May 10, 2026, 12:00:00";"30";"0";"0.22";"49.92";"2.57"
"Heritage Farm Museum";"May 10, 2026, 11:00:00";"31";"1.31";"0.28";"63.78";"3.52"
"Heritage Farm Museum";"May 10, 2026, 10:00:00";"31";"2.58";"0.33";"72.77";"6.42"
"Heritage Farm Museum";"May 10, 2026, 09:00:00";"30";"2.18";"0.27";"45.13";"9.96"
"Heritage Farm Museum";"May 10, 2026, 08:00:00";"29";"0.02";"0.21";"22.54";"6.43"
"Heritage Farm Museum";"May 10, 2026, 07:00:00";"28";"0";"0.19";"18.99";"14.12"
"Heritage Farm Museum";"May 10, 2026, 06:00:00";"26";"0";"0.21";"24.53";"18.45"
"Heritage Farm Museum";"May 10, 2026, 05:00:00";"23";"0.01";"0.24";"26.15";"16.72"
"Heritage Farm Museum";"May 10, 2026, 04:00:00";"21";"0";"0.22";"22.63";"15.07"
"Heritage Farm Museum";"May 10, 2026, 03:00:00";"18";"0.1";"0.23";"25.06";"13.44"
"Heritage Farm Museum";"May 10, 2026, 02:00:00";"16";"0.57";"0.24";"36.69";"11.86"
"Heritage Farm Museum";"May 10, 2026, 01:00:00";"14";"1.92";"0.26";"39.41";"8.68"
"Heritage Farm Museum";"May 10, 2026, 00:00:00";"13";"1.74";"0.26";"40.97";"6.79"
"Heritage Farm Museum";"May 9, 2026, 23:00:00";"12";"2.84";"0.27";"39.93";"4.08"
"Heritage Farm Museum";"May 9, 2026, 22:00:00";"12";"0.95";"0.29";"37.62";"3.49"
"Heritage Farm Museum";"May 9, 2026, 21:00:00";"12";"0.04";"0.26";"37.79";"3.09"
"Heritage Farm Museum";"May 9, 2026, 20:00:00";"12";"0";"0.26";"34.51";"2.95"
"Heritage Farm Museum";"May 9, 2026, 19:00:00";"11";"0";"0.25";"26.37";"2.6"
"Heritage Farm Museum";"May 9, 2026, 18:00:00";"11";"0";"0.23";"26.8";"2.81"
"Heritage Farm Museum";"May 9, 2026, 17:00:00";"11";"0";"0.26";"29.36";"2.93"
"Heritage Farm Museum";"May 9, 2026, 16:00:00";"11";"0";"0.28";"31.17";"3.66"
"Heritage Farm Museum";"May 9, 2026, 15:00:00";"11";"0.1";"0.27";"32.48";"3.9"
"Heritage Farm Museum";"May 9, 2026, 14:00:00";"10";"0.07";"0.27";"34.05";"3.95"
"Heritage Farm Museum";"May 9, 2026, 13:00:00";"10";"0.12";"0.26";"32.77";"4.43"
"Heritage Farm Museum";"May 9, 2026, 12:00:00";"10";"0.27";"0.26";"33.13";"3.66"
"Heritage Farm Museum";"May 9, 2026, 11:00:00";"9";"1.59";"0.25";"29.7";"3.48"
"Heritage Farm Museum";"May 9, 2026, 10:00:00";"9";"3.18";"0.23";"26.81";"2.73"
"Heritage Farm Museum";"May 9, 2026, 09:00:00";"9";"2.92";"0.22";"26.13";"2.6"
"Heritage Farm Museum";"May 9, 2026, 08:00:00";"9";"3.46";"0.21";"25.23";"2.56"
"Heritage Farm Museum";"May 9, 2026, 07:00:00";"9";"3.59";"0.19";"24.04";"2.21"
"Heritage Farm Museum";"May 9, 2026, 06:00:00";"9";"2.14";"0.17";"23.5";"2.08"
"Heritage Farm Museum";"May 9, 2026, 05:00:00";"10";"1.72";"0.17";"23.51";"2.2"
"Heritage Farm Museum";"May 9, 2026, 04:00:00";"10";"1.57";"0.17";"23.72";"1.75"
"Heritage Farm Museum";"May 9, 2026, 03:00:00";"10";"1.54";"0.18";"23.69";"1.84"
"Heritage Farm Museum";"May 9, 2026, 02:00:00";"10";"1.5";"0.18";"23.47";"1.81"
"Heritage Farm Museum";"May 9, 2026, 01:00:00";"10";"1.36";"0.2";"23.74";"1.8"
"Heritage Farm Museum";"May 9, 2026, 00:00:00";"10";"2.03";"0.21";"24.44";"1.83"
"Heritage Farm Museum";"May 8, 2026, 23:00:00";"11";"2.12";"0.22";"25.26";"2.14"
"Heritage Farm Museum";"May 8, 2026, 22:00:00";"11";"2.2";"0.23";"25.73";"2.13"
"Heritage Farm Museum";"May 8, 2026, 21:00:00";"11";"1.27";"0.23";"26.63";"2.25"
"Heritage Farm Museum";"May 8, 2026, 20:00:00";"11";"0.59";"0.21";"24.28";"1.97"
"Heritage Farm Museum";"May 8, 2026, 19:00:00";"11";"0.71";"0.2";"22.46";"1.74"
"Heritage Farm Museum";"May 8, 2026, 18:00:00";"11";"0.02";"0.18";"20.73";"1.71"
"Heritage Farm Museum";"May 8, 2026, 17:00:00";"12";"0";"0.19";"18.24";"1.7"
"Heritage Farm Museum";"May 8, 2026, 16:00:00";"12";"0";"0.18";"18.75";"1.85"
"Heritage Farm Museum";"May 8, 2026, 15:00:00";"12";"0";"0.18";"20.06";"1.83"
"Heritage Farm Museum";"May 8, 2026, 14:00:00";"12";"0";"0.18";"22.92";"2.24"
"Heritage Farm Museum";"May 8, 2026, 13:00:00";"12";"0";"0.18";"27.39";"2.13"
"Heritage Farm Museum";"May 8, 2026, 12:00:00";"12";"0";"0.17";"29.38";"2.56"
"Heritage Farm Museum";"May 8, 2026, 11:00:00";"12";"0";"0.16";"28.49";"2.6"
"Heritage Farm Museum";"May 8, 2026, 10:00:00";"12";"0.96";"0.15";"29.09";"2.28"
"Heritage Farm Museum";"May 8, 2026, 09:00:00";"12";"7.06";"0.2";"31.13";"2.21"
"Heritage Farm Museum";"May 8, 2026, 08:00:00";"12";"6.28";"0.15";"27.85";"2.82"
"Heritage Farm Museum";"May 8, 2026, 07:00:00";"11";"1.59";"0.08";"24.88";"3.81"
"Heritage Farm Museum";"May 8, 2026, 06:00:00";"11";"1.48";"0.07";"24.05";"3.19"
"Heritage Farm Museum";"May 8, 2026, 05:00:00";"11";"0.85";"0.07";"24.64";"2.34"
"Heritage Farm Museum";"May 8, 2026, 04:00:00";"11";"0.75";"0.08";"24.84";"1.76"
"Heritage Farm Museum";"May 8, 2026, 03:00:00";"12";"1.38";"0.1";"26.53";"1.85"
"Heritage Farm Museum";"May 8, 2026, 02:00:00";"12";"5.04";"0.12";"28.45";"2.61"
"Heritage Farm Museum";"May 8, 2026, 01:00:00";"13";"6.79";"0.17";"29";"5.48"
"Heritage Farm Museum";"May 8, 2026, 00:00:00";"13";"9.25";"0.19";"30.25";"3.49"
"Heritage Farm Museum";"May 7, 2026, 23:00:00";"12";"8.15";"0.19";"28.88";"2.83"
"Heritage Farm Museum";"May 7, 2026, 22:00:00";"12";"5.74";"0.2";"27.9";"2.61"
"Heritage Farm Museum";"May 7, 2026, 21:00:00";"12";"5.41";"0.21";"27.77";"2.43"
"Heritage Farm Museum";"May 7, 2026, 20:00:00";"12";"4.86";"0.22";"28.47";"2.74"
"Heritage Farm Museum";"May 7, 2026, 19:00:00";"12";"3.62";"0.23";"29.66";"3.26"
"Heritage Farm Museum";"May 7, 2026, 18:00:00";"12";"0.78";"0.23";"28.6";"2.92"
"Heritage Farm Museum";"May 7, 2026, 17:00:00";"13";"0";"0.18";"23.45";"2.18"
"Heritage Farm Museum";"May 7, 2026, 16:00:00";"13";"0";"0.18";"24.12";"2.35"
"Heritage Farm Museum";"May 7, 2026, 15:00:00";"13";"0";"0.17";"27.05";"2.34"
"Heritage Farm Museum";"May 7, 2026, 14:00:00";"13";"0.03";"0.19";"31.16";"2.8"
"Heritage Farm Museum";"May 7, 2026, 13:00:00";"13";"0";"0.18";"30.64";"3.17"
"Heritage Farm Museum";"May 7, 2026, 12:00:00";"14";"0.15";"0.14";"28.33";"2.43"
"Heritage Farm Museum";"May 7, 2026, 11:00:00";"14";"0.28";"0.12";"28.93";"1.88"
"Heritage Farm Museum";"May 7, 2026, 10:00:00";"14";"0.12";"0.12";"30.79";"1.77"
"Heritage Farm Museum";"May 7, 2026, 09:00:00";"15";"0.12";"0.13";"33.83";"1.44"
"Heritage Farm Museum";"May 7, 2026, 08:00:00";"15";"0.04";"0.13";"35.34";"1.47"
"Heritage Farm Museum";"May 7, 2026, 07:00:00";"16";"0.07";"0.12";"37.51";"1.78"
"Heritage Farm Museum";"May 7, 2026, 06:00:00";"16";"0.05";"0.12";"39.56";"1.99"
"Heritage Farm Museum";"May 7, 2026, 05:00:00";"16";"0.1";"0.13";"42.54";"3.04"
"Heritage Farm Museum";"May 7, 2026, 04:00:00";"16";"0.04";"0.13";"43.33";"4.51"
"Heritage Farm Museum";"May 7, 2026, 03:00:00";"16";"0.05";"0.13";"43.72";"5.51"
"Heritage Farm Museum";"May 7, 2026, 02:00:00";"16";"0.03";"0.15";"46.63";"8.16"
"Heritage Farm Museum";"May 7, 2026, 01:00:00";"15";"0.07";"0.16";"46.38";"3.07"
"Heritage Farm Museum";"May 7, 2026, 00:00:00";"15";"0";"0.19";"49.11";"1.3"
"Heritage Farm Museum";"May 6, 2026, 23:00:00";"16";"0";"0.21";"53.64";"1.24"
"Heritage Farm Museum";"May 6, 2026, 22:00:00";"16";"0";"0.23";"65.5";"1.79"
"Heritage Farm Museum";"May 6, 2026, 21:00:00";"17";"0";"0.24";"74.41";"3.34"
"Heritage Farm Museum";"May 6, 2026, 20:00:00";"17";"0.14";"0.24";"71.95";"4.13"
"Heritage Farm Museum";"May 6, 2026, 19:00:00";"16";"0.09";"0.25";"71.82";"3.99"
"Heritage Farm Museum";"May 6, 2026, 18:00:00";"16";"0.07";"0.25";"69.56";"3.92"
"Heritage Farm Museum";"May 6, 2026, 17:00:00";"16";"0";"0.25";"69.12";"3.75"
"Heritage Farm Museum";"May 6, 2026, 16:00:00";"16";"0.04";"0.24";"68.53";"3.55"
"Heritage Farm Museum";"May 6, 2026, 15:00:00";"16";"0.46";"0.24";"68.29";"3.66"
"Heritage Farm Museum";"May 6, 2026, 14:00:00";"16";"2.32";"0.25";"66.13";"3.88"
"Heritage Farm Museum";"May 6, 2026, 13:00:00";"16";"3.05";"0.24";"51.82";"3.69"
"Heritage Farm Museum";"May 6, 2026, 12:00:00";"16";"3.52";"0.24";"36.26";"3.61"
"Heritage Farm Museum";"May 6, 2026, 11:00:00";"16";"3.66";"0.24";"28.66";"4.4"
"Heritage Farm Museum";"May 6, 2026, 10:00:00";"16";"4.13";"0.25";"26.55";"4.94"
"Heritage Farm Museum";"May 6, 2026, 09:00:00";"16";"3.93";"0.26";"36.48";"4.09"
"Heritage Farm Museum";"May 6, 2026, 08:00:00";"16";"3.41";"0.25";"43.08";"3.39"
"Heritage Farm Museum";"May 6, 2026, 07:00:00";"16";"1.54";"0.24";"39.68";"3.02"
"Heritage Farm Museum";"May 6, 2026, 06:00:00";"16";"1.04";"0.24";"38.33";"3.29"
"Heritage Farm Museum";"May 6, 2026, 05:00:00";"16";"0.4";"0.25";"36.52";"3.41"
"Heritage Farm Museum";"May 6, 2026, 04:00:00";"16";"0.06";"0.25";"35.07";"3.84"
"Heritage Farm Museum";"May 6, 2026, 03:00:00";"16";"0.04";"0.26";"32.73";"4.24"
"Heritage Farm Museum";"May 6, 2026, 02:00:00";"15";"0";"0.28";"30.93";"4.74"
"Heritage Farm Museum";"May 6, 2026, 01:00:00";"15";"0";"0.28";"29.13";"4.5"
"Heritage Farm Museum";"May 6, 2026, 00:00:00";"14";"0.03";"0.29";"27.47";"4.12"
"Heritage Farm Museum";"May 5, 2026, 23:00:00";"14";"0";"0.28";"24.38";"3.67"
"Heritage Farm Museum";"May 5, 2026, 22:00:00";"14";"0";"0.29";"21.54";"3.3"
"Heritage Farm Museum";"May 5, 2026, 21:00:00";"13";"0";"0.28";"18.44";"3.44"
"Heritage Farm Museum";"May 5, 2026, 20:00:00";"13";"0.02";"0.27";"17.94";"3.19"
"Heritage Farm Museum";"May 5, 2026, 19:00:00";"13";"0.31";"0.28";"18.39";"3.13"
"Heritage Farm Museum";"May 5, 2026, 18:00:00";"13";"0";"0.27";"19.12";"3.5"
"Heritage Farm Museum";"May 5, 2026, 17:00:00";"13";"0";"0.24";"20.22";"3.73"
"Heritage Farm Museum";"May 5, 2026, 16:00:00";"13";"0";"0.24";"22.01";"3.52"
"Heritage Farm Museum";"May 5, 2026, 15:00:00";"12";"0";"0.24";"24.32";"4.17"
"Heritage Farm Museum";"May 5, 2026, 14:00:00";"12";"0";"0.25";"26.49";"3.77"
"Heritage Farm Museum";"May 5, 2026, 13:00:00";"12";"0";"0.25";"27.58";"3.38"
"Heritage Farm Museum";"May 5, 2026, 12:00:00";"12";"0.21";"0.28";"30.44";"4.02"
"Heritage Farm Museum";"May 5, 2026, 11:00:00";"11";"0.42";"0.27";"34.04";"4.29"
"Heritage Farm Museum";"May 5, 2026, 10:00:00";"11";"4.07";"0.28";"35.99";"4.73"
"Heritage Farm Museum";"May 5, 2026, 09:00:00";"11";"4.57";"0.27";"32.34";"3.83"
"Heritage Farm Museum";"May 5, 2026, 08:00:00";"11";"5.56";"0.23";"30.16";"3.23"
"Heritage Farm Museum";"May 5, 2026, 07:00:00";"10";"5.21";"0.21";"29.37";"2.78"
"Heritage Farm Museum";"May 5, 2026, 06:00:00";"10";"3.93";"0.2";"29.79";"2.65"
"Heritage Farm Museum";"May 5, 2026, 05:00:00";"10";"2.56";"0.2";"31.34";"2.46"
"Heritage Farm Museum";"May 5, 2026, 04:00:00";"10";"2.5";"0.21";"31.77";"2.51"
"Heritage Farm Museum";"May 5, 2026, 03:00:00";"10";"2.35";"0.22";"32.15";"2.23"
"Heritage Farm Museum";"May 5, 2026, 02:00:00";"10";"2.33";"0.22";"35.01";"1.98"
"Heritage Farm Museum";"May 5, 2026, 01:00:00";"9";"2.71";"0.24";"34.46";"1.93"
"Heritage Farm Museum";"May 5, 2026, 00:00:00";"9";"7.25";"0.25";"33.48";"1.97"
"Heritage Farm Museum";"May 4, 2026, 23:00:00";"10";"3.94";"0.24";"31.92";"2.02"
"Heritage Farm Museum";"May 4, 2026, 22:00:00";"10";"5.2";"0.26";"29.47";"2.18"
"Heritage Farm Museum";"May 4, 2026, 21:00:00";"9";"2.4";"0.25";"27.94";"2.43"
"Heritage Farm Museum";"May 4, 2026, 20:00:00";"9";"1.87";"0.25";"25.92";"2.64"
"Heritage Farm Museum";"May 4, 2026, 19:00:00";"9";"0.32";"0.23";"22.9";"2.71"
"Heritage Farm Museum";"May 4, 2026, 18:00:00";"9";"0";"0.23";"22.57";"2.4"
"Heritage Farm Museum";"May 4, 2026, 17:00:00";"9";"0";"0.22";"23.86";"2.47"
"Heritage Farm Museum";"May 4, 2026, 16:00:00";"9";"0";"0.21";"24.57";"2.19"
"Heritage Farm Museum";"May 4, 2026, 15:00:00";"8";"0";"0.21";"25.25";"2.15"
"Heritage Farm Museum";"May 4, 2026, 14:00:00";"8";"0";"0.21";"26.1";"2.2"
"Heritage Farm Museum";"May 4, 2026, 13:00:00";"8";"0";"0.21";"27.63";"1.98"
"Heritage Farm Museum";"May 4, 2026, 12:00:00";"8";"0.11";"0.6";"31.52";"2.22"
"Heritage Farm Museum";"May 4, 2026, 11:00:00";"8";"1.93";"0.22";"29.23";"2.74"
"Heritage Farm Museum";"May 4, 2026, 10:00:00";"8";"4.52";"0.22";"28.02";"3.31"
"Heritage Farm Museum";"May 4, 2026, 09:00:00";"8";"5.95";"0.19";"25.85";"2.67"
"Heritage Farm Museum";"May 4, 2026, 08:00:00";"8";"6.42";"0.18";"24.96";"2.11"
"Heritage Farm Museum";"May 4, 2026, 07:00:00";"8";"3";"0.14";"24.35";"1.64"
"Heritage Farm Museum";"May 4, 2026, 06:00:00";"8";"2.35";"0.13";"23.98";"1.39"
"Heritage Farm Museum";"May 4, 2026, 05:00:00";"8";"2.74";"0.14";"24";"1.2"
"Heritage Farm Museum";"May 4, 2026, 04:00:00";"8";"4.24";"0.17";"23.98";"1.7"
"Heritage Farm Museum";"May 4, 2026, 03:00:00";"8";"5.93";"0.17";"23.07";"1.81"
"Heritage Farm Museum";"May 4, 2026, 02:00:00";"8";"6.26";"0.3";"21.13";"1.71"
"Heritage Farm Museum";"May 4, 2026, 01:00:00";"8";"7.86";"0.33";"20.93";"1.99"
"Heritage Farm Museum";"May 4, 2026, 00:00:00";"8";"7.81";"0.33";"20.13";"2.46"
"Heritage Farm Museum";"May 3, 2026, 23:00:00";"8";"5.65";"0.3";"19.84";"2.12"
"Heritage Farm Museum";"May 3, 2026, 22:00:00";"8";"4.82";"0.28";"20.27";"1.33"
"Heritage Farm Museum";"May 3, 2026, 21:00:00";"9";"3.66";"0.3";"21.32";"1.61"
"Heritage Farm Museum";"May 3, 2026, 20:00:00";"9";"3.62";"0.3";"21.92";"1.29"
"Heritage Farm Museum";"May 3, 2026, 19:00:00";"9";"0.93";"0.31";"23.49";"1.57"
"Heritage Farm Museum";"May 3, 2026, 18:00:00";"9";"0.04";"0.3";"24.43";"1.4"
"Heritage Farm Museum";"May 3, 2026, 17:00:00";"9";"0.52";"0.3";"24.95";"1.42"
"Heritage Farm Museum";"May 3, 2026, 16:00:00";"9";"0.2";"0.31";"25.48";"1.72"
"Heritage Farm Museum";"May 3, 2026, 15:00:00";"10";"0.04";"0.31";"24.74";"1.32"
"Heritage Farm Museum";"May 3, 2026, 14:00:00";"10";"0.03";"0.32";"24.68";"2.12"
"Heritage Farm Museum";"May 3, 2026, 13:00:00";"10";"0.16";"0.29";"23.2";"1.58"
"Heritage Farm Museum";"May 3, 2026, 12:00:00";"10";"0.58";"0.28";"22.13";"1.84"
"Heritage Farm Museum";"May 3, 2026, 11:00:00";"11";"0.26";"0.27";"21.61";"2.26"
"Heritage Farm Museum";"May 3, 2026, 10:00:00";"11";"0.17";"0.26";"21.46";"2.22"
"Heritage Farm Museum";"May 3, 2026, 09:00:00";"11";"0.8";"0.25";"21.01";"1.9"
"Heritage Farm Museum";"May 3, 2026, 08:00:00";"11";"2.1";"0.24";"20.6";"1.66"
"Heritage Farm Museum";"May 3, 2026, 07:00:00";"11";"3.36";"0.24";"20.79";"1.76"
"Heritage Farm Museum";"May 3, 2026, 06:00:00";"11";"2.8";"0.24";"20.37";"1.58"
"Heritage Farm Museum";"May 3, 2026, 05:00:00";"11";"4.99";"0.24";"20.17";"1.89"
"Heritage Farm Museum";"May 3, 2026, 04:00:00";"11";"4.28";"0.24";"19.53";"1.96"
"Heritage Farm Museum";"May 3, 2026, 03:00:00";"11";"3.18";"0.24";"19.31";"1.89"
"Heritage Farm Museum";"May 3, 2026, 02:00:00";"11";"3.62";"0.25";"19.46";"2.44"
"Heritage Farm Museum";"May 3, 2026, 01:00:00";"11";"3.25";"0.26";"19.65";"3.57"
"Heritage Farm Museum";"May 3, 2026, 00:00:00";"10";"3.24";"0.27";"19.87";"2.89"
"Heritage Farm Museum";"May 2, 2026, 23:00:00";"10";"2.85";"0.28";"20.03";"2.3"
"Heritage Farm Museum";"May 2, 2026, 22:00:00";"10";"2.93";"0.28";"20.07";"2.44"
"Heritage Farm Museum";"May 2, 2026, 21:00:00";"10";"2.91";"0.29";"20.83";"2.95"
"Heritage Farm Museum";"May 2, 2026, 20:00:00";"9";"2.18";"0.29";"20.71";"2.53"
"Heritage Farm Museum";"May 2, 2026, 19:00:00";"9";"1.04";"0.29";"21.54";"2.4"
"Heritage Farm Museum";"May 2, 2026, 18:00:00";"9";"0.25";"0.31";"23.48";"2.08"
"Heritage Farm Museum";"May 2, 2026, 17:00:00";"9";"0.03";"0.3";"24.36";"2.37"
"Heritage Farm Museum";"May 2, 2026, 16:00:00";"9";"0";"0.31";"25.93";"2.46"
"Heritage Farm Museum";"May 2, 2026, 15:00:00";"9";"0";"0.35";"26.24";"2.96"
"Heritage Farm Museum";"May 2, 2026, 14:00:00";"8";"0";"0.39";"25.44";"3.91"
"Heritage Farm Museum";"May 2, 2026, 13:00:00";"8";"0.1";"0.36";"25.4";"2.38"
"Heritage Farm Museum";"May 2, 2026, 12:00:00";"8";"0.15";"0.38";"25.69";"3.48"
"Heritage Farm Museum";"May 2, 2026, 11:00:00";"8";"0.57";"0.34";"24.83";"3.38"
"Heritage Farm Museum";"May 2, 2026, 10:00:00";"7";"0.89";"0.33";"24.28";"2.99"
"Heritage Farm Museum";"May 2, 2026, 09:00:00";"7";"1.66";"0.28";"23.27";"2.59"
"Heritage Farm Museum";"May 2, 2026, 08:00:00";"7";"2.02";"0.25";"22.58";"2.24"
"Heritage Farm Museum";"May 2, 2026, 07:00:00";"7";"2.22";"0.26";"22.79";"1.48"
"Heritage Farm Museum";"May 2, 2026, 06:00:00";"7";"2.01";"0.27";"23.69";"1"
"Heritage Farm Museum";"May 2, 2026, 05:00:00";"7";"2.32";"0.27";"24.41";"1.2"
"Heritage Farm Museum";"May 2, 2026, 04:00:00";"7";"1.93";"0.28";"26.39";"1.41"
"Heritage Farm Museum";"May 2, 2026, 03:00:00";"7";"2.75";"0.29";"27.01";"1.46"
"Heritage Farm Museum";"May 2, 2026, 02:00:00";"7";"2.81";"0.3";"27.25";"1.47"
"Heritage Farm Museum";"May 2, 2026, 01:00:00";"7";"3.14";"0.31";"28.24";"1.27"
"Heritage Farm Museum";"May 2, 2026, 00:00:00";"7";"3.63";"0.33";"28.02";"1.26"
"Heritage Farm Museum";"May 1, 2026, 23:00:00";"7";"3.05";"0.35";"28.41";"1.36"
"Heritage Farm Museum";"May 1, 2026, 22:00:00";"7";"3.7";"0.36";"28.41";"1.43"
"Heritage Farm Museum";"May 1, 2026, 21:00:00";"7";"2.82";"0.36";"28.5";"1.59"
"Heritage Farm Museum";"May 1, 2026, 20:00:00";"7";"1.97";"0.35";"27.37";"1.75"
"Heritage Farm Museum";"May 1, 2026, 19:00:00";"7";"0.61";"0.32";"27.75";"1.3"
"Heritage Farm Museum";"May 1, 2026, 18:00:00";"7";"0";"0.33";"26.3";"1.36"
"Heritage Farm Museum";"May 1, 2026, 17:00:00";"7";"0";"0.33";"28.25";"1.47"
"Heritage Farm Museum";"May 1, 2026, 16:00:00";"7";"0";"0.33";"28.23";"1.48"
"Heritage Farm Museum";"May 1, 2026, 15:00:00";"7";"0";"0.32";"29.68";"1.78"
"Heritage Farm Museum";"May 1, 2026, 14:00:00";"7";"0";"0.34";"32.97";"2.17"
"Heritage Farm Museum";"May 1, 2026, 13:00:00";"7";"0.11";"0.35";"34.35";"2.33"
"Heritage Farm Museum";"May 1, 2026, 12:00:00";"6";"0.06";"0.31";"31.89";"1.77"
"Heritage Farm Museum";"May 1, 2026, 11:00:00";"7";"0.14";"0.28";"31.28";"1.5"
"Heritage Farm Museum";"May 1, 2026, 10:00:00";"7";"0.3";"0.29";"33.77";"1"
"Heritage Farm Museum";"May 1, 2026, 09:00:00";"7";"1.54";"0.29";"33.04";"0.91"
"Heritage Farm Museum";"May 1, 2026, 08:00:00";"8";"2.66";"0.31";"29.94";"1.51"
"Heritage Farm Museum";"May 1, 2026, 07:00:00";"8";"1.71";"0.27";"26.81";"1.95"
"Heritage Farm Museum";"May 1, 2026, 06:00:00";"9";"0.96";"0.25";"26.09";"1.55"
"Heritage Farm Museum";"May 1, 2026, 05:00:00";"10";"1.37";"0.25";"27.37";"1.54"
"Heritage Farm Museum";"May 1, 2026, 04:00:00";"10";"2.18";"0.26";"25.69";"1.67"
"Heritage Farm Museum";"May 1, 2026, 03:00:00";"11";"1.93";"0.27";"25.72";"2.18"
"Heritage Farm Museum";"May 1, 2026, 02:00:00";"11";"1.98";"0.26";"27.05";"1.79"
"Heritage Farm Museum";"May 1, 2026, 01:00:00";"11";"2.51";"0.26";"26.48";"1.8"
"Heritage Farm Museum";"May 1, 2026, 00:00:00";"11";"2.99";"0.27";"25.86";"1.31"
"Heritage Farm Museum";"Apr 30, 2026, 23:00:00";"12";"3.14";"0.27";"25.76";"1.19"
"Heritage Farm Museum";"Apr 30, 2026, 22:00:00";"14";"3.07";"0.28";"25.59";"1.1"
"Heritage Farm Museum";"Apr 30, 2026, 21:00:00";"15";"3.35";"0.29";"25.82";"1"
"Heritage Farm Museum";"Apr 30, 2026, 20:00:00";"17";"4.06";"0.3";"27.35";"1.03"
"Heritage Farm Museum";"Apr 30, 2026, 19:00:00";"19";"2.31";"0.32";"30.29";"0.89"
"Heritage Farm Museum";"Apr 30, 2026, 18:00:00";"21";"0";"0.32";"31.59";"1.19"
"Heritage Farm Museum";"Apr 30, 2026, 17:00:00";"22";"0.26";"0.31";"31.25";"1.47"
"Heritage Farm Museum";"Apr 30, 2026, 16:00:00";"23";"0";"0.31";"32.24";"1.26"
"Heritage Farm Museum";"Apr 30, 2026, 15:00:00";"24";"0";"0.31";"34.66";"1.34"
"Heritage Farm Museum";"Apr 30, 2026, 14:00:00";"26";"0";"0.32";"40.36";"1.65"
"Heritage Farm Museum";"Apr 30, 2026, 13:00:00";"27";"0";"0.31";"42.18";"1.75"
"Heritage Farm Museum";"Apr 30, 2026, 12:00:00";"27";"0.08";"0.32";"45.26";"2.05"
"Heritage Farm Museum";"Apr 30, 2026, 11:00:00";"28";"0";"0.32";"46.11";"2.54"
"Heritage Farm Museum";"Apr 30, 2026, 10:00:00";"28";"0.36";"0.32";"49.63";"2.66"
"Heritage Farm Museum";"Apr 30, 2026, 09:00:00";"28";"2.75";"0.34";"54.29";"3.94"
"Heritage Farm Museum";"Apr 30, 2026, 08:00:00";"28";"7.42";"0.33";"52.27";"4.77"
"Heritage Farm Museum";"Apr 30, 2026, 07:00:00";"27";"1.84";"0.31";"39.24";"5.41"
"Heritage Farm Museum";"Apr 30, 2026, 06:00:00";"26";"0";"0.29";"38.59";"7.02"
"Heritage Farm Museum";"Apr 30, 2026, 05:00:00";"25";"0.4";"0.3";"39.15";"3.95"
"Heritage Farm Museum";"Apr 30, 2026, 04:00:00";"25";"0.47";"0.31";"42.44";"4.33"
"Heritage Farm Museum";"Apr 30, 2026, 03:00:00";"24";"0.76";"0.31";"34.95";"4.88"
"Heritage Farm Museum";"Apr 30, 2026, 02:00:00";"24";"0";"0.3";"41.96";"0"
"Heritage Farm Museum";"Apr 30, 2026, 01:00:00";"23";"0";"0.31";"40.5";"0"
"Heritage Farm Museum";"Apr 30, 2026, 00:00:00";"23";"0";"0.31";"44.95";"7.92"
"Heritage Farm Museum";"Apr 29, 2026, 23:00:00";"22";"0.71";"0.31";"39.41";"6.99"
"Heritage Farm Museum";"Apr 29, 2026, 22:00:00";"21";"1.66";"0.34";"42.7";"9.19"
"Heritage Farm Museum";"Apr 29, 2026, 21:00:00";"21";"2.04";"0.36";"41.77";"10.98"
"Heritage Farm Museum";"Apr 29, 2026, 20:00:00";"20";"2.1";"0.37";"42.61";"10.34"
"Heritage Farm Museum";"Apr 29, 2026, 19:00:00";"19";"2.53";"0.38";"39.41";"11.05"
"Heritage Farm Museum";"Apr 29, 2026, 18:00:00";"18";"1.37";"0.36";"43.34";"8.82"
"Heritage Farm Museum";"Apr 29, 2026, 17:00:00";"17";"1.58";"0.35";"57.52";"7.66"
"Heritage Farm Museum";"Apr 29, 2026, 16:00:00";"16";"2.67";"0.38";"61.57";"7.43"
"Heritage Farm Museum";"Apr 29, 2026, 15:00:00";"15";"3.18";"0.36";"59.19";"7.4"
"Heritage Farm Museum";"Apr 29, 2026, 14:00:00";"14";"3.25";"0.36";"56.82";"7.09"
"Heritage Farm Museum";"Apr 29, 2026, 13:00:00";"13";"2.52";"0.36";"54.52";"4.98"
"Heritage Farm Museum";"Apr 29, 2026, 12:00:00";"12";"2.9";"0.35";"50.39";"3.6"
"Heritage Farm Museum";"Apr 29, 2026, 11:00:00";"12";"4.82";"0.36";"46.83";"3.4"
